match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_wonContest,stat_bigChanceCreated,captain,stat_goalAssist,stat_goals
10382059,home,NEC Nijmegen,Mikkel Duelund,,,mikkel-duelund,M. Duelund,F,10,178,139,M,770075,EUR,867542400,F,10,10,False,25.0,20.0,1.0,,7.0,7.0,13.0,18.0,3.0,,,,61.0,34.0,6.4,7.0,2,4.0,3.0,,1.0,,1.0,,,2.0,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,,,,,,
10382059,home,NEC Nijmegen,Ibrahim Cissoko,Ibrahim Cissoko,,ibrahim-cissoko,I. Cissoko,M,20,188,378,M,1128902,EUR,1048636800,M,21,21,True,13.0,12.0,,,3.0,3.0,9.0,10.0,1.0,,,,29.0,28.0,6.3,6.0,1,4.0,5.0,1.0,5.0,,3.0,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,2.0,,,,
10382059,home,NEC Nijmegen,Magnus Mattsson,,,magnus-mattsson,M. Mattsson,M,8,174,794,M,896117,EUR,919900800,M,11,11,True,11.0,8.0,,,2.0,2.0,6.0,9.0,,,,,10.0,14.0,7.0,3.0,0,,3.0,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,2.0,,,,
10382059,home,NEC Nijmegen,Pedro Marques,,,pedro-marques,P. Marques,F,43,181,203,M,846039,EUR,893462400,F,9,9,True,6.0,2.0,1.0,,1.0,1.0,1.0,5.0,1.0,,,,10.0,11.0,7.7,4.0,1,,4.0,,,1.0,1.0,,,,3.0,,,1.0,,,,,,,,,,,,,,,,1.0
10382059,home,NEC Nijmegen,Robin Roefs,,,robin-roefs,R. Roefs,G,22,193,2142,M,1012928,EUR,1042761600,G,31,31,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382059,home,NEC Nijmegen,Mattijs Branderhorst,,,mattijs-branderhorst,M. Branderhorst,G,31,192,151,M,146871,EUR,757296000,G,1,1,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382059,home,NEC Nijmegen,Terry Sanniez,,,terry-sanniez,T. Sanniez,D,25,174,16,M,787978,EUR,839635200,D,34,34,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382059,home,NEC Nijmegen,Ilias Bronkhorst,Ilias,Bronkhorst,ilias-bronkhorst,I. Bronkhorst,D,2,185,69,M,899644,EUR,863222400,D,2,2,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382059,home,NEC Nijmegen,Andri Baldursson,,,andri-baldursson,A. Baldursson,M,16,187,235,M,932856,EUR,1010620800,M,8,8,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382059,away,Fortuna Sittard,Ivor Pandur,,,ivor-pandur,I. Pandur,G,1,187,669,M,943212,EUR,953942400,G,31,31,False,28.0,17.0,22.0,11.0,7.0,8.0,10.0,20.0,15.0,2.0,4.0,5.0,90.0,42.0,7.3,11.0,0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
10382059,away,Fortuna Sittard,Tijjani Noslin,,,tijjani-noslin,T. Noslin,F,14,177,1224,M,1069244,EUR,931305600,D,77,77,False,10.0,6.0,3.0,1.0,4.0,7.0,4.0,5.0,1.0,,,,37.0,26.0,6.9,7.0,0,4.0,5.0,1.0,2.0,,,1.0,2.0,1.0,1.0,,,,,,,2.0,2.0,,,3.0,1.0,1.0,,1.0,,,,
10382059,away,Fortuna Sittard,Rodrigo Guth,Rodrigo,Guth,rodrigo-guth,R. Guth,D,14,191,291,M,905458,EUR,973814400,D,14,14,False,22.0,13.0,7.0,2.0,10.0,14.0,3.0,8.0,1.0,,,,90.0,40.0,7.2,9.0,0,7.0,4.0,,,8.0,,2.0,,5.0,2.0,,,,,1.0,,,,,3.0,2.0,2.0,,,,,,,
10382059,away,Fortuna Sittard,Dimitrios Siovas,Dimitrios,Siovas,dimitrios-siovas,D. Siovas,D,,191,184,M,41165,EUR,590284800,D,33,33,False,35.0,26.0,7.0,2.0,22.0,23.0,4.0,12.0,4.0,,,,90.0,48.0,7.0,9.0,1,3.0,4.0,,,7.0,,3.0,,1.0,2.0,,1.0,,,,,,,,1.0,2.0,1.0,,,,,,,
10382059,away,Fortuna Sittard,Ivo Pinto,,,ivo-pinto,I. Pinto,D,12,184,113,M,78730,EUR,631670400,D,12,12,False,21.0,17.0,2.0,2.0,12.0,13.0,5.0,9.0,7.0,,,,62.0,37.0,7.0,10.0,0,2.0,5.0,,2.0,2.0,2.0,,,,,,,,,1.0,,1.0,,1.0,,2.0,1.0,2.0,,1.0,,,,
10382059,away,Fortuna Sittard,George Cox,George,Cox,george-cox,G. Cox,M,,171,91,M,920556,EUR,884736000,D,5,5,False,27.0,17.0,9.0,2.0,10.0,10.0,8.0,22.0,4.0,,,,90.0,46.0,6.9,16.0,1,3.0,3.0,,,1.0,1.0,,1.0,,,,1.0,,,1.0,,5.0,1.0,3.0,2.0,2.0,1.0,1.0,,,,,,
10382059,away,Fortuna Sittard,Íñigo Cordoba,,,inigo-cordoba,I. Cordoba,M,21,178,215,M,605650,EUR,858211200,M,7,7,False,14.0,8.0,3.0,2.0,4.0,7.0,4.0,7.0,3.0,,,,45.0,16.0,6.7,6.0,1,2.0,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,
10382059,away,Fortuna Sittard,Deroy Duarte,,,deroy-duarte,D. Duarte,M,23,177,217,M,921089,EUR,931046400,M,6,6,False,26.0,19.0,4.0,1.0,7.0,11.0,12.0,15.0,5.0,,,,90.0,36.0,6.1,9.0,0,8.0,3.0,2.0,,2.0,1.0,3.0,,1.0,,,,,,,,,,2.0,,2.0,1.0,,,,,,,
10382059,away,Fortuna Sittard,Arianit Ferati,,,arianit-ferati,A. Ferati,M,10,168,71,M,548088,EUR,873590400,M,19,19,False,29.0,21.0,5.0,4.0,10.0,12.0,11.0,17.0,6.0,,,,80.0,47.0,7.5,11.0,0,7.0,9.0,,1.0,1.0,2.0,4.0,1.0,2.0,,,,,,2.0,,,,1.0,,6.0,5.0,2.0,,1.0,,,,
10382059,away,Fortuna Sittard,Paul Gladon,,,paul-gladon,P. Gladon,F,19,188,61,M,148615,EUR,700876800,F,11,11,False,17.0,10.0,1.0,,3.0,4.0,7.0,13.0,4.0,,,,80.0,27.0,6.8,8.0,1,9.0,8.0,,,3.0,2.0,5.0,,5.0,5.0,,1.0,,,,,,,1.0,,1.0,1.0,1.0,,,,,,
10382059,away,Fortuna Sittard,Burak Yılmaz,,,burak-yilmaz,B. Yılmaz,F,,188,1198,,18864,EUR,490233600,F,17,17,False,19.0,16.0,,,7.0,7.0,9.0,14.0,1.0,,,,90.0,36.0,7.1,9.0,2,2.0,5.0,1.0,1.0,3.0,4.0,,1.0,,1.0,,1.0,1.0,,,,2.0,,,,,,2.0,,,,True,1.0,
10382059,away,Fortuna Sittard,Rémy Vita,,,remy-vita,R. Vita,D,21,170,144,M,1035696,EUR,986083200,D,61,61,True,16.0,14.0,2.0,1.0,8.0,9.0,6.0,7.0,3.0,,,,53.0,34.0,6.6,6.0,0,4.0,4.0,3.0,,1.0,1.0,,,1.0,,,,,,,,,,,1.0,3.0,2.0,,,,,,,
10382059,away,Fortuna Sittard,Mats Seuntjens,,,mats-seuntjens,M. Seuntjens,M,20,187,138,M,163541,EUR,703468800,M,10,10,True,10.0,6.0,2.0,1.0,3.0,3.0,4.0,11.0,2.0,,,,45.0,25.0,6.7,10.0,1,5.0,6.0,,1.0,2.0,1.0,2.0,1.0,,1.0,,,,1.0,,,4.0,1.0,3.0,,3.0,2.0,3.0,1.0,1.0,,,,
10382059,away,Fortuna Sittard,Oğuzhan Özyakup,,,oguzhan-ozyakup,O. Özyakup,M,,180,252,M,137642,EUR,717206400,M,15,15,True,3.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,,28.0,9.0,6.9,3.0,1,5.0,2.0,,,,,1.0,,1.0,,,,1.0,,,,,,3.0,,2.0,2.0,1.0,,,,,,1.0
10382059,away,Fortuna Sittard,Roel Janssen,,,roel-janssen,R. Janssen,D,,177,10,M,110360,EUR,645494400,D,4,4,True,4.0,1.0,3.0,1.0,,1.0,1.0,3.0,1.0,,,,10.0,5.0,6.1,3.0,0,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,
10382059,away,Fortuna Sittard,Doğan Erdoğan,,,dogan-erdogan,D. Erdoğan,M,21,182,50,M,257407,EUR,840672000,M,21,21,True,,,,,,,,,,,,,9.0,1.0,5.0,1.0,0,3.0,,,,,,2.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,
10382059,away,Fortuna Sittard,Tom Hendriks,,,tom-hendriks,T. Hendriks,G,22,186,30,M,967463,EUR,1021334400,G,22,22,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382059,away,Fortuna Sittard,Yanick van Osch,,,yanick-van-osch,Y. van Osch,G,1,183,70,M,361764,EUR,859161600,G,1,1,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382059,away,Fortuna Sittard,Bryant Nieling,Bryant,Nieling,bryant-nieling,B. Nieling,D,20,193,105,M,1386776,EUR,1036022400,D,20,20,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382059,away,Fortuna Sittard,Cole Bassett,,,cole-bassett,C. Bassett,M,23,180,214,M,945420,EUR,996278400,M,8,8,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382059,away,Fortuna Sittard,Úmaro Embaló,,,umaro-embalo,Ú. Embaló,M,,170,335,M,901857,EUR,989107200,F,85,85,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382059,away,Fortuna Sittard,Vasilios Sourlis,Vasilios,Sourlis,vasilios-sourlis,V. Sourlis,M,90,182,132,M,983032,EUR,1037232000,F,90,90,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382059,away,Fortuna Sittard,Muhammet Tunahan Taşçı,,,muhammet-tunahan-tasci,M. T. Tasci,F,7,172,136,M,980612,EUR,1020038400,F,34,34,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
