match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_accurateCross,stat_wasFouled,stat_shotOffTarget,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10913529,home,Al Adalah,Milan Mijatović,,,milan-mijatovic,M. Mijatović,G,1,192.0,102,M,55655,EUR,554256000,G,1,1,False,True,24.0,14.0,15.0,5.0,14.0,15.0,9.0,1.0,6.0,1.0,2.0,3.0,1.0,90.0,33.0,6.4,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913529,home,Al Adalah,Abdulaziz Aljamman,Abdulaziz,Aljamman,abdulaziz-aljamman,A. Aljamman,D,29,176.0,2,M,880822,EUR,823132800,D,11,11,False,,22.0,11.0,7.0,1.0,8.0,12.0,11.0,2.0,7.0,,,,,90.0,46.0,6.7,16.0,0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10913529,home,Al Adalah,Boris Godál,,,boris-godal,B. Godál,D,,188.0,10,M,63215,EUR,549072000,D,33,33,False,,23.0,15.0,4.0,1.0,14.0,15.0,8.0,7.0,2.0,,,,,90.0,36.0,6.6,8.0,0,1.0,,5.0,2.0,,,,1.0,2.0,1.0,1.0,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,
10913529,home,Al Adalah,Ali Al-Salem,,,ali-al-salem,A. Al-Salem,D,2,181.0,21,M,990189,EUR,903052800,D,49,49,False,,35.0,29.0,3.0,1.0,22.0,26.0,9.0,4.0,6.0,,,,,90.0,44.0,6.5,6.0,0,7.0,,2.0,1.0,,,,1.0,3.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
10913529,home,Al Adalah,Mohammed Al Oufi,Mohammed Al Oufi,,mohammed-al-oufi,M. A. Oufi,D,23,168.0,14,M,1050350,EUR,1028764800,D,23,23,False,,40.0,33.0,8.0,5.0,14.0,16.0,28.0,3.0,6.0,,,,,90.0,76.0,6.6,15.0,0,20.0,4.0,7.0,6.0,,2.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,,4.0,1.0,1.0,,,,,,,,,,,
10913529,home,Al Adalah,David Tijanič,,,david-tijanic,D. Tijanič,F,43,174.0,389,M,827369,EUR,869011200,M,43,43,False,,44.0,35.0,3.0,,17.0,21.0,24.0,,14.0,,,,,90.0,59.0,6.7,13.0,2,18.0,1.0,4.0,6.0,,4.0,3.0,,1.0,1.0,1.0,2.0,2.0,,,1.0,,2.0,2.0,1.0,,,,,,,,,
10913529,home,Al Adalah,Khaled Al-Hamdhi,Khaled Al-Hamdhi,,khaled-al-hamdhi,K. Al-Hamdhi,M,16,173.0,3,M,1914878,EUR,682387200,M,16,16,False,,24.0,19.0,1.0,,13.0,18.0,6.0,,9.0,,,,,74.0,35.0,6.7,5.0,0,6.0,,4.0,4.0,,,,1.0,1.0,3.0,3.0,,3.0,,1.0,1.0,,,,1.0,,,,,,,,,
10913529,home,Al Adalah,Christofer Gonzáles,,,christofer-gonzales,C. Gonzáles,M,10,176.0,434,M,345779,EUR,718848000,M,17,17,False,,34.0,28.0,3.0,1.0,13.0,16.0,19.0,1.0,9.0,,,,,90.0,59.0,7.2,12.0,2,16.0,1.0,11.0,10.0,4.0,4.0,3.0,,1.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,,1.0,1.0,,,,,,,
10913529,home,Al Adalah,Reinaldo Lenis,,,reinaldo-lenis,R. Lenis,F,,180.0,49,,325679,EUR,711590400,F,10,10,False,,12.0,10.0,,,5.0,5.0,11.0,1.0,3.0,,,,,90.0,35.0,7.1,12.0,1,6.0,4.0,6.0,5.0,1.0,3.0,1.0,,1.0,,,1.0,1.0,2.0,1.0,,1.0,3.0,1.0,1.0,,,1.0,1.0,,,,,
10913529,home,Al Adalah,Marcus Antonsson,,,marcus-antonsson,M. Antonsson,F,14,183.0,206,M,139794,EUR,673660800,F,12,12,False,,13.0,10.0,,,5.0,7.0,6.0,,1.0,,,,,90.0,29.0,7.6,7.0,3,5.0,,9.0,10.0,2.0,2.0,2.0,,,2.0,,1.0,,6.0,2.0,1.0,,4.0,,1.0,2.0,1.0,,,1.0,1.0,,,
