match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,captain,stat_aerialWon,stat_errorLeadToAShot,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_bigChanceMissed,stat_goalAssist
11368767,home,Real Madrid,Andriy Lunin,andriy-lunin,A. Lunin,G,13,191,79229,M,ALunin,857574,EUR,918691200,G,13,13,False,25.0,22.0,6.0,4.0,20.0,22.0,2.0,3.0,1.0,5.0,2.0,3.0,4.0,1.0,90.0,35.0,7.6,3.0,0.00074672,0,0.5571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368767,home,Real Madrid,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,21,173,60349,M,LucasVaz91,255239,EUR,678326400,D,17,17,False,67.0,64.0,2.0,1.0,23.0,24.0,41.0,47.0,4.0,10.0,,,,,90.0,106.0,7.3,13.0,0.0444865,1,,,,4.0,1.0,7.0,7.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0718,1.0,,,,,,,,,,,,
11368767,home,Real Madrid,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,2,173,154229,M,DaniCarvajal,138572,EUR,695088000,D,2,2,False,55.0,53.0,,,33.0,33.0,20.0,22.0,4.0,1.0,,,,,90.0,65.0,6.9,3.0,0.0110169,0,,,,,1.0,2.0,3.0,1.0,,,,,,3.0,2.0,1.0,,1.0,,,,1.0,,,,,,,,,,,
11368767,home,Real Madrid,Nacho Fernández,nacho-fernandez,N. Fernández,D,6,180,15081,M,nachofdez90,69404,EUR,632620800,D,6,6,False,61.0,58.0,4.0,1.0,39.0,39.0,19.0,22.0,8.0,1.0,,,,,90.0,71.0,6.7,3.0,0.0102956,0,,,,,1.0,2.0,2.0,,,,,,,,,,1.0,1.0,,,,,True,1.0,,,,,,,,,
11368767,home,Real Madrid,Ferland Mendy,ferland-mendy,F. Mendy,D,23,178,70735,M,FerMendy,792073,EUR,802569600,D,23,23,False,58.0,54.0,1.0,1.0,30.0,34.0,24.0,24.0,3.0,9.0,,,,,90.0,78.0,7.0,6.0,0.0304126,0,,,,,,1.0,6.0,,1.0,3.0,3.0,,1.0,3.0,1.0,,,,,,,,,,1.0,,,,,,,,
11368767,home,Real Madrid,Federico Valverde,federico-valverde,F. Valverde,M,8,181,375509,M,Fede,831808,EUR,901065600,M,15,15,False,63.0,60.0,2.0,1.0,11.0,12.0,51.0,54.0,,2.0,,,,,90.0,81.0,7.5,9.0,0.199258,1,,,,3.0,,3.0,3.0,,3.0,,,1.0,1.0,2.0,1.0,1.0,1.0,,,0.0684,2.0,,,,,2.0,1.0,,,,,,
11368767,home,Real Madrid,Toni Kroos,toni-kroos,T. Kroos,M,,183,45525,M,Kroos,26502,EUR,631411200,M,8,8,False,103.0,96.0,18.0,16.0,42.0,44.0,56.0,61.0,,5.0,,,,,90.0,117.0,8.6,8.0,0.2496,2,,,,2.0,,2.0,4.0,1.0,1.0,,,,,4.0,4.0,,,,,0.1057,3.0,1.0,,,,2.0,,1.0,1.0,0.0253,,,
11368767,home,Real Madrid,Eduardo Camavinga,camavinga-eduardo,E. Camavinga,M,6,182,191301,M,Tacklevinga,973887,EUR,1036886400,M,12,12,False,70.0,65.0,3.0,2.0,24.0,24.0,41.0,46.0,2.0,5.0,,,,,90.0,92.0,7.0,14.0,0.0716181,1,,,,,,6.0,8.0,,3.0,6.0,3.0,1.0,,,,2.0,4.0,,,0.0447,1.0,,,1.0,,,,,,,,,
11368767,home,Real Madrid,Jude Bellingham,jude-bellingham,J. Bellingham,M,5,188,1013050,M,JudeBell,991011,EUR,1056844800,M,5,5,False,55.0,50.0,3.0,3.0,18.0,18.0,32.0,37.0,,6.0,,,,,88.0,78.0,7.9,13.0,0.10168,3,,,,,1.0,8.0,10.0,1.0,2.0,5.0,3.0,1.0,,2.0,2.0,4.0,2.0,2.0,,0.1408,4.0,,,3.0,,,,,2.0,,,,
11368767,home,Real Madrid,Brahim Díaz,brahim-diaz,B. Díaz,M,21,170,258553,M,Brahim,835485,EUR,933638400,F,21,21,False,37.0,32.0,,,3.0,3.0,30.0,36.0,,2.0,,,,,71.0,59.0,8.4,12.0,0.316604,3,,,,2.0,,4.0,7.0,,1.0,7.0,4.0,1.0,,3.0,2.0,1.0,,,,0.8925,3.0,,,,,1.0,,2.0,,1.1009,1.0,,
11368767,home,Real Madrid,Rodrygo,rodrygo,Rodrygo,F,11,174,699716,M,Rodrygo,910536,EUR,978998400,F,11,11,False,33.0,32.0,,,6.0,6.0,26.0,27.0,2.0,1.0,,,,,76.0,46.0,6.6,6.0,0.131074,4,,,,,1.0,4.0,,1.0,2.0,,,2.0,,,,2.0,,,,0.3429,,,,,,,,1.0,1.0,0.1272,,1.0,
11368767,home,Real Madrid,Joselu,joselu,Joselu,F,9,191,18060,M,joselumato,69418,EUR,638496000,F,14,14,True,9.0,9.0,,,5.0,5.0,4.0,4.0,,2.0,,,,,19.0,20.0,6.8,4.0,0.00386257,2,,,,,,1.0,4.0,,,1.0,1.0,,,,,4.0,2.0,1.0,,0.2055,,,,1.0,,,,,2.0,,,,
11368767,home,Real Madrid,Luka Modrić,luka-modric,L. Modrić,M,14,173,354764,M,LModric10,15466,EUR,495072000,M,10,10,True,19.0,18.0,1.0,1.0,7.0,8.0,11.0,12.0,,1.0,,,,,14.0,22.0,6.6,2.0,0.00487728,0,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
11368767,home,Real Madrid,Dani Ceballos,dani-ceballos,D. Ceballos,M,19,179,67396,M,Danifuli10,547838,EUR,839376000,M,19,19,True,1.0,1.0,,,1.0,1.0,,,,,,,,,8.0,4.0,6.3,1.0,3.6e-06,0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
11368767,home,Real Madrid,Diego Piñeiro,diego-pineiro,D. Piñeiro,G,13,185,950,M,,1143588,EUR,1076630400,G,26,26,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368767,home,Real Madrid,Kepa Arrizabalaga,kepa-arrizabalaga,K. Arrizabalaga,G,13,188,26145,M,KepaA,232422,EUR,781142400,G,25,25,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368767,home,Real Madrid,Fran García,fran-garcia,F. Garcia,D,20,170,66463,M,frangarci11,851271,EUR,934588800,D,20,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368767,home,Real Madrid,Arda Güler,arda-guler,A. Güler,M,15,176,399381,M,AGüler,1091116,EUR,1109289600,M,24,24,True,,,,,,,,,,,,,,,,,,,,0,,Arda Guler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
