match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_wonContest,stat_accurateCross,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_punches,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_bigChanceMissed
13473437,home,Fortaleza,João Ricardo,joao-ricardo,J. Ricardo,G,1,188,675,M,839761,EUR,589507200,G,100,100,False,28.0,24.0,7.0,3.0,0.0,23.0,23.0,1.0,5.0,1.0,7.0,3.0,6.0,1.0,1.0,90.0,41.0,7.5,4.0,0.0002711,0,0.3163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473437,home,Fortaleza,Tinga,tinga,Tinga,D,2,179,424,M,330057,EUR,746841600,D,2,2,False,45.0,36.0,5.0,3.0,0.0,17.0,22.0,19.0,23.0,5.0,1.0,,,,,90.0,80.0,7.2,19.0,0.056316,2,,True,5.0,1.0,3.0,3.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0834,1.0,,,,,,,,,,,,,,,,
13473437,home,Fortaleza,Benjamin Kuscevic,benjamin-kuscevic,B. Kuscevic,D,13,185,1470,M,590324,EUR,830995200,D,13,13,False,58.0,53.0,4.0,2.0,0.0,38.0,38.0,15.0,20.0,5.0,2.0,,,,,90.0,67.0,6.7,6.0,0.00714443,0,,,1.0,1.0,1.0,3.0,2.0,,,1.0,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
13473437,home,Fortaleza,Gustavo Mancha,gustavo-mancha,G. Mancha,D,39,190,583,M,2034540,EUR,1089849600,D,39,39,False,51.0,44.0,11.0,4.0,0.0,30.0,30.0,14.0,21.0,8.0,3.0,,,,,90.0,70.0,6.6,8.0,0.00833822,0,,,,,,5.0,4.0,2.0,,,3.0,2.0,1.0,,,2.0,,,2.0,1.0,2.0,,,,,,,,,,,,,
13473437,home,Fortaleza,Diogo Barbosa,diogo-barbosa,D. Barbosa,D,16,180,555,M,243107,EUR,714009600,D,16,16,False,11.0,6.0,2.0,,0.0,3.0,6.0,3.0,5.0,4.0,6.0,,,,,45.0,27.0,6.4,9.0,0.108583,0,,,1.0,,2.0,2.0,4.0,3.0,,,2.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,
13473437,home,Fortaleza,Zé Welison,ze-welison,Zé Welison,M,28,177,354,M,551422,EUR,794880000,M,17,17,False,32.0,29.0,2.0,1.0,0.0,17.0,18.0,12.0,14.0,1.0,3.0,,,,,71.0,42.0,6.6,5.0,0.00783084,1,,,1.0,,,2.0,3.0,,,1.0,1.0,2.0,,,1.0,1.0,0.0676,,,1.0,,,,,1.0,1.0,,,,,,,,
13473437,home,Fortaleza,Pol Fernández,pol-fernandez,G. Fernández,M,28,178,378,M,250231,EUR,689731200,M,5,5,False,25.0,20.0,2.0,1.0,0.0,12.0,13.0,8.0,12.0,1.0,,,,,,45.0,31.0,6.4,6.0,0.00220078,1,,,1.0,,,,1.0,,,1.0,,,,,1.0,,0.0162,,,,,,,,1.0,,,,,,,,,
13473437,home,Fortaleza,Emmanuel Martínez,emmanuel-martinez,E. Martinez,M,6,177,616,M,794312,EUR,770688000,M,8,8,False,9.0,9.0,1.0,1.0,0.0,5.0,5.0,4.0,4.0,1.0,3.0,,,,,45.0,19.0,6.0,5.0,0.00226429,0,,,1.0,,,6.0,2.0,2.0,,,,,,,2.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,
13473437,home,Fortaleza,Yago Pikachu,yago-pikachu,Y. Pikachu,M,22,170,1544,M,363688,EUR,707702400,F,22,22,False,34.0,32.0,3.0,2.0,0.0,16.0,17.0,16.0,17.0,2.0,7.0,,,,,90.0,49.0,6.9,9.0,0.030198,2,,,3.0,1.0,,1.0,3.0,1.0,,,,,,4.0,2.0,1.0,0.3306,,,,1.0,,,,2.0,,,,,,,,,
13473437,home,Fortaleza,Juan Martín Lucero,juan-martin-lucero,J. M. Lucero,F,9,179,1899,M,359024,EUR,691459200,F,9,9,False,14.0,12.0,1.0,1.0,0.0,4.0,5.0,8.0,9.0,,3.0,,,,,90.0,22.0,6.9,4.0,0.0175396,2,,,,3.0,1.0,6.0,1.0,,1.0,,,,,2.0,,2.0,0.2311,1.0,1.0,,,,,,,,1.0,0.0817,,,,,,
