match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_goalAssist,stat_bigChanceCreated,stat_wasFouled,player_sofascoreId,stat_bigChanceMissed,stat_shotOffTarget,stat_goals,stat_totalTackle,stat_wonTackle,stat_dispossessed,stat_accurateCross,stat_blockedScoringAttempt,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
11369454,home,Granada,Augusto Batalla,augusto-batalla,A. Batalla,G,13,186,1488,M,358910,EUR,830822400,G,25,25,False,19.0,13.0,11.0,5.0,11.0,13.0,2.0,6.0,10.0,2.0,1.0,2.0,90.0,29.0,7.2,6.0,0.00039533,0,0.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369454,home,Granada,Ricard Sánchez,ricard-sanchez,R. Sánchez,D,2,175,157,M,986726,EUR,951177600,D,12,12,False,24.0,18.0,3.0,2.0,8.0,9.0,10.0,16.0,5.0,,,,80.0,46.0,6.9,12.0,0.0189041,0,,,,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
11369454,home,Granada,Bruno Méndez,bruno-mendez,Bruno Méndez,D,4,184,752,M,923000,EUR,936921600,D,2,2,False,25.0,16.0,6.0,3.0,12.0,17.0,4.0,8.0,3.0,,,,79.0,29.0,6.9,9.0,0.00107297,0,,,,,3.0,2.0,,,,1.0,,1.0,,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11369454,home,Granada,Ignasi Miquel,ignasi-miquel,I. Miquel,D,5,189,102,M,144606,EUR,717638400,D,14,14,False,31.0,26.0,6.0,2.0,21.0,23.0,5.0,8.0,3.0,,,,90.0,38.0,7.1,6.0,0.00505095,1,,,,,1.0,2.0,,,,4.0,1.0,1.0,,,2.0,,1.0,1.0,0.0702,0.024,,,,,,,,,,,,,,,,,
11369454,home,Granada,Carlos Neva,neva-carlos,C. Neva,D,21,174,128,M,914178,EUR,834537600,D,15,15,False,50.0,36.0,8.0,2.0,24.0,32.0,12.0,18.0,3.0,,,,90.0,77.0,7.8,17.0,0.140573,0,,,,,1.0,2.0,,1.0,,3.0,1.0,,2.0,,1.0,1.0,1.0,,,,True,1.0,2.0,1.0,,,,,,,,,,,,,
11369454,home,Granada,Bryan Zaragoza,bryan-zaragoza,B. Zaragoza,F,97,165,5285,M,1084730,EUR,999993600,M,26,26,False,23.0,17.0,4.0,2.0,6.0,7.0,11.0,23.0,1.0,,,,90.0,46.0,9.1,18.0,0.900053,3,,,,7.0,4.0,7.0,,5.0,4.0,,4.0,3.0,5.0,,,,,2.0,0.694,1.1579,,,3.0,1.0,bryanzaragoza,1.0,1.0,1.0,2.0,1.0,,,,,,,
11369454,home,Granada,Sergio Ruiz Alonso,sergio-ruiz-alonso,S. R. Alonso,M,20,171,83,M,857227,EUR,787536000,M,20,20,False,55.0,47.0,5.0,4.0,34.0,36.0,13.0,19.0,4.0,,,,90.0,73.0,7.7,8.0,0.214742,0,,,,,6.0,13.0,4.0,,,6.0,,2.0,1.0,,7.0,1.0,2.0,,,,,,1.0,3.0,,,,,3.0,2.0,,,,,,,
11369454,home,Granada,Gonzalo Villar,gonzalo-villar,G. Villar,M,12,181,1019,M,914765,EUR,890611200,M,24,24,False,54.0,49.0,3.0,2.0,32.0,35.0,17.0,19.0,3.0,,,,90.0,81.0,7.5,10.0,0.0182071,1,,,,,6.0,16.0,,3.0,2.0,3.0,1.0,1.0,,1.0,3.0,,1.0,,0.0218,,,,,7.0,,,1.0,,4.0,2.0,3.0,,,,,,
11369454,home,Granada,Álvaro Carreras,alvaro-carreras,Á. Carreras,D,18,186,79899,M,1085081,EUR,1048377600,M,33,33,False,38.0,26.0,2.0,1.0,10.0,16.0,17.0,24.0,4.0,,,,88.0,52.0,6.7,19.0,0.0421538,0,,,,2.0,8.0,5.0,2.0,,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,2.0,,,,,2.0,2.0,4.0,1.0,,,,,
11369454,home,Granada,Myrto Uzuni,myrto-uzuni,M. Uzuni,F,10,178,1807,M,895533,EUR,801878400,F,11,11,False,9.0,8.0,,,5.0,5.0,3.0,4.0,,,,,80.0,17.0,6.6,3.0,0.0010737,5,,,,,5.0,,,,,,,,,3.0,,,,2.0,1.5646,1.0817,,,,,,2.0,2.0,1.0,,,2.0,,1.0,,,,
11369454,home,Granada,Lucas Boyé,lucas-boye,L. Boyé,F,15,183,1345,M,814385,EUR,825465600,F,7,7,False,22.0,20.0,1.0,1.0,5.0,6.0,15.0,16.0,1.0,,,,72.0,39.0,6.9,10.0,0.416264,2,,,,,11.0,6.0,1.0,4.0,1.0,2.0,5.0,4.0,1.0,4.0,1.0,,,1.0,0.3505,0.0707,,1.0,1.0,2.0,,1.0,1.0,,2.0,1.0,,,,,,,
