match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,stat_interceptionWon,stat_lastManTackle,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_wasFouled,stat_dispossessed,stat_wonContest,captain,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_punches,stat_errorLeadToAShot
14032388,home,KV Mechelen,Nacho Miras,nacho-miras,N. Miras,G,13,187.0,111,M,1010556,EUR,869270400,G,13,13,False,17.0,16.0,3.0,2.0,0.0,15.0,15.0,1.0,2.0,5.0,1.0,1.0,3.0,90.0,27.0,6.6,2.0,0.00023336,31.957130183979,5.0,24.36,10.185,0.0953,0,0.0348,0.01,0.01,-0.04,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14032388,home,KV Mechelen,Tommy St. Jago,tommy-st-jago,T. S. Jago,D,33,186.0,182,M,876232,EUR,946857600,D,33,33,False,68.0,66.0,1.0,1.0,0.0,30.0,32.0,36.0,36.0,3.0,,,,90.0,92.0,7.0,6.0,0.0300253,168.10080013166,23.0,97.755,24.57,,1,,0.25,0.07,-0.1,,,,1.0,2.0,4.0,6.0,9.0,3.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,0.0267,47.359134300672,2.0,2.0,-0.25,,,,,,,,,,,,,,,,,
14032388,home,KV Mechelen,Redouane Halhal,redouane-halhal,R. Halhal,D,2,187.0,649,M,1143667,EUR,1046822400,D,2,2,False,78.0,70.0,8.0,2.0,0.0,47.0,50.0,23.0,28.0,10.0,,,,90.0,93.0,7.9,9.0,0.0120156,287.36179877289,32.0,138.18,29.19,,0,,0.2,0.19,0.91,,Redouane Halal,,,3.0,2.0,5.0,4.0,1.0,,,5.0,3.0,2.0,1.0,,1.0,,29.881662671277,1.0,,,2.0,1.0,,,,,,,,,,,,,,,
14032388,home,KV Mechelen,José Marsà,jose-marsa,J. Martinez,D,3,181.0,217,M,962625,EUR,1015200000,D,3,3,False,56.0,49.0,5.0,1.0,0.0,29.0,31.0,20.0,25.0,3.0,,,,87.0,79.0,7.1,12.0,0.0240522,182.47778703474,19.0,148.68,29.19,,2,,0.18,0.16,0.27,,,,4.0,4.0,2.0,4.0,6.0,,,1.0,5.0,1.0,3.0,3.0,,,0.7353,92.390161255654,5.0,,-0.66,,,1.0,1.0,1.0,1.0,,,,,,,,,,,
14032388,home,KV Mechelen,Thérence Koudou,koudou-therence,T. Koudou,D,7,178.0,221,M,1392080,EUR,1102896000,M,7,7,False,22.0,17.0,3.0,2.0,0.0,3.0,5.0,14.0,17.0,3.0,,,,45.0,42.0,6.7,13.0,0.0176406,92.410687490112,10.0,15.645,12.075,,1,,0.13,0.17,-0.02,,,,2.0,,,2.0,1.0,,1.0,1.0,,,,,3.0,1.0,0.0142,30.569865570525,1.0,,-0.1,,,,,,,1.0,1.0,,,,,,,,,
14032388,home,KV Mechelen,Mory Konate,mory-konate,M. Konate,M,8,191.0,1273,M,889927,EUR,753321600,M,8,8,False,19.0,15.0,1.0,1.0,0.0,6.0,6.0,9.0,13.0,1.0,,,,45.0,28.0,6.7,6.0,0.00628912,9.9167448643264,2.0,2.625,2.31,,1,,0.01,0.01,0.18,,,,,1.0,,3.0,3.0,,,1.0,1.0,,1.0,,1.0,1.0,0.0277,,,,-0.11,,,,,,2.0,1.0,,,,,,,,,,
14032388,home,KV Mechelen,Fredrik Hammar,fredrik-hammar,F. Hammar,M,6,181.0,204,M,946959,EUR,983145600,M,6,6,False,46.0,40.0,3.0,2.0,0.0,17.0,18.0,23.0,28.0,10.0,,,,90.0,62.0,7.1,9.0,0.0770041,99.670974300657,10.0,41.475,17.22,,0,,0.14,0.22,0.13,,,,,1.0,2.0,6.0,8.0,1.0,,,3.0,,5.0,3.0,2.0,4.0,,23.492313636592,1.0,1.0,,2.0,,,,,1.0,,,True,,,,,,,,
14032388,home,KV Mechelen,Mathis Servais,mathis-servais,M. Servais,M,17,182.0,258,M,1093876,EUR,1101168000,M,17,17,False,55.0,48.0,5.0,3.0,1.0,14.0,16.0,34.0,39.0,7.0,,,,90.0,76.0,7.1,17.0,0.662434,224.19623635664,27.0,98.07,26.46,,1,,0.44,0.18,-0.1,,Mathis,Servais,11.0,1.0,,3.0,,1.0,1.0,,1.0,,,,2.0,1.0,0.0558,40.565247378283,2.0,1.0,-0.09,1.0,,,1.0,,,,,,4.0,1.0,,,,,,
14032388,home,KV Mechelen,Myron Van Brederode,myron-van-brederode,M. V. Brederode,M,9,172.0,395,M,1012925,EUR,1057449600,F,9,9,False,21.0,18.0,2.0,2.0,0.0,6.0,6.0,12.0,15.0,4.0,,,,90.0,40.0,6.9,14.0,0.35287,68.472273913581,11.0,43.26,8.61,,2,,0.6,0.32,-0.04,,,,9.0,1.0,,4.0,2.0,1.0,2.0,2.0,,,,,3.0,1.0,0.9125,9.11210733036,1.0,4.0,-0.74,,,2.0,,,,1.0,2.0,,2.0,1.0,,,,,,
14032388,home,KV Mechelen,Maxim Kireev,kireev-maxim,M. Kireev,F,10,182.0,171,M,1409866,EUR,1089331200,F,10,10,False,30.0,24.0,1.0,1.0,0.0,8.0,10.0,16.0,20.0,4.0,,,,65.0,51.0,7.2,16.0,0.408376,202.64627655091,21.0,85.785,15.015,,2,,0.37,0.31,0.0,,,,1.0,,1.0,4.0,6.0,,5.0,1.0,,,1.0,1.0,3.0,,0.1793,52.154104197416,3.0,1.0,-0.52,2.0,,,1.0,,2.0,1.0,2.0,,,1.0,,,,,,
