match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_totalContest,stat_outfielderBlock,player_sofascoreId,stat_accurateCross,stat_wonContest,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_goalAssist,stat_goals,stat_shotOffTarget,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves
10835918,home,RB Leipzig,Ørjan Nyland,,,orjan-nyland,Ø. Nyland,G,13,192,1026,M,22209,EUR,652924800,G,13,13,False,30.0,20.0,8.0,20.0,25.0,5.0,2.0,8.0,1.0,2.0,2.0,90.0,38.0,6.4,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835918,home,RB Leipzig,Mohamed Simakan,,,mohamed-simakan,M. Simakan,D,3,187,5883,M,945063,EUR,957312000,D,2,2,False,63.0,53.0,4.0,31.0,34.0,30.0,2.0,4.0,,,,90.0,85.0,6.9,13.0,0,1.0,22.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10835918,home,RB Leipzig,Willi Orbán,,,willi-orban,W. Orbán,D,4,186,3118,M,136924,EUR,720748800,D,4,4,False,95.0,86.0,8.0,60.0,66.0,29.0,9.0,12.0,,,,90.0,114.0,7.1,10.0,0,6.0,26.0,,4.0,6.0,1.0,,,,,,True,2.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10835918,home,RB Leipzig,Joško Gvardiol,,,josko-gvardiol,J. Gvardiol,D,24,186,50024,M,964994,EUR,1011744000,D,32,32,False,71.0,65.0,8.0,40.0,40.0,32.0,1.0,4.0,,,,45.0,77.0,6.9,7.0,0,4.0,26.0,1.0,3.0,2.0,1.0,,,,,,,2.0,1.0,,2.0,,JGvardiol,1.0,1.0,,,,,,,,,,,,,
10835918,home,RB Leipzig,Marcel Halstenberg,,,marcel-halstenberg,M. Halstenberg,D,,187,311,M,103364,EUR,685929600,D,23,23,False,63.0,58.0,3.0,21.0,24.0,42.0,1.0,4.0,,,,90.0,96.0,7.6,12.0,2,3.0,37.0,3.0,2.0,9.0,1.0,6.0,4.0,1.0,,1.0,,1.0,2.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,
10835918,home,RB Leipzig,Konrad Laimer,,,konrad-laimer,K. Laimer,D,27,180,7458,M,355492,EUR,864691200,M,27,27,False,69.0,61.0,4.0,29.0,30.0,39.0,,9.0,,,,90.0,102.0,8.1,19.0,1,3.0,32.0,,10.0,11.0,,7.0,3.0,3.0,2.0,3.0,,,,,4.0,,KonradLaimer,,1.0,5.0,1.0,,3.0,1.0,1.0,,,,,,,
10835918,home,RB Leipzig,Xaver Schlager,,,xaver-schlager,X. Schlager,M,24,174,1068,M,791079,EUR,875404800,M,24,24,False,75.0,64.0,6.0,35.0,40.0,36.0,1.0,10.0,,,,79.0,89.0,7.1,14.0,1,4.0,30.0,1.0,3.0,4.0,1.0,3.0,3.0,1.0,3.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,
10835918,home,RB Leipzig,Dominik Szoboszlai,,,dominik-szoboszlai,D. Szoboszlai,M,8,187,77108,M,869856,EUR,972432000,M,17,17,False,51.0,44.0,4.0,23.0,26.0,31.0,,6.0,,,,90.0,77.0,7.0,18.0,1,2.0,24.0,6.0,6.0,4.0,,1.0,1.0,,2.0,2.0,,,,1.0,4.0,,DomSzobo,3.0,3.0,2.0,,,4.0,,,1.0,,,,,,
10835918,home,RB Leipzig,Emil Forsberg,,,emil-forsberg,E. Forsberg,M,10,179,2254,M,51785,EUR,688176000,M,10,10,False,22.0,16.0,,5.0,6.0,17.0,1.0,2.0,,,,73.0,36.0,7.3,11.0,2,,12.0,1.0,4.0,1.0,,1.0,,,1.0,1.0,,1.0,,,,,,1.0,,2.0,1.0,1.0,2.0,,1.0,,1.0,1.0,,,,
10835918,home,RB Leipzig,André Silva,,,andre-silva,A. Silva,F,9,185,5806,M,190159,EUR,815616000,F,19,19,False,25.0,22.0,,10.0,10.0,17.0,1.0,4.0,,,,79.0,38.0,6.2,10.0,2,,12.0,2.0,5.0,2.0,,1.0,1.0,1.0,2.0,,,1.0,,,,,andresilva9,,,2.0,1.0,1.0,3.0,,,,,,1.0,,,
10835918,home,RB Leipzig,Timo Werner,,,timo-werner,T. Werner,F,36,180,18927,M,232306,EUR,826070400,F,11,11,False,25.0,20.0,,5.0,7.0,21.0,,3.0,,,,89.0,40.0,7.4,12.0,2,,16.0,3.0,2.0,2.0,,,,1.0,,1.0,,,,,2.0,,timowerner,1.0,1.0,1.0,2.0,,3.0,,1.0,,,4.0,,,,
10835918,home,RB Leipzig,Benjamin Henrichs,,,benjamin-henrichs,B. Henrichs,D,39,182,1141,M,319857,EUR,856656000,D,39,39,True,33.0,24.0,1.0,15.0,18.0,18.0,,6.0,,,,45.0,46.0,6.8,11.0,0,,10.0,3.0,,3.0,1.0,3.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,
10835918,home,RB Leipzig,Amadou Haidara,,,amadou-haidara,A. Haidara,M,21,174,6611,M,822708,EUR,886204800,M,8,8,True,12.0,10.0,1.0,8.0,9.0,3.0,,,,,,17.0,14.0,6.4,2.0,0,,2.0,,,,1.0,,,,,,,,,,,,amadou_haidara04,,,,,,,,,,,,,,,
10835918,home,RB Leipzig,Kevin Kampl,,,kevin-kampl,K. Kampl,M,,178,749,M,84251,EUR,655430400,M,44,44,True,8.0,4.0,,2.0,4.0,4.0,,2.0,,,,11.0,11.0,6.3,5.0,0,,2.0,,1.0,2.0,,2.0,2.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,
10835918,home,RB Leipzig,Yussuf Poulsen,,,yussuf-poulsen,Y. Poulsen,F,15,193,1792,M,135264,EUR,771638400,F,9,9,True,8.0,7.0,,3.0,3.0,5.0,,1.0,,,,11.0,11.0,7.1,4.0,0,,4.0,,3.0,,,,,,1.0,1.0,,,,,1.0,,,,,1.0,,,,1.0,,,1.0,,,,,
10835918,home,RB Leipzig,Lukas Klostermann,,,lukas-klostermann,L. Klostermann,D,16,188,716,M,319853,EUR,833760000,D,16,16,True,1.0,1.0,,1.0,1.0,,,,,,,1.0,2.0,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
10835918,home,RB Leipzig,Janis Blaswich,,,janis-blaswich,J. Blaswich,G,28,193,639,M,96832,EUR,673142400,G,21,21,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835918,home,RB Leipzig,David Raum,,,david-raum,D. Raum,D,22,180,2194,M,856076,EUR,893203200,D,22,22,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835918,home,RB Leipzig,Sanoussy Ba,Sanoussy,Ba,sanoussy-ba,S. Ba,D,25,178,145,M,1142701,EUR,1073260800,D,25,25,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835918,away,TSG Hoffenheim,Oliver Baumann,,,oliver-baumann,O. Baumann,G,1,185,1388,M,40244,EUR,644284800,G,1,1,False,24.0,15.0,16.0,12.0,13.0,11.0,,7.0,,,,90.0,30.0,6.4,9.0,0,7.0,3.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,3.0,3.0
10835918,away,TSG Hoffenheim,Kevin Akpoguma,,,kevin-akpoguma,K. Akpoguma,D,25,192,334,M,187423,EUR,798249600,D,25,25,False,11.0,6.0,3.0,2.0,4.0,7.0,,4.0,,,,45.0,19.0,5.9,10.0,0,2.0,4.0,,4.0,,,,,,1.0,,,,,,1.0,,,,,2.0,,,1.0,,,,,,,,,
10835918,away,TSG Hoffenheim,Ozan Kabak,,,ozan-kabak,O. Kabak,D,5,185,2404,M,857740,EUR,953942400,D,5,5,False,34.0,25.0,5.0,19.0,24.0,10.0,2.0,5.0,,,,90.0,53.0,6.5,10.0,0,,6.0,,5.0,7.0,4.0,5.0,4.0,,1.0,,,,1.0,3.0,2.0,1.0,,,1.0,,,,,,,,,,,,,
10835918,away,TSG Hoffenheim,John Brooks,,,john-brooks,J. Brooks,D,25,193,355,M,132149,EUR,728179200,D,23,23,False,41.0,37.0,5.0,30.0,31.0,10.0,7.0,7.0,,,,90.0,58.0,6.7,5.0,1,3.0,7.0,,1.0,2.0,1.0,,,2.0,1.0,,,,,,,2.0,,,,,,1.0,,,,,,,,,,
10835918,away,TSG Hoffenheim,Stanley N'Soki,,,stanley-nsoki,S. N'Soki,D,34,184,416,M,904991,EUR,923616000,D,34,34,False,40.0,35.0,4.0,25.0,26.0,14.0,1.0,6.0,,,,86.0,54.0,6.4,7.0,0,2.0,10.0,,3.0,5.0,,4.0,4.0,1.0,1.0,,,,,,,1.0,,,,2.0,,,,,,,,,,,,
10835918,away,TSG Hoffenheim,Angeliño,,,angelino,Angeliño,M,3,171,3334,M,848355,EUR,852336000,D,11,11,False,39.0,31.0,4.0,12.0,14.0,30.0,3.0,7.0,,,,90.0,72.0,6.3,21.0,0,,20.0,5.0,5.0,3.0,1.0,2.0,,1.0,1.0,1.0,,,,,3.0,,,1.0,,1.0,,,5.0,1.0,,,1.0,,,,,
10835918,away,TSG Hoffenheim,Ihlas Bebou,,,ihlas-bebou,I. Bebou,F,9,183,465,M,254297,EUR,767059200,M,9,9,False,21.0,10.0,5.0,,2.0,21.0,1.0,6.0,,,,79.0,43.0,6.1,17.0,0,2.0,11.0,2.0,8.0,3.0,,2.0,,,,,,4.0,1.0,1.0,1.0,,,1.0,,2.0,,,,,,,,1.0,,,,
10835918,away,TSG Hoffenheim,Christoph Baumgartner,,,christoph-baumgartner,C. Baumgartner,M,14,180,2741,M,825956,EUR,933465600,M,14,14,False,21.0,11.0,7.0,5.0,7.0,14.0,1.0,4.0,,,,57.0,34.0,7.1,11.0,0,2.0,6.0,,3.0,10.0,1.0,5.0,4.0,1.0,2.0,,,1.0,3.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,
10835918,away,TSG Hoffenheim,Umut Tohumcu,Umut Tohumcu,,umut-tohumcu,U. Tohumcu,M,8,176,431,M,1083410,EUR,1092182400,M,40,40,False,17.0,12.0,3.0,7.0,8.0,9.0,,6.0,,,,68.0,22.0,6.1,8.0,0,1.0,5.0,,3.0,2.0,,,,1.0,1.0,,,,1.0,1.0,,,,,,1.0,,,2.0,,,,,,,,,
10835918,away,TSG Hoffenheim,Andrej Kramarić,,,andrej-kramaric,A. Kramarić,F,27,177,7585,M,67647,EUR,677289600,M,27,27,False,31.0,24.0,1.0,8.0,11.0,21.0,,3.0,,,,79.0,39.0,6.1,12.0,0,1.0,16.0,1.0,4.0,,,,,,,,,2.0,,,,,andrejkramaric,,,2.0,,,2.0,,,,,,,,,
