match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_ballRecovery,stat_totalTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_totalClearance,stat_unsuccessfulTouch,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_outfielderBlock,stat_wonTackle,stat_wasFouled,stat_interceptionWon,stat_fouls,stat_totalContest,stat_wonContest,stat_totalOffside,stat_onTargetScoringAttempt,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_bigChanceCreated,stat_hitWoodwork,stat_goals,stat_errorLeadToAGoal,stat_goodHighClaim,stat_goalAssist,stat_blockedScoringAttempt
11449412,home,Pendikspor,Burak Öğür,burak-ogur,B. Öğür,G,35,189,7,M,847060,EUR,622080000,G,35,35,False,True,39.0,37.0,3.0,1.0,37.0,37.0,2.0,1.0,1.0,1.0,6.0,1.0,3.0,4.0,90.0,49.0,5.9,3.0,0.0,0.0,0.00013685,0,-1.8754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11449412,home,Pendikspor,Joher Khadim Rassoul,joher-khadim-rassoul,J. K. Rassoul,D,89,187,111,M,800344,EUR,820368000,D,14,14,False,,20.0,16.0,2.0,1.0,11.0,13.0,9.0,1.0,1.0,1.0,2.0,1.0,,,45.0,30.0,6.2,7.0,0.0,0.0,0.0194127,0,,Joher,Khadim Rassoul,6.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11449412,home,Pendikspor,Welinton,welinton,Welinton,D,,181,86,M,76529,EUR,608169600,D,23,23,False,,99.0,85.0,9.0,3.0,61.0,67.0,32.0,6.0,4.0,2.0,10.0,2.0,,,90.0,111.0,6.3,15.0,0.0,0.0,0.0109972,0,,,,24.0,,,1.0,,3.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,
11449412,home,Pendikspor,Georgios Tzavellas,georgios-tzavellas,G. Tzavellas,D,,183,121,M,33000,EUR,564883200,D,31,31,False,,39.0,34.0,5.0,1.0,19.0,19.0,20.0,4.0,5.0,1.0,2.0,,,,45.0,44.0,6.5,5.0,0.0,0.0,0.00588297,0,,,,15.0,,,1.0,,2.0,4.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
11449412,home,Pendikspor,Nuno Sequeira,nuno-sequeira,N. Sequeira,D,6,184,52,M,170117,EUR,651024000,D,6,6,False,,60.0,50.0,7.0,3.0,32.0,33.0,32.0,1.0,5.0,,7.0,3.0,,,90.0,77.0,6.2,17.0,0.0,0.0,0.00657897,0,,,,18.0,5.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,
11449412,home,Pendikspor,Josip Vuković,josip-vukovic,J. Vuković,M,44,186,113,M,137635,EUR,704764800,M,4,4,False,,56.0,47.0,,,29.0,31.0,26.0,3.0,3.0,,10.0,,,,90.0,65.0,6.2,13.0,0.0,0.0,0.00691982,0,,,,18.0,1.0,,,1.0,1.0,1.0,,,,2.0,,1.0,1.0,,,,,,,,,,,,,
11449412,home,Pendikspor,Gökcan Kaya,gokcan-kaya,G. Kaya,M,58,180,19,M,342437,EUR,807753600,M,58,58,False,,47.0,34.0,3.0,,19.0,22.0,26.0,5.0,3.0,2.0,6.0,1.0,,,90.0,67.0,6.3,18.0,0.0,0.0,0.00753314,0,,,,15.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,,,1.0,,,,,,,,,,,
11449412,home,Pendikspor,Aias Aosman,aias-aosman,A. Aosman,M,,175,184,M,157871,EUR,782697600,M,15,15,False,,27.0,23.0,2.0,2.0,9.0,10.0,18.0,4.0,4.0,2.0,4.0,3.0,,,72.0,36.0,6.4,8.0,0.0,0.0,0.0172013,0,,Aias,Aosman,14.0,1.0,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,
11449412,home,Pendikspor,Halil Akbunar,halil-akbunar,H. Akbunar,M,77,170,140,M,217782,EUR,752803200,M,11,11,False,,14.0,12.0,,,5.0,6.0,13.0,2.0,,,,,,,45.0,25.0,6.6,9.0,0.0093,0.2068,0.175721,1,,,,8.0,5.0,1.0,,3.0,,,,,,,,2.0,,,1.0,1.0,1.0,,,,,,,,,
11449412,home,Pendikspor,Görkem Bitin,gorkem-bitin,G. Bitin,F,12,190,9,M,952897,EUR,898473600,F,9,9,False,,10.0,10.0,,,8.0,8.0,2.0,5.0,3.0,2.0,,,,,63.0,21.0,6.2,5.0,0.3611,0.8893,0.00056311,2,,,,2.0,,,,4.0,1.0,1.0,1.0,,,2.0,,1.0,,,,1.0,,1.0,1.0,,,,,,,
11449412,home,Pendikspor,Thuram,thuram,Thuram,F,34,183,66,M,329255,EUR,665366400,F,34,34,False,,24.0,20.0,2.0,2.0,9.0,9.0,16.0,5.0,10.0,,5.0,3.0,,,90.0,46.0,8.3,11.0,0.2984,0.0312,0.327329,3,,,,11.0,1.0,,,4.0,1.0,1.0,1.0,,1.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,,,,
11449412,home,Pendikspor,Emre Taşdemir,emre-tasdemir,E. Taşdemir,D,33,176,74,M,190191,EUR,807840000,D,3,3,True,,18.0,15.0,5.0,4.0,9.0,9.0,10.0,5.0,4.0,,1.0,1.0,,,45.0,27.0,6.2,6.0,0.0,0.0,0.00643371,0,,,,6.0,1.0,,,,2.0,,2.0,,1.0,3.0,,1.0,,,,,,,,,,,,,,
11449412,home,Pendikspor,Óscar Romero,oscar-romero,Ó. Romero,M,11,176,1672,M,146416,EUR,710208000,M,10,10,True,,32.0,26.0,8.0,5.0,10.0,10.0,22.0,1.0,4.0,,3.0,2.0,,,45.0,41.0,6.9,8.0,0.1143,0.0715,0.0570354,1,,,,16.0,,,,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,
11449412,home,Pendikspor,Abdoulay Diaby,abdoulay-diaby,A. Diaby,F,23,173,494,M,115718,EUR,674784000,F,21,21,True,,15.0,12.0,,,5.0,5.0,10.0,1.0,3.0,1.0,2.0,2.0,,,45.0,23.0,6.9,5.0,0.0,0.0,0.0167379,0,,,,7.0,,,,2.0,,1.0,,,2.0,,1.0,,,,1.0,,2.0,,,,,,,,,
11449412,home,Pendikspor,Emeka Eze,emeka-eze,E. Eze,F,90,185,146,M,877235,EUR,843696000,F,90,90,True,,7.0,7.0,,,1.0,1.0,7.0,,,,,,,,27.0,12.0,6.5,4.0,0.0,0.0,0.0150179,0,,,,6.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11449412,home,Pendikspor,Erencan Yardımcı,erencan-yardimci,E. Yardımcı,F,9,186,693,M,989168,EUR,1012780800,F,99,99,True,,8.0,7.0,,,4.0,4.0,4.0,2.0,,,1.0,,,,18.0,10.0,6.4,2.0,0.0,0.0,0.00163403,0,,,,3.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,
11449412,home,Pendikspor,Erdem Canpolat,erdem-canpolat,E. Canpolat,G,1,194,88,M,1066726,EUR,987120000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,Erdem Canpolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11449412,home,Pendikspor,Murat Akşit,murat-aksit,M. Akşit,G,,186,11,M,957248,EUR,1009929600,G,76,76,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
