match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalOffside,stat_interceptionWon,stat_aerialLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalCross,stat_bigChanceCreated,stat_keyPass,stat_shotOffTarget,stat_accurateCross,stat_bigChanceMissed,captain,stat_savedShotsFromInsideTheBox,stat_hitWoodwork,stat_clearanceOffLine,stat_lastManTackle,player_sofascoreId
12421146,home,Cercle Brugge,Thibo Somers,somers-thibo,T. Somers,F,24,183.0,225,M,1002804,EUR,921542400,F,34,34,False,27.0,17.0,4.0,1.0,0.0,2.0,2.0,15.0,26.0,2.0,7.0,,90.0,48.0,6.5,16.0,0.0292561,1,,,,4.0,13.0,7.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,,3.0,6.0,2.0,1.0,,,2.0,0.7563,,1.0,,,,,1.0,True,,,,,
12421146,home,Cercle Brugge,Paris Brunner,paris-brunner,P. Brunner,F,29,185.0,2041,M,1403216,EUR,1139961600,F,13,13,True,6.0,2.0,1.0,,0.0,,,2.0,6.0,1.0,4.0,,27.0,18.0,6.5,9.0,0.00448467,0,,,,2.0,6.0,6.0,2.0,4.0,2.0,1.0,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,
12421146,home,Cercle Brugge,Senna Miangue,senna-miangue,S. Miangue,D,18,195.0,115,M,827573,EUR,855100800,D,18,18,True,1.0,,1.0,,0.0,,,,1.0,3.0,,,15.0,6.0,6.5,3.0,,0,,Senna,Miangue,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421146,home,Cercle Brugge,Nils De Wilde,de-wilde-nils,N. D. Wilde,M,27,182.0,74,M,1101701,EUR,1043625600,M,27,27,True,,,,,0.0,,,,,,,,8.0,,6.4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421146,home,Cercle Brugge,Jonas Lietaert,lietaert-jonas,J. Lietaert,D,76,190.0,52,M,1469335,EUR,1089936000,D,76,76,True,,,,,0.0,,,,,,,,1.0,2.0,,,,0,,Jonas Lietaert,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12421146,home,Cercle Brugge,Eloy Room,eloy-room,E. Room,G,,188.0,180,M,40859,EUR,602726400,G,89,89,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421146,home,Cercle Brugge,Alama Bayo,alama-bayo,A. Bayo,M,22,181.0,107,M,1520808,EUR,1138838400,F,22,22,True,,,,,,,,,,,,,,,,,,0,,Alama Bayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421146,home,Cercle Brugge,Malamine Efekele,efekele-malamine,M. Efekele,M,21,180.0,214,M,1385508,EUR,1090195200,F,7,7,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421146,home,Cercle Brugge,Felipe Augusto,felipe-augusto,F. Augusto,F,99,187.0,1398,M,1106681,EUR,1077062400,F,10,10,True,,,,,,,,,,,,,,,,,,0,,Felipe Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421146,home,Cercle Brugge,Kazeem Olaigbe,kazeem-olaigbe,K. Olaigbe,F,70,178.0,763,M,1004346,EUR,1041465600,F,19,19,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421146,away,Royale Union Saint-Gilloise,Anthony Moris,anthony-moris,A. Moris,G,49,184.0,297,M,39457,EUR,641347200,G,49,49,False,27.0,16.0,18.0,8.0,0.0,14.0,18.0,2.0,9.0,,9.0,5.0,90.0,37.0,8.1,11.0,0.00049228,0,1.1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4.0,,,,
12421146,away,Royale Union Saint-Gilloise,Anan Khalaili,khalaili-anan,A. Khalaili,M,25,183.0,2317,M,1403362,EUR,1094169600,D,25,25,False,40.0,28.0,3.0,2.0,0.0,9.0,12.0,20.0,30.0,4.0,8.0,,90.0,71.0,8.1,21.0,0.034339,2,,,,2.0,7.0,11.0,2.0,7.0,5.0,2.0,,2.0,,,2.0,2.0,1.0,1.0,,,2.0,0.1348,0.3255,2.0,,3.0,1.0,1.0,,,,1.0,,,
12421146,away,Royale Union Saint-Gilloise,Kevin Mac Allister,kevin-mac-allister,K. Mac Allister,D,5,175.0,9946,M,895327,EUR,878860800,D,5,5,False,41.0,29.0,6.0,1.0,0.0,17.0,23.0,12.0,18.0,4.0,6.0,,90.0,68.0,8.0,15.0,0.00548776,0,,,,3.0,9.0,9.0,,,,5.0,5.0,1.0,3.0,,1.0,2.0,4.0,,,2.0,,,,,,,,,,,,,1.0,,
12421146,away,Royale Union Saint-Gilloise,Christian Burgess,christian-burgess,C. Burgess,D,16,196.0,311,M,303634,EUR,686793600,D,16,16,False,36.0,29.0,5.0,2.0,0.0,21.0,25.0,8.0,11.0,11.0,4.0,,90.0,52.0,7.4,7.0,0.00376039,0,,,,4.0,2.0,6.0,,,,1.0,,1.0,2.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,
12421146,away,Royale Union Saint-Gilloise,Ross Sykes,ross-sykes,R. Sykes,D,26,196.0,234,M,845558,EUR,922406400,D,26,26,False,26.0,18.0,5.0,1.0,0.0,15.0,16.0,3.0,10.0,7.0,4.0,,56.0,49.0,7.1,10.0,0.0352479,0,,,,4.0,3.0,6.0,,,,2.0,2.0,,1.0,,3.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,,
12421146,away,Royale Union Saint-Gilloise,Loïc Lapoussin,loic-lapoussin,L. Lapoussin,M,,181.0,702,M,902987,EUR,827884800,D,94,94,False,63.0,44.0,11.0,6.0,0.0,13.0,25.0,31.0,40.0,2.0,12.0,,90.0,92.0,6.4,35.0,0.099192,1,,,,1.0,11.0,3.0,3.0,7.0,2.0,,,,,,,1.0,2.0,,,,6.0,0.0243,,2.0,,1.0,1.0,,,,,,,,
12421146,away,Royale Union Saint-Gilloise,Mathias Rasmussen,mathias-rasmussen,M. Rasmussen,M,20,180.0,239,M,834244,EUR,880416000,M,4,4,False,27.0,18.0,2.0,2.0,0.0,8.0,13.0,13.0,17.0,4.0,2.0,,67.0,42.0,7.7,10.0,0.366054,3,,,,1.0,3.0,3.0,1.0,,,1.0,1.0,1.0,,,1.0,,2.0,2.0,,1.0,,0.1355,0.3062,3.0,,2.0,1.0,3.0,,,,1.0,,,
12421146,away,Royale Union Saint-Gilloise,Charles Vanhoutte,charles-vanhoutte,C. Vanhoutte,M,24,182.0,634,M,928033,EUR,905904000,M,24,24,False,54.0,46.0,7.0,6.0,0.0,27.0,31.0,19.0,28.0,6.0,6.0,,90.0,80.0,7.3,15.0,0.0260409,1,,,,5.0,6.0,9.0,1.0,,,2.0,1.0,2.0,,,1.0,3.0,2.0,,,1.0,1.0,0.0354,,5.0,,,1.0,,,,,,,,
12421146,away,Royale Union Saint-Gilloise,Noah Sadiki,noah-sadiki,N. Sadiki,M,27,173.0,15438,M,1171539,EUR,1103241600,M,27,27,False,44.0,38.0,,,0.0,17.0,18.0,21.0,26.0,1.0,4.0,,90.0,62.0,7.5,11.0,0.0246876,1,,,,1.0,6.0,3.0,2.0,2.0,1.0,1.0,1.0,,2.0,,3.0,1.0,,,1.0,1.0,2.0,0.0406,,,,,,,,,,,1.0,,
12421146,away,Royale Union Saint-Gilloise,Promise David,promise-david,P. David,F,12,196.0,4992,M,1119328,EUR,994118400,F,12,12,False,11.0,6.0,1.0,1.0,0.0,2.0,3.0,4.0,8.0,1.0,3.0,,67.0,24.0,6.5,12.0,0.00392236,0,,Promise David,,2.0,10.0,4.0,1.0,2.0,,1.0,1.0,1.0,4.0,,,2.0,1.0,,,,3.0,,,,,1.0,,,,,,,,,
12421146,away,Royale Union Saint-Gilloise,Mohammed Fuseini,mohammed-fuseini,M. Fuseini,F,7,169.0,1062,M,1212237,EUR,1021507200,F,77,77,False,4.0,,,,0.0,,1.0,,3.0,2.0,1.0,,45.0,13.0,6.6,7.0,,0,,Mohammed Fuseini,,,3.0,2.0,,1.0,1.0,,,1.0,,,,2.0,1.0,,,,2.0,,,,,,,,,,,,,,
12421146,away,Royale Union Saint-Gilloise,Kevin Rodriguez,rodriguez-kevin,K. Rodríguez,F,13,190.0,3056,M,1431770,EUR,952128000,F,13,13,True,10.0,8.0,,,0.0,3.0,4.0,5.0,7.0,1.0,,,45.0,25.0,6.9,10.0,0.00401516,1,,Kevin Rodríguez,,,4.0,4.0,2.0,3.0,3.0,,,1.0,2.0,,,,,,,,5.0,0.0199,,1.0,,,1.0,,,,,,,,
12421146,away,Royale Union Saint-Gilloise,Fedde Leysen,fedde-leysen,F. Leysen,D,48,191.0,390,M,1088899,EUR,1057708800,D,48,48,True,29.0,24.0,1.0,1.0,0.0,11.0,14.0,13.0,15.0,1.0,4.0,,34.0,38.0,6.8,6.0,0.0128062,0,,Fedde Leysen,,2.0,3.0,3.0,,1.0,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,
12421146,away,Royale Union Saint-Gilloise,Sofiane Boufal,sofiane-boufal,S. Boufal,F,17,175.0,14022,M,257205,EUR,748224000,F,23,23,True,17.0,11.0,,,0.0,3.0,3.0,9.0,15.0,,1.0,,23.0,27.0,7.0,8.0,0.467584,0,,,,,3.0,5.0,,6.0,5.0,,,,1.0,,,1.0,,,,,1.0,,,1.0,,1.0,,1.0,,,,,,,Sofianeboufal_19
12421146,away,Royale Union Saint-Gilloise,Franjo Ivanović,franjo-ivanovic,F. Ivanović,F,9,185.0,6334,M,1103333,EUR,1064966400,F,9,9,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,,,23.0,10.0,6.5,3.0,0.00294614,2,,,,,4.0,,,2.0,,,,,2.0,,,,1.0,1.0,,,1.0,0.0835,0.0296,,,,1.0,,,,,,,,
12421146,away,Royale Union Saint-Gilloise,Vic Chambaere,chambaere-vic,V. Chambaere,G,1,190.0,143,M,1108599,EUR,1042156800,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421146,away,Royale Union Saint-Gilloise,Anouar Ait El Hadj,anouar-ait-el-hadj,A. A. E. Hadj,M,10,167.0,2677,M,964764,EUR,1019260800,M,10,10,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421146,away,Royale Union Saint-Gilloise,Lazare Amani,jean-thierry-lazare-amani,L. Amani,M,88,172.0,4079,M,845136,EUR,889228800,M,8,8,True,,,,,,,,,,,,,,,,,,0,,Jean Thierry Lazare,Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jtl_amani_8
12421146,away,Royale Union Saint-Gilloise,Kamiel Van de Perre,van-de-perre-kamiel,K. V. D. Perre,M,6,181.0,375,M,1146316,EUR,1076544000,M,6,6,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421146,away,Royale Union Saint-Gilloise,Ousseynou Niang,ousseynou-niang,O. Niang,M,22,168.0,3149,M,880780,EUR,1002844800,M,22,22,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
