match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_aerialLost,stat_totalClearance,stat_outfielderBlock,captain,stat_aerialWon,stat_fouls,stat_dispossessed,stat_errorLeadToAGoal,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_penaltyWon,stat_errorLeadToAShot,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
11369987,home,RSC Anderlecht,Kasper Schmeichel,kasper-schmeichel,K. Schmeichel,G,1,189.0,3882,M,1076,EUR,531532800,G,1,1,False,57.0,53.0,23.0,19.0,46.0,48.0,7.0,9.0,1.0,1.0,1.0,12.0,1.0,3.0,3.0,90.0,68.0,7.8,4.0,0.00235036,0,1.0046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369987,home,RSC Anderlecht,Louis Patris,louis-patris,L. Patris,M,27,187.0,275,M,923972,EUR,991872000,D,22,22,False,24.0,18.0,,,11.0,12.0,8.0,14.0,2.0,,,1.0,,,,63.0,36.0,6.6,10.0,0.0198567,1,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4638,,,,,,,,,,,,,,,,,,,,,,,,
11369987,home,RSC Anderlecht,Zeno Debast,zeno-debast,Z. Debast,D,6,191.0,3329,M,1126512,EUR,1066867200,D,56,56,False,102.0,96.0,12.0,8.0,70.0,72.0,26.0,30.0,2.0,,,5.0,,,,90.0,115.0,7.3,7.0,0.0281659,0,,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,
11369987,home,RSC Anderlecht,Jan Vertonghen,jan-vertonghen,J. Vertonghen,D,,189.0,1673,M,16921,EUR,546220800,D,14,14,False,80.0,66.0,16.0,7.0,49.0,51.0,17.0,29.0,3.0,,,6.0,,,,90.0,87.0,6.8,15.0,0.0686524,0,,,,,,2.0,1.0,,,,1.0,,1.0,1.0,,,,2.0,True,1.0,1.0,,,,,,,,,,,,,,,,,,
11369987,home,RSC Anderlecht,Kristian Arnstad,kristian-arnstad,K. Arnstad,M,10,171.0,574,M,984989,EUR,1062892800,D,61,61,False,52.0,48.0,2.0,2.0,20.0,22.0,28.0,30.0,,,,5.0,,,,63.0,62.0,6.3,5.0,0.183494,1,,,,,,3.0,,,1.0,,,,,,0.0452,1.0,1.0,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
11369987,home,RSC Anderlecht,Yari Verschaeren,verschaeren-yari,Y. Verschaeren,M,10,172.0,1145,M,901898,EUR,994896000,M,10,10,False,70.0,66.0,4.0,3.0,30.0,30.0,37.0,41.0,5.0,3.0,1.0,7.0,,,,90.0,87.0,8.3,11.0,0.417628,0,,,,1.0,1.0,7.0,3.0,,,,2.0,2.0,4.0,2.0,,,,,,,1.0,1.0,,4.0,2.0,1.0,,,,,,,,,,,,,
11369987,home,RSC Anderlecht,Mats Rits,mats-rits,M. Rits,M,23,180.0,216,M,70961,EUR,742953600,M,23,23,False,47.0,44.0,4.0,4.0,20.0,20.0,24.0,27.0,1.0,,,1.0,,,,72.0,49.0,7.1,3.0,0.0329411,0,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,
11369987,home,RSC Anderlecht,Mario Stroeykens,mario-stroeykens,M. Stroeykens,M,29,177.0,3682,M,1101702,EUR,1096416000,M,29,29,False,50.0,48.0,5.0,4.0,14.0,14.0,34.0,36.0,4.0,3.0,2.0,2.0,,,,90.0,59.0,7.5,5.0,0.0602491,1,,Mathieu,Stroeykens,,,6.0,1.0,,,,,,1.0,2.0,0.0496,,,,,,3.0,1.0,,1.0,,,1.0,1.0,0.2439,,,,,,,,,,
11369987,home,RSC Anderlecht,Anders Dreyer,anders-dreyer,A. Dreyer,F,10,174.0,2337,M,809280,EUR,894067200,F,36,36,False,37.0,28.0,,,8.0,10.0,20.0,28.0,1.0,1.0,1.0,3.0,,,,90.0,50.0,7.3,12.0,0.662144,3,,,,1.0,,,,1.0,1.0,2.0,,,2.0,,0.5044,,,,,,,,,1.0,1.0,1.0,1.0,,0.0408,1.0,1.0,,,,,,,,
11369987,home,RSC Anderlecht,Kasper Dolberg,kasper-dolberg,K. Dolberg,F,9,187.0,4191,M,795761,EUR,876096000,F,12,12,False,13.0,10.0,,,3.0,3.0,7.0,10.0,,2.0,,,,,,72.0,23.0,6.9,7.0,0.0139594,4,,,,,,5.0,,,,,,,1.0,,0.9042,1.0,,,,,1.0,1.0,,,,,1.0,1.0,0.9346,3.0,1.0,KDolberg,,,,,,,
