match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_challengeLost,stat_totalTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_wonTackle,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_wonContest,stat_shotOffTarget,stat_errorLeadToAShot,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed
13981484,home,Pisa,Adrian Šemper,adrian-semper,A. Šemper,G,1,192.0,752,M,814876,EUR,884563200,G,1,1,False,25.0,22.0,10.0,7.0,0.0,18.0,19.0,4.0,6.0,1.0,1.0,10.0,1.0,2.0,2.0,3.0,90.0,38.0,7.4,3.0,0.00120774,0.1604,0,0.3117,0.04,0.0,0.23,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981484,home,Pisa,Antonio Caracciolo,antonio-caracciolo,A. Caracciolo,D,4,185.0,258,M,116666,EUR,646704000,D,4,4,False,62.0,52.0,8.0,3.0,0.0,32.0,33.0,20.0,29.0,4.0,4.0,3.0,,,,,90.0,85.0,7.1,12.0,0.0154701,,1,,0.21,0.1,0.34,,True,2.0,4.0,1.0,1.0,1.0,10.0,1.0,1.0,0.0456,-0.1,,,,,,,,,,,,,,,,,,,,
13981484,home,Pisa,Raúl Albiol,raul-albiol,R. Albiol,D,39,190.0,1235,M,3041,EUR,494640000,D,39,39,False,84.0,79.0,11.0,10.0,0.0,52.0,53.0,27.0,31.0,4.0,6.0,3.0,,,,,90.0,110.0,7.9,6.0,0.0125734,,0,,0.29,0.18,0.58,,,4.0,7.0,1.0,,,16.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
13981484,home,Pisa,Simone Canestrelli,canestrelli-simone,S. Canestrelli,D,5,192.0,454,M,911355,EUR,968630400,D,5,5,False,61.0,55.0,9.0,6.0,0.0,36.0,40.0,19.0,21.0,9.0,12.0,3.0,,,,,90.0,83.0,8.0,9.0,0.0300591,,0,,0.22,0.11,0.54,,,6.0,7.0,,,,10.0,1.0,,,,,,,3.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,
13981484,home,Pisa,Mehdi Léris,mehdi-leris,M. Léris,M,7,186.0,1543,M,851222,EUR,895881600,M,7,7,False,14.0,11.0,2.0,2.0,0.0,6.0,6.0,5.0,8.0,2.0,4.0,2.0,,,,,65.0,35.0,6.9,12.0,0.0924023,,0,,0.12,-0.51,0.17,,,,5.0,2.0,2.0,,3.0,,,,,,,,1.0,1.0,1.0,1.0,,3.0,2.0,1.0,,,,,,,,,
13981484,home,Pisa,Ebenezer Akinsanmiro,ebenezer-akinsanmiro,E. Akinsanmiro,M,14,184.0,1986,M,1525367,EUR,1101340800,M,14,14,False,26.0,20.0,4.0,2.0,0.0,8.0,9.0,12.0,17.0,,2.0,2.0,,,,,90.0,45.0,6.3,17.0,0.0123094,,1,,-0.04,0.2,0.14,,,2.0,6.0,2.0,2.0,,,,2.0,0.0431,-0.05,,,,,1.0,2.0,,,5.0,3.0,,1.0,1.0,,,,,,,
13981484,home,Pisa,Michel Aebischer,michel-aebischer,M. Aebischer,M,20,182.0,1236,M,850891,EUR,852508800,M,20,20,False,71.0,62.0,8.0,4.0,0.0,32.0,34.0,30.0,37.0,1.0,4.0,5.0,,,,,90.0,80.0,7.5,9.0,0.100696,,0,,0.28,0.27,-0.07,,,,,,,,2.0,,1.0,,,,,,1.0,2.0,,1.0,1.0,,1.0,1.0,,,1.0,,,,,,
13981484,home,Pisa,Marius Marin,marius-marin,M. Marin,M,6,182.0,1399,M,797596,EUR,904435200,M,6,6,False,30.0,21.0,8.0,2.0,0.0,10.0,14.0,11.0,16.0,,1.0,5.0,,,,,66.0,33.0,6.6,9.0,0.00625227,,0,,-0.05,0.04,0.14,,,,1.0,,,,2.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,
13981484,home,Pisa,Samuele Angori,samuele-angori,S. Angori,M,3,184.0,664,M,1174457,EUR,1065484800,M,3,3,False,30.0,20.0,4.0,1.0,0.0,13.0,16.0,7.0,14.0,,5.0,4.0,,,,,65.0,52.0,6.7,19.0,0.00889894,,0,,-0.03,-0.04,-0.02,,,1.0,4.0,1.0,1.0,,3.0,,,,,,,1.0,1.0,4.0,,,,1.0,5.0,,,,,,,,,,
13981484,home,Pisa,Stefano Moreo,stefano-moreo,S. Moreo,F,32,191.0,621,M,346948,EUR,741398400,F,32,32,False,18.0,8.0,,,0.0,2.0,3.0,6.0,15.0,4.0,5.0,3.0,,,,,79.0,26.0,6.5,13.0,0.0754104,,2,,0.03,0.15,0.14,,,4.0,5.0,,,1.0,2.0,,,0.1911,-0.19,,,,,1.0,1.0,,,3.0,,,,1.0,,,,,,,
