match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateLongBalls,stat_goalAssist,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_interceptionWon,stat_challengeLost,stat_onTargetScoringAttempt,captain,stat_accurateCross,player_sofascoreId,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_clearanceOffLine,stat_outfielderBlock,stat_errorLeadToAShot
11047992,home,Burnley,Bailey Peacock-Farrell,,,bailey-peacock-farrell,B. Peacock-Farrell,G,1,194.0,181,M,826259,EUR,846547200.0,G,15,15,False,28.0,26.0,2.0,24.0,26.0,2.0,2.0,2.0,90.0,29.0,6.8,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11047992,home,Burnley,Vitinho,,,vitinho,Vitinho,D,2,175.0,3615,M,914477,EUR,932688000.0,D,22,22,False,67.0,62.0,4.0,22.0,23.0,40.0,48.0,5.0,90.0,94.0,8.1,13.0,3,2.0,1.0,4.0,2.0,3.0,6.0,10.0,1.0,4.0,2.0,1.0,1.0,2.0,5.0,3.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
11047992,home,Burnley,Ameen Al-Dakhil,Ameen,Al-Dakhil,al-dhakil,A. Al-Dakhil,D,2,185.0,567,M,1979970,EUR,1015372800.0,D,28,28,False,100.0,88.0,6.0,35.0,38.0,53.0,62.0,14.0,90.0,120.0,7.7,14.0,5,4.0,,,2.0,5.0,5.0,7.0,2.0,,,,4.0,1.0,2.0,2.0,1.0,,,1.0,1.0,3.0,,,,,,,,,,,,,,
11047992,home,Burnley,Jordan Beyer,,,jordan-beyer,J. Beyer,D,36,187.0,321,M,927175,EUR,958694400.0,D,36,36,False,73.0,72.0,8.0,32.0,32.0,40.0,41.0,10.0,62.0,76.0,7.0,1.0,0,8.0,,,,,1.0,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,
11047992,home,Burnley,Charlie Taylor,,,charlie-taylor,C. Taylor,D,29,183.0,244,M,166381,EUR,748224000.0,D,3,3,False,108.0,99.0,3.0,35.0,37.0,64.0,73.0,8.0,90.0,128.0,8.1,13.0,4,2.0,,2.0,3.0,7.0,4.0,10.0,,,,,1.0,,,1.0,1.0,2.0,2.0,,2.0,,1.0,3.0,,,,,,,,,,,,
11047992,home,Burnley,Josh Brownhill,,,josh-brownhill,J. Brownhill,M,8,179.0,822,M,358394,EUR,819331200.0,M,8,8,False,55.0,52.0,1.0,10.0,10.0,43.0,48.0,1.0,63.0,64.0,6.8,8.0,0,1.0,,3.0,,1.0,2.0,2.0,1.0,,,,,,,1.0,1.0,2.0,,1.0,1.0,,,,True,1.0,,,,,,,,,,
11047992,home,Burnley,Josh Cullen,,,cullen-josh,J. Cullen,M,24,175.0,872,M,792122,EUR,828835200.0,M,24,24,False,124.0,109.0,8.0,27.0,30.0,82.0,95.0,11.0,90.0,147.0,8.0,20.0,2,4.0,,1.0,1.0,1.0,4.0,12.0,2.0,4.0,3.0,,,2.0,,4.0,2.0,1.0,4.0,,2.0,,,,,,,,,,,,,,,
11047992,home,Burnley,Michael Obafemi,,,michael-obafemi,M. Obafemi,F,21,172.0,595,M,921216,EUR,962841600.0,M,45,45,False,22.0,19.0,,,,19.0,22.0,,63.0,29.0,6.6,7.0,0,,,,1.0,,4.0,,,3.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,
11047992,home,Burnley,Scott Twine,,,scott-twine,S. Twine,F,10,174.0,650,M,839416,EUR,931910400.0,M,11,11,False,51.0,48.0,2.0,14.0,14.0,36.0,39.0,8.0,90.0,69.0,7.4,8.0,5,2.0,,2.0,,,4.0,3.0,2.0,2.0,2.0,,,4.0,,1.0,,2.0,,1.0,4.0,,1.0,1.0,,2.0,,,,,,,,,,
11047992,home,Burnley,Anass Zaroury,,,anass-zaroury,A. Zaroury,F,9,176.0,4225,M,877036,EUR,973555200.0,M,19,19,False,23.0,20.0,,2.0,2.0,18.0,32.0,3.0,74.0,56.0,7.0,19.0,5,,,11.0,1.0,,4.0,5.0,1.0,6.0,4.0,,2.0,2.0,,,,1.0,1.0,,,,,1.0,,,zaroury,,,,,,,,,
