match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_errorLeadToAGoal,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_expectedGoals,captain,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalCross,stat_errorLeadToAShot,stat_accurateCross,stat_wonTackle,stat_unsuccessfulTouch,stat_ownGoals,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_bigChanceMissed,player_sofascoreId
12764482,home,AC Sparta Praha,Peter Vindahl Jensen,,,vindahl-jensen-peter,P. V. Jensen,G,1,194,252,M,814180,EUR,887587200,G,1,1,False,61.0,40.0,35.0,15.0,0.0,33.0,37.0,7.0,24.0,1.0,13.0,1.0,1.0,3.0,6.0,90.0,73.0,6.8,21.0,0.0210826,1.0,0,-0.8335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764482,home,AC Sparta Praha,Martin Vitík,Martin Vitík,,martin-vitik,M. Vitík,D,41,192,1085,M,1085913,EUR,1043107200,D,41,41,False,51.0,40.0,7.0,3.0,0.0,31.0,35.0,9.0,16.0,8.0,3.0,,2.0,,,90.0,65.0,6.6,13.0,0.0111958,,1,,1.0,5.0,5.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,0.1175,,,,,,,,,,,,,,,,,,,,,,,
12764482,home,AC Sparta Praha,Filip Panák,,,filip-panak,F. Panák,D,27,185,102,M,580842,EUR,815270400,D,27,27,False,39.0,31.0,5.0,4.0,0.0,21.0,26.0,10.0,13.0,4.0,6.0,,1.0,,,90.0,54.0,6.8,10.0,0.0108189,,1,,6.0,3.0,7.0,,1.0,,5.0,3.0,,,0.0827,True,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12764482,home,AC Sparta Praha,Elias Cobbaut,,,elias-cobbaut,E. Cobbaut,D,33,188,177,M,828570,EUR,880329600,D,33,33,False,31.0,19.0,2.0,,0.0,15.0,23.0,4.0,9.0,2.0,4.0,,,,,90.0,50.0,6.4,16.0,0.00104862,,0,,3.0,2.0,4.0,1.0,,,1.0,3.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12764482,home,AC Sparta Praha,Tomáš Wiesner,,,tomas-wiesner,T. Wiesner,M,28,176,61,M,827561,EUR,869097600,M,28,28,False,43.0,29.0,4.0,,0.0,18.0,20.0,13.0,25.0,3.0,3.0,,,,,90.0,63.0,6.6,16.0,0.149628,1.0,0,,1.0,1.0,4.0,3.0,,,5.0,,2.0,,,,,,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,
12764482,home,AC Sparta Praha,Qazim Laci,,,qazim-laci,Q. Laci,M,20,173,992,M,284395,EUR,822009600,M,20,20,False,38.0,29.0,5.0,3.0,0.0,18.0,21.0,11.0,20.0,5.0,5.0,,1.0,,,85.0,52.0,6.8,15.0,0.0108081,,0,,1.0,2.0,2.0,,1.0,,2.0,,2.0,,,,,,3.0,,,2.0,1.0,,,,,,,,,,,,,,,
12764482,home,AC Sparta Praha,Kaan Kairinen,,,kaan-kairinen,K. Kairinen,M,6,185,376,M,547862,EUR,914284800,M,6,6,False,31.0,28.0,6.0,4.0,0.0,16.0,17.0,12.0,14.0,2.0,2.0,,,,,85.0,43.0,6.2,5.0,0.0226626,,0,,1.0,2.0,5.0,1.0,2.0,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
12764482,home,AC Sparta Praha,Matěj Ryneš,Matej Rynes,,matej-rynes,M. Ryneš,M,11,183,99,M,1093686,EUR,991180800,M,32,32,False,39.0,22.0,4.0,,0.0,15.0,17.0,8.0,25.0,5.0,9.0,,,,,85.0,62.0,6.7,23.0,0.186811,1.0,1,,,,4.0,1.0,2.0,,1.0,,5.0,1.0,0.024,,1.0,,3.0,,1.0,3.0,1.0,,,,,,,,,,,,,,,
12764482,home,AC Sparta Praha,Jakub Pešek,,,jakub-pesek,J. Pešek,M,10,173,74,M,239526,EUR,740880000,F,21,21,False,7.0,3.0,1.0,,0.0,2.0,2.0,2.0,11.0,,1.0,,,,,78.0,19.0,6.1,14.0,0.0145259,,1,,1.0,,8.0,2.0,1.0,1.0,,,,1.0,0.1553,,,,6.0,,1.0,,1.0,,3.0,,,,,,,,,,,,,
12764482,home,AC Sparta Praha,Victor Olatunji,,,victor-olatunji,V. Olatunji,F,17,191,649,M,931823,EUR,936489600,F,7,7,False,9.0,4.0,,,0.0,2.0,2.0,2.0,8.0,5.0,2.0,,1.0,,,90.0,28.0,6.8,15.0,0.0003216,,2,,6.0,3.0,17.0,,5.0,,2.0,,,5.0,0.1368,,1.0,,1.0,,,,3.0,,2.0,1.0,1.0,1.0,1.0,0.3877,,,,,,,,
12764482,home,AC Sparta Praha,Albion Rrahmani,,,albion-rrahmani,A. Rrahmani,F,9,187,1174,M,1124624,EUR,967680000,F,10,10,False,30.0,22.0,2.0,2.0,0.0,9.0,10.0,13.0,20.0,2.0,7.0,,,,,64.0,42.0,6.5,14.0,0.0699532,,0,,1.0,1.0,4.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,4.0,,1.0,,,,2.0,,,,,,,,,
