match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_wasFouled,stat_keyPass,stat_goalAssist,stat_challengeLost,stat_wonContest,stat_goals,stat_aerialLost,stat_bigChanceMissed,stat_penaltyWon,stat_totalOffside,stat_hitWoodwork,player_firstName,player_lastName,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded
11396228,home,Bayer 04 Leverkusen,Lukáš Hrádecký,lukas-hradecky,L. Hrádecký,G,1,190,2547,M,15219,EUR,627868800,G,1,1,False,True,21.0,19.0,4.0,2.0,19.0,20.0,1.0,1.0,6.0,2.0,3.0,90.0,28.0,7.2,2.0,0.0001688,0,1.3549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396228,home,Bayer 04 Leverkusen,Odilon Kossounou,odilon-kossounou,O. Kossounou,D,3,191,9920,M,973437,EUR,978566400,D,6,6,False,,72.0,65.0,5.0,5.0,26.0,28.0,45.0,1.0,9.0,,,90.0,89.0,7.2,11.0,0.153905,0,,odilonkossounou,39.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11396228,home,Bayer 04 Leverkusen,Jonathan Tah,jonathan-tah,J. Tah,D,4,194,9454,M,227672,EUR,823996800,D,4,4,False,,74.0,71.0,2.0,,31.0,32.0,42.0,3.0,6.0,,,90.0,82.0,7.4,3.0,0.015612,3,,jonatah,40.0,,4.0,1.0,4.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.1592,0.1875,,,,,,,,,,,,,,,,,,,
11396228,home,Bayer 04 Leverkusen,Edmond Tapsoba,edmond-tapsoba,E. Tapsoba,D,12,193,33838,M,883262,EUR,917913600,D,12,12,False,,89.0,82.0,6.0,6.0,37.0,38.0,51.0,1.0,7.0,,,90.0,98.0,7.8,8.0,0.0241838,1,,edmondtapsoba,45.0,,3.0,4.0,6.0,,3.0,3.0,,1.0,4.0,,,1.0,,1.0,0.0327,,,,,,,,,,,,,,,,,,,,
11396228,home,Bayer 04 Leverkusen,Nathan Tella,nathan-tella,N. Tella,M,23,173,3098,M,920379,EUR,931132800,M,19,19,False,,23.0,15.0,1.0,,4.0,6.0,20.0,,6.0,,,62.0,36.0,6.5,15.0,0.268183,0,,,13.0,3.0,,5.0,1.0,3.0,,,,1.0,,,,,,,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11396228,home,Bayer 04 Leverkusen,Robert Andrich,robert-andrich,R. Andrich,M,8,189,3316,M,168903,EUR,780192000,M,8,8,False,,90.0,84.0,1.0,1.0,40.0,40.0,50.0,1.0,8.0,,,90.0,94.0,7.4,6.0,0.115262,0,,,44.0,,,2.0,2.0,1.0,,,,,1.0,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
11396228,home,Bayer 04 Leverkusen,Granit Xhaka,granit-xhaka,G. Xhaka,M,34,185,15706,M,117777,EUR,717552000,M,34,34,False,,84.0,77.0,3.0,2.0,26.0,27.0,57.0,,8.0,,,77.0,95.0,7.6,10.0,0.0491086,3,,Granit_Xhaka,51.0,,,2.0,,1.0,,,,1.0,1.0,,1.0,2.0,1.0,1.0,0.0774,0.4886,,,,,,,,,1.0,,,,,,,,,,
11396228,home,Bayer 04 Leverkusen,Piero Hincapié,piero-hincapie,P. Hincapié,D,5,184,31047,M,1002837,EUR,1010534400,M,3,3,False,,41.0,38.0,1.0,,13.0,14.0,27.0,1.0,1.0,,,77.0,52.0,6.8,5.0,0.0186829,1,,pierohincapie,25.0,,1.0,3.0,4.0,,3.0,2.0,,,,,1.0,,1.0,,0.2657,0.702,,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,,,,
11396228,home,Bayer 04 Leverkusen,Jonas Hofmann,jonas-hofmann,J. Hofmann,F,7,176,2115,M,142390,EUR,711072000,F,7,7,False,,39.0,32.0,4.0,4.0,12.0,14.0,31.0,,,,,90.0,52.0,8.1,12.0,0.407694,1,,,24.0,6.0,,,2.0,1.0,,,,2.0,,,,1.0,,,0.1807,,4.0,,,1.0,6.0,,,1.0,,,,1.0,1.0,,,,,,
11396228,home,Bayer 04 Leverkusen,Amine Adli,amine-adli,A. Adli,F,21,174,17615,M,991478,EUR,957916800,F,21,21,False,,19.0,17.0,,,3.0,3.0,18.0,,2.0,,,45.0,29.0,6.8,7.0,0.0148765,1,,amine_ad10,14.0,2.0,,3.0,3.0,2.0,1.0,,,1.0,1.0,1.0,,,,,0.0352,,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,,,,,
