match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,isHome,incidentClass,player_id,player_name,injury,playerName,reason,rescinded,length,from,confirmed
11396228,FT,5.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
11396228,,5.0,0.0,,90,,,1,,,goal,181081966.0,True,regular,1019322.0,Florian Wirtz,,,,,,,
11396228,,4.0,0.0,,83,,,8,,,goal,181081256.0,True,regular,1019322.0,Florian Wirtz,,,,,,,
11396228,,,,,77,,,14,,,substitution,122592580.0,True,regular,,,False,,,,,,
11396228,,,,,77,,,14,,,substitution,122592581.0,False,injury,,,True,,,,,,
11396228,,,,,77,,,14,,,substitution,122592579.0,True,regular,,,False,,,,,,
11396228,,,,,69,,,22,,,substitution,122592528.0,False,regular,,,False,,,,,,
11396228,,,,,69,,,22,,,substitution,122592529.0,False,regular,,,False,,,,,,
11396228,,3.0,0.0,,68,,,23,,,goal,181080100.0,True,regular,1019322.0,Florian Wirtz,,,,,,,
11396228,,,,,62,,,29,,,substitution,122592488.0,True,regular,,,False,,,,,,
11396228,,,,,62,,,29,,,substitution,122592487.0,True,regular,,,False,,,,,,
11396228,,2.0,0.0,,60,,,31,,,goal,181079704.0,True,regular,117777.0,Granit Xhaka,,,,,,,
11396228,,,,,47,,,44,,,card,121265663.0,True,yellow,1002837.0,Piero Hincapié,,Piero Hincapié,Argument,False,,,
11396228,,,,,47,,,44,,,card,121265664.0,False,yellow,111969.0,Leonardo Bittencourt,,Leonardo Bittencourt,Argument,False,,,
11396228,,,,,46,,,45,,,substitution,122592330.0,True,regular,,,False,,,,,,
11396228,HT,1.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
11396228,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,,4.0,,
11396228,,,,,31,,,15,,,card,121265468.0,True,yellow,991478.0,Amine Adli,,Amine Adli,Foul,False,,,
11396228,,1.0,0.0,,25,,,21,,,goal,181074288.0,True,penalty,978521.0,Victor Okoh Boniface,,,,,,penalty,
11396228,,,,,23,,,23,,,varDecision,24915.0,True,penaltyNotAwarded,142390.0,Jonas Hofmann,,,,,,,False
