match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_challengeLost,stat_aerialLost,stat_penaltyConceded,stat_dispossessed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_goalAssist,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,captain,stat_totalCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_totalOffside,stat_accurateCross,stat_bigChanceMissed,stat_penaltyMiss,player_sofascoreId,stat_hitWoodwork,stat_penaltyWon
11369872,home,KV Kortrijk,Tom Vandenberghe,,,tom-vandenberghe,T. Vandenberghe,G,23,190,77,M,1046454,EUR,714009600,G,1,1,False,33.0,20.0,27.0,14.0,12.0,13.0,8.0,20.0,1.0,1.0,3.0,10.0,3.0,1.0,4.0,90.0,45.0,7.9,14.0,0.00125145,0,1.1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369872,home,KV Kortrijk,Mark Mampasi,,,mark-mampasi,M. Mampasi,D,18,185,119,M,998740,EUR,1047427200,D,4,4,False,25.0,20.0,4.0,3.0,14.0,16.0,6.0,9.0,1.0,4.0,4.0,3.0,,,,90.0,35.0,7.6,5.0,0.00744356,0,,1.0,2.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369872,home,KV Kortrijk,João Silva,,,joao-silva,J. Silva,D,6,187,281,M,1068519,EUR,916272000,D,44,44,False,11.0,7.0,5.0,1.0,6.0,8.0,1.0,3.0,1.0,1.0,13.0,2.0,,,,90.0,29.0,7.5,4.0,0.00027116,0,,2.0,4.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11369872,home,KV Kortrijk,Marco Kana,,,marco-kana,M. Kana,D,55,183,383,M,964759,EUR,1028764800,D,16,16,False,22.0,15.0,3.0,2.0,9.0,14.0,6.0,8.0,,3.0,5.0,3.0,,,,90.0,32.0,6.8,7.0,0.00454564,0,,2.0,,2.0,3.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11369872,home,KV Kortrijk,Mounaim El Idrissy,,,mounaim-el-idrissy,M. El Idrissy,F,9,181,189,M,960007,EUR,918604800,M,99,99,False,18.0,13.0,3.0,2.0,7.0,8.0,6.0,10.0,,10.0,1.0,8.0,,,,59.0,40.0,7.1,11.0,0.0120965,1,,5.0,,1.0,5.0,4.0,3.0,1.0,,,1.0,1.0,3.0,5.0,0.016,,,,,,,,,,,,,,,,,,,
11369872,home,KV Kortrijk,Kristiyan Malinov,,,kristiyan-malinov,K. Malinov,M,33,170,108,M,136688,EUR,764985600,M,15,15,False,19.0,11.0,4.0,2.0,5.0,9.0,6.0,10.0,1.0,5.0,3.0,7.0,,,,90.0,33.0,6.6,8.0,0.00866026,0,,9.0,2.0,,4.0,,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
11369872,home,KV Kortrijk,Abdoulaye Sissako,,,abdoulaye-sissako,A. Sissako,M,8,186,79,M,846330,EUR,896140800,M,27,27,False,20.0,15.0,1.0,1.0,7.0,11.0,8.0,9.0,,1.0,2.0,2.0,,,,90.0,30.0,6.8,6.0,0.00738125,0,,2.0,,2.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
11369872,home,KV Kortrijk,David Henen,,,david-henen,D. Henen,F,10,185,74,M,790765,EUR,829872000,M,77,77,False,17.0,12.0,2.0,,3.0,4.0,9.0,13.0,,3.0,,3.0,,,,60.0,28.0,7.2,8.0,0.0351384,1,,3.0,,,1.0,,,2.0,,,1.0,,,,0.0599,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,
11369872,home,KV Kortrijk,Felipe Avenatti,,,felipe-avenatti,F. Avenatti,F,9,194,145,M,308058,EUR,767318400,F,20,20,False,29.0,17.0,10.0,4.0,5.0,5.0,12.0,24.0,4.0,8.0,2.0,7.0,,,,90.0,42.0,6.7,16.0,0.00983265,0,,6.0,,,1.0,,1.0,2.0,2.0,,1.0,,3.0,2.0,,,1.0,1.0,,,,True,,,,,,,,,,,,
11369872,home,KV Kortrijk,Isaak Davies,,,isaak-davies,I. Davies,F,39,175,111,M,1005908,EUR,1001376000,F,39,39,False,4.0,3.0,,,1.0,2.0,2.0,3.0,,,,2.0,,,,76.0,10.0,7.0,6.0,0.00158079,1,,5.0,,,,,2.0,,2.0,,,,3.0,,0.3316,,1.0,,,,,,1.0,1.0,1.0,0.9372,,,,,,,,
11369872,home,KV Kortrijk,Sheyi Ojo,,,sheyi-ojo,S. Ojo,D,17,177,264,M,284449,EUR,866678400,F,54,54,False,20.0,14.0,3.0,,6.0,10.0,8.0,12.0,1.0,7.0,1.0,5.0,,,,90.0,47.0,7.1,19.0,0.0175878,3,,6.0,1.0,,1.0,1.0,,1.0,2.0,,2.0,1.0,1.0,2.0,0.2061,,4.0,3.0,,1.0,1.0,,2.0,1.0,,0.0583,,,,,,,,
11369872,home,KV Kortrijk,Abdelkahar Kadri,,,abdelkahar-kadri,A. Kadri,M,37,170,2010,M,1007528,EUR,961804800,M,10,10,True,4.0,2.0,1.0,,1.0,1.0,1.0,3.0,,2.0,,3.0,,,,31.0,10.0,6.4,6.0,0.00036876,0,,3.0,,,1.0,1.0,,1.0,,,,,2.0,,,,3.0,1.0,,,,,,,,,,,,,,,,
11369872,home,KV Kortrijk,Dion De Neve,,,dion-de-neve,D. D. Neve,M,14,180,102,M,923974,EUR,992304000,M,11,11,True,3.0,1.0,1.0,,,2.0,1.0,1.0,,2.0,3.0,1.0,,,,30.0,11.0,6.7,3.0,0.00080174,0,,,,,1.0,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
11369872,home,KV Kortrijk,Djiby Seck,Djibi Seck,,djiby-seck,D. Seck,F,,175,36,M,1526108,EUR,1078617600,F,76,76,True,3.0,2.0,,,1.0,2.0,1.0,1.0,,,,1.0,,,,14.0,3.0,6.5,1.0,0.0133995,0,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
11369872,home,KV Kortrijk,Lucas Pirard,,,lucas-pirard,L. Pirard,G,21,191,81,M,190379,EUR,794793600,G,95,95,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369872,home,KV Kortrijk,Aleksandar Radovanović,,,aleksandar-radovanovic,A. Radovanović,D,16,189,129,M,823996,EUR,752976000,D,66,66,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369872,home,KV Kortrijk,Lynnt Audoor,,,lynnt-audoor,L. Audoor,M,62,184,234,M,1067539,EUR,1066003200,M,89,89,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369872,home,KV Kortrijk,Alex Mighten,,,alex-mighten,A. Mighten,F,77,171,205,M,992044,EUR,1018483200,F,23,23,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369872,away,Club Brugge KV,Simon Mignolet,,,simon-mignolet,S. Mignolet,G,22,193,1240,M,10406,EUR,573609600,G,22,22,False,26.0,26.0,3.0,3.0,26.0,26.0,,,,,,8.0,1.0,,1.0,90.0,31.0,6.6,,0.00017901,0,-0.0044999999999999,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
11369872,away,Club Brugge KV,Tajon Buchanan,,,tajon-buchanan,T. Buchanan,M,17,183,7500,M,973290,EUR,918432000,D,17,17,False,34.0,29.0,2.0,,9.0,9.0,20.0,27.0,1.0,3.0,,3.0,,,,63.0,45.0,6.8,9.0,0.0281701,0,,2.0,,,,,,2.0,,,,,1.0,,,,2.0,2.0,,,1.0,,2.0,,,,,2.0,,,,,,
11369872,away,Club Brugge KV,Brandon Mechele,,,brandon-mechele,B. Mechele,D,44,188,823,M,248331,EUR,728179200,D,44,44,False,100.0,90.0,7.0,5.0,48.0,50.0,42.0,50.0,2.0,2.0,1.0,9.0,,,,90.0,107.0,7.1,10.0,0.0202405,1,,2.0,,2.0,,,,,2.0,,,1.0,,,0.0731,,,,,,,,,,,,,,,,,,,
11369872,away,Club Brugge KV,Jorne Spileers,Jorne,Spileers,jorne-spileers,J. Spileers,D,58,188,885,M,1104897,EUR,1106265600,D,58,58,False,89.0,84.0,14.0,13.0,49.0,51.0,35.0,38.0,1.0,3.0,2.0,7.0,,,,90.0,96.0,7.2,5.0,0.0160103,0,,2.0,1.0,,,,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
11369872,away,Club Brugge KV,Maxim De Cuyper,,,maxim-de-cuyper,M. De Cuyper,D,29,183,4477,M,997152,EUR,977443200,D,55,55,False,87.0,75.0,11.0,8.0,30.0,30.0,45.0,68.0,,3.0,,4.0,,,,90.0,124.0,7.0,28.0,0.0646338,2,,6.0,,,2.0,1.0,1.0,3.0,,,,,1.0,,0.1283,,3.0,1.0,,2.0,1.0,,11.0,,,,,,,,,,,
11369872,away,Club Brugge KV,Raphael Onyedika,,,raphael-onyedika,R. Onyedika,M,15,184,6213,M,1129862,EUR,987638400,M,15,15,False,87.0,80.0,7.0,5.0,30.0,31.0,50.0,57.0,3.0,8.0,1.0,6.0,,,,90.0,100.0,7.7,11.0,0.141512,1,,3.0,,,3.0,3.0,2.0,1.0,,,,,2.0,2.0,0.0644,,,,,,1.0,,1.0,1.0,,0.0176,,,,,,,,
11369872,away,Club Brugge KV,Hugo Vetlesen,,,hugo-vetlesen,H. Vetlesen,M,10,174,784,M,877236,EUR,951696000,M,10,10,False,29.0,25.0,3.0,2.0,6.0,6.0,19.0,23.0,1.0,2.0,,3.0,,,,63.0,33.0,6.4,7.0,0.0226858,0,,3.0,,,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
11369872,away,Club Brugge KV,Andreas Skov Olsen,,,andreas-skov-olsen,A. Skov Olsen,M,7,187,2523,M,888537,EUR,946425600,M,7,7,False,40.0,33.0,3.0,3.0,7.0,9.0,28.0,34.0,1.0,7.0,,2.0,,,,90.0,66.0,6.8,14.0,0.581311,5,,4.0,,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,1.0593,,7.0,4.0,1.0,4.0,2.0,,3.0,,,,,,2.0,1.0,1.0,,,
