match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_wasFouled,stat_fouls,captain,stat_interceptionWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_keyPass,stat_accurateCross,stat_bigChanceMissed,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_goalAssist,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_penaltyWon,player_sofascoreId
10437947,home,Casa Pia,Ricardo Batista,ricardo-batista,R. Batista,G,33,193,111,M,9668,EUR,532656000,G,33,33,False,27.0,12.0,19.0,4.0,8.0,11.0,4.0,16.0,2.0,1.0,1.0,2.0,90.0,31.0,6.2,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437947,home,Casa Pia,Léo Bolgado,leo-bolgado,L. Bolgado,D,4,190,110,M,1095918,EUR,903571200,D,4,4,False,46.0,40.0,8.0,6.0,28.0,30.0,12.0,17.0,8.0,,,,90.0,60.0,6.5,7.0,0,Léo Bolgado,,1.0,1.0,3.0,4.0,6.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
10437947,home,Casa Pia,Vasco Fernandes,vasco-fernandes,V. Fernandes,D,,181,45,M,41650,EUR,532137600,D,13,13,False,50.0,45.0,5.0,3.0,32.0,34.0,13.0,16.0,5.0,,,,90.0,61.0,6.9,5.0,0,,,,1.0,1.0,1.0,2.0,,8.0,1.0,1.0,1.0,,,,True,1.0,,,,,,,,,,,,,,,,,,
10437947,home,Casa Pia,João Nunes,joao-nunes,J. Nunes,D,30,188,83,M,190135,EUR,816739200,D,3,3,False,54.0,48.0,3.0,1.0,28.0,30.0,20.0,24.0,2.0,,,,90.0,63.0,7.4,6.0,1,,,,1.0,2.0,1.0,3.0,,3.0,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10437947,home,Casa Pia,Lucas Soares,lucas-soares,L. Soares,M,42,176,85,M,991358,EUR,894240000,M,42,42,False,38.0,31.0,4.0,1.0,17.0,20.0,15.0,20.0,5.0,,,,90.0,68.0,7.0,11.0,2,,,2.0,1.0,,3.0,4.0,,2.0,,2.0,2.0,,2.0,,,1.0,2.0,,2.0,,2.0,1.0,1.0,,,,,,,,,,,
10437947,home,Casa Pia,Neto,neto,Neto,M,8,181,91,M,843358,EUR,683769600,M,8,8,False,29.0,26.0,,,12.0,13.0,14.0,16.0,6.0,,,,61.0,42.0,6.8,6.0,2,,,,,,4.0,2.0,1.0,1.0,1.0,,,,1.0,2.0,,3.0,1.0,1.0,,,2.0,,,1.0,1.0,1.0,2.0,,,,,,,
10437947,home,Casa Pia,Yan Eteki,yan-eteki,Y. Eteki,M,88,187,113,M,848082,EUR,872553600,M,88,88,False,36.0,32.0,3.0,2.0,12.0,14.0,20.0,22.0,9.0,,,,67.0,50.0,7.6,5.0,1,,,,,,2.0,8.0,,2.0,1.0,2.0,1.0,,4.0,2.0,,1.0,2.0,2.0,,,1.0,,,1.0,1.0,,,1.0,,,,,,
10437947,home,Casa Pia,Leonardo Lelo,leonardo-lelo,L. Lelo,M,5,175,353,M,1006865,EUR,954374400,M,5,5,False,39.0,34.0,,,17.0,20.0,18.0,24.0,6.0,,,,90.0,67.0,6.3,18.0,1,,,5.0,,1.0,5.0,2.0,,5.0,,1.0,,,,1.0,,,3.0,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,
10437947,home,Casa Pia,Saviour Godwin,saviour-godwin,S. Godwin,M,77,170,247,M,359650,EUR,840672000,F,7,7,False,23.0,15.0,2.0,,4.0,8.0,11.0,18.0,7.0,,,,82.0,44.0,6.8,17.0,3,,,3.0,,,6.0,4.0,3.0,2.0,,3.0,1.0,,1.0,3.0,,,,,1.0,,1.0,,,,1.0,1.0,6.0,,,,,,,
10437947,home,Casa Pia,Rafael Martins,rafael-martins,R. Martins,F,99,177,43,M,123231,EUR,606096000,F,11,11,False,18.0,11.0,,,5.0,8.0,6.0,10.0,3.0,,,,67.0,23.0,6.7,8.0,2,,,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,
