match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,player_firstName,player_lastName,stat_aerialWon,stat_interceptionWon,captain,stat_outfielderBlock,stat_unsuccessfulTouch,stat_keyPass,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_wasFouled,stat_challengeLost,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_goals,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_crossNotClaimed,stat_punches,stat_clearanceOffLine,stat_ownGoals,stat_errorLeadToAGoal
12436544,home,Liverpool,Luis Díaz,luis-diaz,L. Díaz,F,14,178,142017,M,LuisDíaz,883537,EUR,853113600,F,7,7,False,17.0,14.0,,,0.0,3.0,4.0,14.0,2.0,,,,76.0,25.0,7.4,5.0,0.00823069,1,,11.0,,3.0,1.0,,,,,,,,2.0,0.758,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,0.9947,1.0,,,,,,,,
12436544,home,Liverpool,Curtis Jones,curtis-jones,C. Jones,M,17,185,17569,M,curtisjones,927353,EUR,980812800,M,17,17,True,23.0,21.0,1.0,1.0,0.0,12.0,14.0,9.0,3.0,,,,22.0,28.0,6.9,2.0,0.0056252,2,,9.0,,,3.0,,,1.0,1.0,,1.0,1.0,,0.0389,,,,,,,,,,,,,2.0,,,,,,,,,,,,
12436544,home,Liverpool,Diogo Jota,diogo-jota,D. Jota,F,,178,31287,M,DiogoJ18,606164,EUR,849657600,F,20,20,True,8.0,8.0,2.0,2.0,0.0,3.0,3.0,5.0,2.0,,,,22.0,13.0,6.8,,0.00269992,1,,5.0,2.0,2.0,1.0,,,,1.0,,1.0,1.0,,0.0618,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12436544,home,Liverpool,Wataru Endo,wataru-endo,W. Endo,M,3,178,19869,M,endowataru,143040,EUR,729216000,M,3,3,True,8.0,7.0,1.0,1.0,0.0,5.0,5.0,3.0,,,,,14.0,16.0,6.6,2.0,0.00056762,0,,2.0,,2.0,1.0,,,,,2.0,,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
12436544,home,Liverpool,Harvey Elliott,harvey-elliott,H. Elliott,M,9,170,21132,M,harvelliott,955245,EUR,1049414400,M,19,19,True,14.0,13.0,1.0,,0.0,4.0,4.0,10.0,,,,,14.0,18.0,6.9,1.0,0.141185,1,,9.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,0.2685,,,,,,,,1.0,,,,,,,,,,,,,,,,,
12436544,home,Liverpool,Darwin Núñez,darwin-nunez,D. Núñez,F,7,188,70760,M,Darwin,924871,EUR,930182400,F,9,9,True,3.0,3.0,,,0.0,,,3.0,1.0,,,,12.0,4.0,6.6,,0.0176619,1,,3.0,,1.0,1.0,,,,1.0,,,,1.0,0.0245,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12436544,home,Liverpool,Caoimhin Kelleher,caoimhin-kelleher,C. Kelleher,G,1,188,9953,M,caoimhinkelleher98,827362,EUR,911779200,G,62,62,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436544,home,Liverpool,Konstantinos Tsimikas,konstantinos-tsimikas,K. Tsimikas,D,12,178,16200,M,TK21,786259,EUR,831859200,D,21,21,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436544,home,Liverpool,Jarell Quansah,jarell-quansah,J. Quansah,D,4,190,10315,M,jarellquansah,1003339,EUR,1043798400,D,78,78,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436544,home,Liverpool,Federico Chiesa,federico-chiesa,F. Chiesa,F,14,175,40294,M,FedeChiesa,845386,EUR,877737600,F,14,14,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436544,away,Tottenham Hotspur,Guglielmo Vicario,guglielmo-vicario,G. Vicario,G,1,194,7123,M,guglielmovicario,553606,EUR,844646400,G,1,1,False,38.0,25.0,16.0,5.0,0.0,24.0,28.0,10.0,6.0,1.0,1.0,2.0,90.0,48.0,5.6,13.0,0.00014421,0,-2.3,1.0,,,1.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,1.0,1.0,,,
12436544,away,Tottenham Hotspur,Djed Spence,djed-spence,D. Spence,D,24,184,4534,M,,945798,EUR,965779200,D,24,24,False,27.0,16.0,6.0,1.0,0.0,12.0,16.0,12.0,7.0,,,,90.0,50.0,5.2,20.0,0.0282272,1,,4.0,,7.0,1.0,3.0,,1.0,,2.0,1.0,1.0,1.0,0.0159,,,,,,,1.0,,1.0,,3.0,,,,,,,,,,,,,,
12436544,away,Tottenham Hotspur,Kevin Danso,danso-kevin,K. Danso,D,4,190,3440,M,,794953,EUR,906163200,D,4,4,False,48.0,35.0,9.0,4.0,0.0,31.0,40.0,8.0,7.0,,,,90.0,60.0,6.8,13.0,0.00276594,1,,4.0,1.0,3.0,5.0,,,1.0,,7.0,,,2.0,0.0349,,,3.0,,,2.0,,1.0,,,,,2.0,,,,,,,,,,1.0,,
12436544,away,Tottenham Hotspur,Ben Davies,ben-davies,B. Davies,D,33,181,2694,M,,94758,EUR,735609600,D,33,33,False,51.0,41.0,12.0,4.0,0.0,35.0,39.0,12.0,3.0,,,,90.0,65.0,7.0,10.0,0.00114595,0,,6.0,2.0,3.0,1.0,,,,,6.0,,,1.0,,,,,1.0,,4.0,,,,,,,1.0,,,,,,,,,,1.0,,
12436544,away,Tottenham Hotspur,Destiny Udogie,destiny-udogie,D. Udogie,D,13,186,5941,M,udogiethree,983572,EUR,1038441600,D,13,13,False,29.0,24.0,2.0,,0.0,14.0,17.0,12.0,6.0,,,,90.0,54.0,6.3,8.0,0.0557799,0,,10.0,,2.0,6.0,2.0,1.0,,,1.0,3.0,3.0,,,,,,2.0,,1.0,1.0,1.0,,,,,2.0,1.0,,,,,,,,,,1.0,
12436544,away,Tottenham Hotspur,Lucas Bergvall,bergvall-lucas,L. Bergvall,M,15,186,9218,M,lucasbergvall,1391251,EUR,1138838400,M,15,15,False,27.0,20.0,2.0,1.0,0.0,15.0,18.0,12.0,2.0,,,,90.0,45.0,6.4,13.0,0.00336399,0,,5.0,,3.0,6.0,1.0,,,,1.0,2.0,,,,,,1.0,2.0,,1.0,1.0,,3.0,,1.0,,3.0,1.0,,,,,,,,,,,
12436544,away,Tottenham Hotspur,Archie Gray,archie-gray,A. Gray,D,14,187,5627,M,ArchieGray06,1142335,EUR,1142121600,M,14,14,False,15.0,12.0,1.0,,0.0,6.0,7.0,8.0,1.0,,,,45.0,22.0,6.4,5.0,0.00191621,0,,6.0,,,1.0,1.0,1.0,,,,,,,,Archie Gray,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,
12436544,away,Tottenham Hotspur,James Maddison,james-maddison,J. Maddison,M,10,175,15672,M,Madders,356398,EUR,848707200,M,10,10,False,20.0,18.0,2.0,1.0,1.0,8.0,9.0,14.0,3.0,,,,45.0,32.0,7.0,6.0,0.0885527,0,,12.0,,4.0,4.0,3.0,2.0,,,,1.0,1.0,1.0,,,,,1.0,True,,,2.0,3.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,
12436544,away,Tottenham Hotspur,Brennan Johnson,brennan-johnson,B. Johnson,F,11,186,10704,M,brenjohnson_,1085180,EUR,990576000,F,22,22,False,11.0,5.0,2.0,,0.0,1.0,2.0,10.0,2.0,,,,90.0,19.0,6.3,10.0,0.00533281,0,,4.0,,3.0,1.0,2.0,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,1.0,,,,,,3.0,,,,,,
12436544,away,Tottenham Hotspur,Dominic Solanke,dominic-solanke,D. Solanke,F,19,186,11267,M,Dom_Solanke,361420,EUR,874195200,F,19,19,False,7.0,2.0,,,0.0,,5.0,2.0,,,,,68.0,15.0,6.7,9.0,0.00115809,3,,2.0,4.0,8.0,3.0,,,1.0,,,,,,0.2645,,,3.0,,,,2.0,,,,2.0,2.0,,2.0,,0.8503,1.0,,,1.0,,,,,
12436544,away,Tottenham Hotspur,Mathys Tel,mathys-tel,M. Tel,F,11,183,11348,M,m.tel14,1048888,EUR,1114560000,F,11,11,False,12.0,8.0,1.0,1.0,0.0,1.0,2.0,12.0,5.0,,,,68.0,31.0,6.6,11.0,0.106183,1,,7.0,,2.0,7.0,4.0,3.0,,1.0,1.0,2.0,1.0,,0.0786,,,,,,,2.0,,2.0,,1.0,,2.0,,,,,,,,,,,,1.0
12436544,away,Tottenham Hotspur,Pape Matar Sarr,pape-matar-sarr,P. M. Sarr,M,29,185,32679,M,pape,1002711,EUR,1031961600,M,29,29,True,17.0,16.0,,,0.0,11.0,11.0,7.0,1.0,,,,45.0,25.0,6.8,3.0,0.00505041,1,,5.0,,2.0,2.0,,,,,1.0,,,1.0,0.0407,,,1.0,,,2.0,1.0,,1.0,,,1.0,1.0,1.0,,0.0374,,,,,,,,,
12436544,away,Tottenham Hotspur,Dejan Kulusevski,dejan-kulusevski,D. Kulusevski,M,21,186,11735,M,dejan_k10,928124,EUR,956620800,M,21,21,True,7.0,5.0,,,0.0,3.0,4.0,3.0,3.0,,,,45.0,17.0,6.4,5.0,0.00113625,1,,2.0,,3.0,3.0,2.0,1.0,,1.0,,2.0,,2.0,0.0222,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
12436544,away,Tottenham Hotspur,Richarlison,richarlison,Richarlison,F,9,184,44707,M,Richarlison,840217,EUR,863222400,F,9,9,True,2.0,2.0,,,0.0,1.0,1.0,1.0,,,,,22.0,4.0,6.6,,0.0166351,0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
12436544,away,Tottenham Hotspur,Wilson Odobert,wilson-odobert,W. Odobert,F,28,182,4519,M,,1142679,EUR,1101600000,F,28,28,True,9.0,7.0,,,0.0,2.0,3.0,7.0,,,,,22.0,14.0,6.5,5.0,0.00644038,0,,5.0,1.0,2.0,1.0,,,,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,
12436544,away,Tottenham Hotspur,Antonín Kinský,antonin-kinsky,A. Kinský,G,31,190,3150,M,,1031251,EUR,1047513600,G,31,31,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436544,away,Tottenham Hotspur,Pedro Porro,pedro-porro,P. Porro,D,23,173,10890,M,pedroporro29,913654,EUR,937180800,D,23,23,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436544,away,Tottenham Hotspur,Micky van de Ven,micky-van-de-ven,M. van de Ven,D,37,193,12526,M,mickyvdven,998247,EUR,987638400,D,37,37,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436544,away,Tottenham Hotspur,Cristian Romero,cristian-romero,C. Romero,D,17,185,37910,M,cutiromero2,829932,EUR,893635200,D,17,17,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436544,away,Tottenham Hotspur,Yves Bissouma,yves-bissouma,Y. Bissouma,M,8,181,19170,M,YB8,844842,EUR,841363200,M,8,8,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
