match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_interceptionWon,stat_fouls,stat_aerialLost,stat_totalTackle,stat_wonTackle,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_totalCross,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_penaltyConceded,stat_totalOffside,stat_bigChanceCreated,player_firstName,player_lastName,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon,stat_accurateCross,stat_lastManTackle,stat_bigChanceMissed,stat_hitWoodwork
13981472,home,Milan,Mike Maignan,mike-maignan,M. Maignan,G,16,190.0,15444,M,MMaignan,191210,EUR,804729600,G,16,16,False,True,37.0,17.0,24.0,5.0,0.0,14.0,19.0,3.0,18.0,1.0,1.0,2.0,9.0,1.0,4.0,1.0,6.0,1.0,90.0,51.0,8.0,21.0,0.00088119,0.871,0,1.8906,0.03,0.0,-0.07,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981472,home,Milan,Fikayo Tomori,fikayo-tomori,F. Tomori,D,23,185.0,7146,M,fikayotomori,788255,EUR,882489600,D,23,23,False,,26.0,25.0,,,0.0,19.0,20.0,6.0,6.0,1.0,1.0,4.0,2.0,,,,,,80.0,37.0,6.5,2.0,0.00160677,,0,,-0.01,0.04,-0.09,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981472,home,Milan,Matteo Gabbia,matteo-gabbia,M. Gabbia,D,46,185.0,3401,M,,826195,EUR,940464000,D,46,46,False,,24.0,22.0,3.0,1.0,0.0,16.0,16.0,6.0,8.0,1.0,2.0,3.0,1.0,,,,,,90.0,30.0,6.5,2.0,0.00102237,,0,,0.04,0.02,-0.1,,2.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981472,home,Milan,Strahinja Pavlović,strahinja-pavlovic,S. Pavlović,D,31,194.0,8727,M,strahinjapavlovic,965893,EUR,990662400,D,31,31,False,,40.0,37.0,3.0,,0.0,28.0,30.0,9.0,10.0,1.0,3.0,3.0,2.0,,,,,,90.0,55.0,6.9,7.0,0.070869,,1,,0.33,0.15,-0.07,,1.0,1.0,,,1.0,,1.0,1.0,1.0,3.0,1.0,0.2292,1.0,-0.28,,,,,,,,,,,,,,,,,,,,,
13981472,home,Milan,Alexis Saelemaekers,alexis-saelemaekers,A. Saelemaekers,M,56,180.0,7592,M,AS56,901891,EUR,930441600,M,56,56,False,,24.0,18.0,1.0,,0.0,12.0,17.0,6.0,7.0,,5.0,1.0,3.0,,,,,,68.0,37.0,7.7,9.0,0.0016996,,2,,-0.19,0.24,-0.01,,2.0,,,1.0,3.0,2.0,1.0,,,1.0,1.0,0.2916,,0.49,1.0,1.0,1.0,2.0,1.0,0.3644,,,,,,,,,,,,,,,
13981472,home,Milan,Youssouf Fofana,youssouf-fofana,Y. Fofana,M,19,185.0,6182,M,YFofana19_,945062,EUR,915926400,M,19,19,False,,16.0,15.0,,,1.0,8.0,9.0,7.0,7.0,,1.0,1.0,3.0,,,,,,80.0,24.0,6.8,3.0,0.270984,,1,,0.18,0.1,-0.05,,1.0,,,,1.0,1.0,,1.0,,1.0,,0.1236,1.0,-0.39,,1.0,,,,,,,,,,,,,,,,,,,
13981472,home,Milan,Luka Modrić,luka-modric,L. Modrić,M,14,173.0,354764,M,LModric10,15466,EUR,495072000,M,14,14,False,,58.0,53.0,13.0,10.0,0.0,28.0,30.0,25.0,28.0,,2.0,1.0,7.0,,,,,,90.0,72.0,7.1,7.0,0.0166135,,1,,0.17,0.31,-0.12,,2.0,5.0,,1.0,1.0,,,,2.0,,,0.0166,1.0,-0.13,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,
13981472,home,Milan,Adrien Rabiot,adrien-rabiot,A. Rabiot,M,12,191.0,11335,M,adrienrabiot_25,250737,EUR,796867200,M,12,12,False,,37.0,31.0,2.0,1.0,0.0,21.0,22.0,10.0,15.0,1.0,3.0,1.0,7.0,,,,,,90.0,49.0,6.6,8.0,0.00742248,,0,,0.1,0.15,0.26,,6.0,1.0,3.0,1.0,1.0,,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
13981472,home,Milan,Pervis Estupiñán,pervis-estupinan,P. Estupiñán,D,2,175.0,14887,M,pervisestupinan,805465,EUR,885340800,M,2,2,False,,23.0,19.0,,,0.0,12.0,14.0,7.0,9.0,,,,2.0,,,,,,57.0,29.0,5.3,5.0,0.00360172,,0,,0.03,0.03,-0.36,,3.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,
13981472,home,Milan,Santiago Giménez,santiago-gimenez,S. Giménez,F,7,182.0,32556,M,sant.gimenez,892141,EUR,987552000,F,7,7,False,,14.0,8.0,,,0.0,5.0,6.0,3.0,8.0,,3.0,1.0,1.0,,,,,,69.0,21.0,6.4,8.0,0.00365408,,0,,-0.26,0.04,0.14,,4.0,,,2.0,1.0,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
