match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_bigChanceCreated,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_dispossessed,stat_accurateCross,stat_outfielderBlock,captain,stat_totalContest,stat_wonContest,stat_totalOffside,stat_goodHighClaim,stat_goals
14131886,home,AVS - Futebol SAD,Simão,,,simao,Simão,G,93,187,92,M,981817,EUR,738979200,G,93,93,False,31.0,22.0,14.0,5.0,0.0,18.0,18.0,4.0,13.0,1.0,1.0,12.0,2.0,2.0,1.0,90.0,37.0,7.3,9.0,0.00777373,0.5016,1.0,0,0.0327,0.14,0.01,0.18,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131886,home,AVS - Futebol SAD,Guillem Molina,,,guillem-molina,G. Molina,D,5,183,23,M,964173,EUR,957312000,D,5,5,False,23.0,15.0,5.0,3.0,0.0,5.0,10.0,10.0,13.0,,3.0,3.0,,,,75.0,45.0,6.4,14.0,0.0122444,,,0,,0.14,0.02,-0.14,,2.0,2.0,2.0,7.0,3.0,1.0,1.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,
14131886,home,AVS - Futebol SAD,Aderllan Santos,,,aderllan-santos,A. Santos,D,33,193,103,M,129617,EUR,608083200,D,33,33,False,41.0,33.0,8.0,3.0,0.0,23.0,27.0,10.0,14.0,,8.0,5.0,,,,90.0,62.0,7.4,9.0,0.00946765,,1.0,5,,0.1,0.1,0.77,,,3.0,5.0,4.0,8.0,1.0,,1.0,,,1.0,2.0,1.0,2.0,1.0,3.0,2.0,0.156,0.1548,-0.28,,,,,,,,,
14131886,home,AVS - Futebol SAD,Cristian Castro,Cristian Castro,,cristian-castro,C. Castro,D,42,192,155,M,1067320,EUR,980380800,D,42,42,False,44.0,37.0,10.0,4.0,0.0,29.0,30.0,8.0,14.0,,5.0,5.0,,,,90.0,58.0,6.6,11.0,0.0142081,,1.0,0,,0.21,0.05,-0.15,,,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,
14131886,home,AVS - Futebol SAD,Leonardo Rivas,,,leonardo-rivas,L. Rivas,D,12,177,133,M,988778,EUR,1007596800,D,12,12,False,32.0,23.0,7.0,1.0,0.0,8.0,10.0,15.0,22.0,1.0,7.0,5.0,,,,90.0,60.0,7.0,13.0,0.0407256,,1.0,2,,0.15,0.04,0.31,,2.0,1.0,2.0,2.0,4.0,,,,2.0,1.0,,1.0,1.0,,,,,0.0489,0.0349,-0.09,1.0,2.0,1.0,,,,,,
14131886,home,AVS - Futebol SAD,Jaume Grau,,,jaume-grau,J. G. Ciscar,M,15,183,72,M,838633,EUR,862790400,M,15,15,False,32.0,24.0,3.0,1.0,0.0,14.0,17.0,10.0,15.0,,3.0,6.0,,,,90.0,49.0,6.8,10.0,0.0051448,,,0,,-0.04,0.17,0.36,,,2.0,1.0,7.0,5.0,1.0,3.0,1.0,,3.0,,,,,,4.0,2.0,,,,,,,True,1.0,,,,
14131886,home,AVS - Futebol SAD,Ángel Algobia,,,angel-algobia,Á. Algobia,M,27,186,39,M,966219,EUR,930096000,M,27,27,False,13.0,12.0,2.0,1.0,0.0,2.0,2.0,10.0,11.0,,5.0,1.0,,,,65.0,24.0,7.2,2.0,0.0120169,,,0,,0.13,0.05,0.29,,,,2.0,1.0,5.0,,1.0,1.0,,1.0,,,,,,2.0,1.0,,,,,,1.0,,1.0,1.0,,,
14131886,home,AVS - Futebol SAD,Diogo Spencer,,,diogo-spencer,D. Spencer,D,82,178,353,M,1120043,EUR,1082160000,M,2,2,False,16.0,11.0,1.0,,0.0,4.0,5.0,7.0,11.0,,2.0,2.0,,,,65.0,27.0,6.8,9.0,0.0134345,,,0,,-0.17,0.08,0.34,,1.0,,,1.0,3.0,,,1.0,2.0,,,,,,,1.0,1.0,,,,1.0,,1.0,,,,,,
14131886,home,AVS - Futebol SAD,Rafael Barbosa,,,rafael-barbosa,R. Barbosa,M,27,170,124,M,823128,EUR,828057600,M,10,10,False,15.0,12.0,2.0,1.0,0.0,6.0,6.0,6.0,9.0,1.0,,2.0,,,,75.0,30.0,6.5,11.0,0.363805,,5.0,0,,0.28,0.01,-0.11,,10.0,,1.0,4.0,2.0,1.0,1.0,2.0,,3.0,,,,,,,,,,,,4.0,,,1.0,1.0,,,
14131886,home,AVS - Futebol SAD,Babatunde Akinsola,,,akinsola-babatunde,B. Akinsola,F,11,175,163,M,1133063,EUR,1047254400,M,11,11,False,21.0,13.0,5.0,3.0,0.0,4.0,6.0,9.0,15.0,,1.0,5.0,,,,90.0,47.0,6.7,24.0,0.0373341,,,2,,0.22,0.44,-0.01,,3.0,1.0,1.0,8.0,6.0,1.0,,8.0,3.0,1.0,1.0,1.0,1.0,,,1.0,1.0,0.1239,0.2991,-0.54,2.0,,,,4.0,1.0,1.0,,
