match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,captain,stat_challengeLost,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,stat_totalContest,stat_wonContest,stat_totalOffside,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_blockedScoringAttempt,stat_goals,stat_lastManTackle,stat_bigChanceMissed,stat_hitWoodwork
14109737,home,Fatih Karagümrük,David Datro Fofana,,,david-datro-fofana,D. D. Fofana,F,15,181.0,7863,M,1090458,EUR,1040515200,F,19,19,False,19.0,18.0,2.0,2.0,0.0,6.0,6.0,12.0,13.0,4.0,1.0,17.0,7.0,1.0,5.0,,,,,90.0,48.0,7.2,13.0,0.015607,195.00243956726,19.0,73.605,27.09,,4,,0.03,0.32,0.14,,1.0,3.0,,,1.0,,1.0,,3.0,44.399269300475,2.0,1.0,,1.0,,0.6036,0.47,,12.0,5.0,,,1.0,0.2753,datro_9,3.0,1.0,,,
14109737,home,Fatih Karagümrük,Baris Kalayci,Baris Kalayci,,baris-kalayci,B. Kalaycı,F,72,175.0,76,M,1534046,EUR,1125360000,F,72,72,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,,,,,11.0,8.0,6.6,2.0,2.67e-05,,,,,,0,,-0.01,,0.14,,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14109737,home,Fatih Karagümrük,Anıl Yiğit Çınar,Anil Yigit Cinar,,anil-yigit-cinar,A. Y. Çınar,D,94,193.0,44,M,1198959,EUR,1057795200,D,94,94,True,2.0,2.0,1.0,1.0,0.0,,,2.0,2.0,,,,,1.0,,,,,,11.0,3.0,6.4,,0.0079083,,,,,,0,,0.15,,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109737,home,Fatih Karagümrük,Tarik Bugra Kalpakli,,,tarik-bugra-kalpakli,T. B. Kalpaklı,F,20,,69,M,2018983,EUR,1238976000,F,20,20,True,2.0,1.0,1.0,,0.0,1.0,2.0,,,1.0,,3.0,,,,,,,,8.0,4.0,6.3,1.0,7.901e-05,4.3928687665351,1.0,-2.94,-2.94,,0,,-0.01,-0.03,-0.09,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
14109737,home,Fatih Karagümrük,Kerem Yandal,Kerem Yandal,,kerem-yandal,K. Yandal,G,96,197.0,10,M,1634332,EUR,1147132800,G,96,96,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109737,home,Fatih Karagümrük,Muhammed Kadıoğlu,,,muhammed-kadioglu,M. Kadioglu,D,32,187.0,29,M,2044133,EUR,1167609600,D,32,32,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109737,home,Fatih Karagümrük,Nikoloz Ugrekhelidze,,,nikoloz-ugrekhelidze,N. Ugrekhelidze,D,27,190.0,85,M,1006105,EUR,1060905600,D,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109737,home,Fatih Karagümrük,Burhan Ersoy,,,burhan-ersoy,B. Ersoy,D,24,187.0,41,M,1640309,EUR,1055462400,M,24,24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109737,home,Fatih Karagümrük,Alper Demirol,Alper Demirol,,alper-demirol,A. Demirol,M,21,184.0,93,M,1145695,EUR,1033430400,M,34,34,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109737,home,Fatih Karagümrük,Andre Gray,,,andre-gray,A. Gray,F,45,178.0,272,M,73951,EUR,677894400,F,91,91,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109737,home,Fatih Karagümrük,Ahmet Sivri,,,ahmet-sivri,A. Sivri,F,17,185.0,31,M,941378,EUR,931219200,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109737,away,Kocaelispor,Aleksandar Jovanović,,,aleksandar-jovanovic,A. Jovanović,G,1,191.0,617,M,800971,EUR,723600000,G,1,1,False,19.0,17.0,5.0,3.0,0.0,14.0,15.0,3.0,4.0,,,,,,9.0,1.0,1.0,1.0,,90.0,27.0,6.5,3.0,0.00064114,79.371921513762,11.0,51.87,10.815,0.0596,0,-0.2627,0.05,0.01,-0.05,-0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109737,away,Kocaelispor,Anfernee Dijksteel,,,anfernee-dijksteel,A. Dijksteel,D,2,183.0,244,M,869199,EUR,846374400,D,2,2,False,66.0,60.0,5.0,4.0,0.0,37.0,40.0,23.0,26.0,1.0,2.0,3.0,6.0,3.0,5.0,,,,,90.0,85.0,7.6,9.0,0.0470267,174.3482556168,23.0,81.9,16.38,,0,,0.08,0.18,0.59,,1.0,1.0,1.0,2.0,4.0,2.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,
14109737,away,Kocaelispor,Botond Balogh,,,botond-balogh,B. Balogh,D,5,189.0,1287,M,983510,EUR,1023321600,D,5,5,False,72.0,69.0,4.0,4.0,0.0,50.0,51.0,19.0,21.0,,2.0,3.0,5.0,5.0,4.0,,,,,72.0,83.0,7.0,4.0,0.00926463,236.25666968374,34.0,148.89,17.01,,1,,0.2,0.12,-0.09,,1.0,,,1.0,2.0,,,1.0,2.0,,,,,1.0,1.0,0.0085,-0.06,,,,,,,,,,,,,
14109737,away,Kocaelispor,Hrvoje Smolčić,,,hrvoje-smolcic,H. Smolčić,D,6,181.0,720,M,974582,EUR,966470400,D,6,6,False,108.0,97.0,11.0,6.0,1.0,44.0,45.0,53.0,63.0,1.0,2.0,6.0,10.0,2.0,8.0,,,,,90.0,128.0,8.1,14.0,0.280884,598.63697534941,57.0,414.015,34.755,,2,,0.44,0.31,0.14,,1.0,,1.0,2.0,4.0,2.0,1.0,1.0,1.0,192.67223214955,8.0,2.0,,3.0,,0.133,0.06,,4.0,3.0,,1.0,1.0,0.2698,,1.0,,,1.0,
14109737,away,Kocaelispor,Massadio Haïdara,,,massadio-haidara,M. Haïdara,D,21,179.0,604,M,143344,EUR,723254400,D,21,21,False,55.0,46.0,4.0,1.0,0.0,12.0,13.0,34.0,42.0,,1.0,3.0,6.0,1.0,3.0,,,,,90.0,88.0,7.0,21.0,0.133565,201.20246768131,21.0,120.12,21.0,,0,,0.31,0.21,-0.15,,11.0,,,,3.0,2.0,2.0,2.0,1.0,32.646974527336,2.0,,True,,,,,3.0,2.0,,1.0,,,,,,,,,
14109737,away,Kocaelispor,Habib Keita,Habib Keita,,habib-keita,H. Keita,M,8,182.0,539,M,1082953,EUR,1012867200,M,8,8,False,41.0,37.0,1.0,1.0,0.0,11.0,13.0,26.0,28.0,,2.0,5.0,8.0,1.0,6.0,,,,,85.0,55.0,7.0,6.0,0.114868,144.87569743683,16.0,81.375,19.11,,1,,0.08,0.23,-0.18,,1.0,,,1.0,4.0,3.0,,2.0,,,,,,4.0,1.0,0.0104,-0.07,,1.0,,,,,,,,,,,
14109737,away,Kocaelispor,Show,,,show,Show,M,14,180.0,737,M,933115,EUR,920678400,M,14,14,False,33.0,30.0,,,0.0,17.0,18.0,13.0,15.0,,1.0,1.0,3.0,,6.0,,,,,72.0,41.0,6.7,5.0,0.00782901,66.2906616293,11.0,14.175,10.29,,1,,-0.01,0.1,-0.02,,,,1.0,1.0,2.0,1.0,2.0,,1.0,,,1.0,,,1.0,0.0313,0.01,,,,,,,,,,,,,
14109737,away,Kocaelispor,Karol Linetty,,,karol-linetty,K. Linetty,M,10,176.0,2100,M,189135,EUR,791683200,M,10,10,False,42.0,38.0,1.0,1.0,0.0,7.0,7.0,31.0,35.0,,2.0,4.0,6.0,,1.0,,,,,90.0,64.0,6.8,15.0,0.195077,170.49861545611,23.0,122.745,13.44,,3,,0.14,0.34,-0.03,,7.0,,,2.0,2.0,2.0,4.0,3.0,4.0,15.31026482462,1.0,1.0,,,1.0,0.1602,-0.53,1.0,,,,1.0,2.0,0.5034,,,,,,
14109737,away,Kocaelispor,Daniel Agyei,,,daniel-agyei,D. Agyei,F,7,183.0,368,M,793227,EUR,865123200,F,7,7,False,27.0,24.0,,,0.0,7.0,7.0,17.0,20.0,1.0,3.0,5.0,7.0,,4.0,,,,,90.0,48.0,6.6,14.0,0.0224417,255.47556435354,22.0,140.595,30.555,,4,,-0.5,0.47,-0.09,,5.0,2.0,,,1.0,,4.0,1.0,,153.84205709439,8.0,,,2.0,4.0,0.0989,-0.54,,2.0,2.0,,,,,,,,,,1.0
14109737,away,Kocaelispor,Serdar Dursun,,,serdar-dursun,S. Dursun,F,19,190.0,1064,M,123917,EUR,687830400,F,19,19,False,12.0,11.0,1.0,1.0,0.0,5.0,5.0,6.0,7.0,1.0,,3.0,,1.0,1.0,,,,,68.0,15.0,6.3,2.0,0.0831479,7.5891514619011,2.0,4.725,3.78,,1,,-0.31,0.0,0.0,,,,,,,,,,1.0,,,3.0,,,,0.2353,0.04,,1.0,,,,,,,1.0,,,1.0,
14109737,away,Kocaelispor,Tayfur Bingöl,,,tayfur-bingol,T. Bingöl,M,75,180.0,459,M,255957,EUR,726710400,F,75,75,False,38.0,29.0,1.0,1.0,0.0,5.0,6.0,24.0,32.0,2.0,3.0,5.0,8.0,2.0,3.0,,,,,90.0,61.0,6.7,17.0,0.25315,162.6995710803,18.0,55.44,20.475,,1,,0.07,0.32,-0.01,,2.0,2.0,,,3.0,,5.0,1.0,2.0,44.566827697985,2.0,3.0,,,,0.0436,-0.25,1.0,1.0,1.0,1.0,,1.0,0.1469,,,,,,
14109737,away,Kocaelispor,Bruno Petković,,,bruno-petkovic,B. Petković,F,9,192.0,6171,M,309306,EUR,779673600,F,9,9,True,8.0,4.0,,,0.0,1.0,1.0,3.0,7.0,1.0,,1.0,1.0,,,,,,,22.0,12.0,7.4,4.0,0.00205169,33.412429550102,4.0,2.205,8.085,,1,,-0.37,0.29,-0.01,,,,,,,,,,,,,,,,,0.7818,0.51,,1.0,1.0,,,1.0,0.9585,brunopetkovic,,1.0,,,
14109737,away,Kocaelispor,Darko Churlinov,,,darko-churlinov,D. Churlinov,M,17,180.0,491,M,876345,EUR,963273600,F,17,17,True,7.0,4.0,1.0,1.0,0.0,,,4.0,7.0,1.0,,1.0,2.0,,,,,,,18.0,17.0,6.6,9.0,0.00876562,76.493326904462,6.0,21.84,14.91,,1,,0.06,0.06,-0.01,,4.0,,,,,,2.0,,,15.551350423677,1.0,,,,1.0,0.0612,0.0,,2.0,2.0,,,,,,,,,,
14109737,away,Kocaelispor,Rigoberto Rivas,,,rigoberto-rivas,R. Rivas,M,99,178.0,347,M,837742,EUR,901843200,F,99,99,True,18.0,15.0,1.0,,0.0,6.0,7.0,9.0,11.0,,1.0,1.0,4.0,,2.0,,,,,18.0,30.0,6.9,7.0,0.0332496,75.302428633058,9.0,38.955,12.915,,0,,0.09,0.08,0.16,,4.0,1.0,,,1.0,1.0,,1.0,,9.6759669284263,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,
14109737,away,Kocaelispor,Furkan Gedik,,,furkan-gedik,F. Gedik,F,18,,41,M,1129463,EUR,1026432000,F,18,18,True,1.0,,,,0.0,,,,1.0,1.0,1.0,2.0,1.0,,,,,,,13.0,5.0,6.5,3.0,,5.4342086820438,1.0,1.68,1.68,,0,,-0.04,-0.01,0.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109737,away,Kocaelispor,Gökhan Değirmenci,,,gokhan-degirmenci,G. Değirmenci,G,35,184.0,46,M,60317,EUR,606441600,G,35,35,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109737,away,Kocaelispor,Muharrem Cinan,,,muharrem-cinan,M. Cinan,D,3,179.0,33,M,957582,EUR,895017600,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109737,away,Kocaelispor,Oleksandr Syrota,,,oleksandr-syrota,O. Syrota,D,34,193.0,158,M,976367,EUR,960681600,D,34,34,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109737,away,Kocaelispor,Tarkan Serbest,,,tarkan-serbest,T. Serbest,D,15,184.0,53,M,164099,EUR,767836800,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109737,away,Kocaelispor,Samet Yalçın,,,samet-yalcin,S. Yalçın,M,23,180.0,46,M,789102,EUR,762652800,M,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109737,away,Kocaelispor,Joseph Nonge,Joseph Nonge Boende,,joseph-nonge-boende,J. Nonge,M,98,184.0,698,M,1149138,EUR,1116115200,M,98,98,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
