match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_outfielderBlock,stat_wonTackle,stat_fouls,stat_challengeLost,stat_dispossessed,captain,stat_onTargetScoringAttempt,stat_accurateCross,stat_blockedScoringAttempt,stat_totalOffside,stat_keyPass,player_sofascoreId,stat_goodHighClaim,stat_shotOffTarget,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed
11451118,home,Alanyaspor,Yusuf Karagöz,Yusuf Karagoz,,yusuf-karagoz,Y. Karagöz,G,99,195,33,M,1133582,EUR,939081600,G,99,99,False,41.0,26.0,20.0,5.0,24.0,27.0,2.0,14.0,3.0,14.0,4.0,6.0,2.0,2.0,2.0,90.0,59.0,7.8,16.0,0.0,0.0,0.00192496,0,0.7523,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451118,home,Alanyaspor,Loide Augusto,Loide Augusto,,loide-augusto,L. Augusto,M,50,183,1033,M,1110708,EUR,951523200,D,27,27,False,29.0,28.0,1.0,1.0,15.0,15.0,13.0,16.0,,4.0,,,,,,80.0,48.0,7.1,5.0,0.0,0.0,0.0137935,0,,2.0,1.0,1.0,8.0,4.0,3.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11451118,home,Alanyaspor,Furkan Bayır,,,furkan-bayir,F. Bayır,D,23,188,77,M,1003161,EUR,950054400,D,4,4,False,41.0,29.0,12.0,4.0,25.0,29.0,4.0,12.0,8.0,4.0,,,,,,90.0,57.0,7.0,13.0,0.0,0.0,0.0163277,0,,,1.0,4.0,5.0,,,,3.0,,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,
11451118,home,Alanyaspor,Fidan Aliti,,,fidan-aliti,F. Aliti,D,5,182,320,M,385296,EUR,749606400,D,5,5,False,51.0,42.0,10.0,4.0,33.0,38.0,9.0,13.0,3.0,10.0,,,,,,90.0,65.0,6.7,10.0,0.0,0.0,0.00558189,0,,,,2.0,4.0,1.0,,,2.0,,2.0,,,2.0,1.0,,,,,,,,,,,,,,
11451118,home,Alanyaspor,Yusuf Özdemir,Yusuf Ozdemir,,yusuf-ozdemir,Y. Özdemir,M,88,181,157,M,1084884,EUR,979084800,D,88,88,False,32.0,18.0,5.0,2.0,11.0,17.0,7.0,16.0,1.0,2.0,,,,,,90.0,60.0,6.2,26.0,0.0,0.0,0.00529671,0,,1.0,2.0,10.0,5.0,1.0,,1.0,2.0,1.0,1.0,2.0,,,5.0,1.0,2.0,,,,,,,,,,,,
11451118,home,Alanyaspor,Efecan Karaca,,,efecan-karaca,E. Karaca,M,7,166,109,M,60510,EUR,627177600,M,7,7,False,22.0,17.0,2.0,1.0,3.0,4.0,14.0,20.0,1.0,6.0,,,,,,90.0,41.0,6.5,13.0,0.0,0.0,0.0167944,0,,2.0,,8.0,4.0,4.0,1.0,1.0,,1.0,3.0,,1.0,,2.0,2.0,1.0,True,,,,,,,,,,,
11451118,home,Alanyaspor,Richard,,,richard-candido,Richard,M,36,191,349,M,897617,EUR,761529600,M,25,25,False,36.0,24.0,3.0,,14.0,16.0,10.0,20.0,1.0,4.0,,,,,,90.0,51.0,7.2,12.0,0.0824,0.2193,0.00747319,1,,,,2.0,5.0,1.0,1.0,2.0,4.0,,,,1.0,4.0,1.0,1.0,,,1.0,,,,,,,,,,
11451118,home,Alanyaspor,Nicolas Janvier,,,nicolas-janvier,N. Janvier,M,17,171,91,M,802150,EUR,902793600,M,17,17,False,51.0,46.0,7.0,5.0,23.0,23.0,23.0,30.0,1.0,6.0,,,,,,90.0,62.0,7.2,10.0,0.0,0.0,0.0224707,0,,2.0,1.0,,5.0,1.0,1.0,1.0,3.0,2.0,,,,1.0,,,,,,,,,,,,,,,
11451118,home,Alanyaspor,Carlos Eduardo,,,carlos-eduardo,Carlos Eduardo,F,96,173,354,M,795295,EUR,844905600,M,28,28,False,14.0,9.0,3.0,3.0,4.0,5.0,6.0,11.0,,3.0,,,,,,68.0,30.0,6.4,10.0,0.0216,0.0,0.0147135,1,,2.0,1.0,7.0,6.0,,,,2.0,,3.0,,,1.0,1.0,3.0,3.0,,,1.0,1.0,1.0,,,,,,,
11451118,home,Alanyaspor,João Novais,,,joao-novais,J. Novais,M,7,183,160,M,233370,EUR,742262400,F,10,10,False,12.0,8.0,,,1.0,1.0,8.0,14.0,,2.0,,,,,,73.0,19.0,6.7,9.0,0.0,0.0,0.0543909,0,,3.0,1.0,3.0,1.0,1.0,,,,1.0,,1.0,,,1.0,,,,,1.0,,,2.0,,,,,,
