match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,captain,stat_aerialLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_fouls,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_challengeLost,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals
12437657,home,Mallorca,Dominik Greif,dominik-greif,D. Greif,G,1,197.0,925,M,791046,EUR,860284800,G,1,1,False,38.0,23.0,22.0,7.0,0.0,18.0,21.0,5.0,17.0,1.0,1.0,13.0,1.0,1.0,2.0,90.0,48.0,6.9,15.0,0.00338228,0,-0.3059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437657,home,Mallorca,Pablo Maffeo,pablo-maffeo,P. Maffeo,D,23,173.0,2206,M,788216,EUR,868665600,D,23,23,False,18.0,15.0,5.0,4.0,0.0,7.0,7.0,9.0,14.0,,10.0,6.0,5.0,,,89.0,52.0,7.5,12.0,0.0672532,1,,3.0,1.0,6.0,3.0,5.0,2.0,1.0,4.0,1.0,2.0,3.0,2.0,0.047,1.0,,,,,,,,,,,,,,,,,,,,
12437657,home,Mallorca,Antonio Raíllo,antonio-raillo,A. Raíllo,D,21,186.0,793,M,807116,EUR,686880000,D,21,21,False,40.0,37.0,2.0,1.0,0.0,24.0,25.0,13.0,15.0,7.0,10.0,3.0,1.0,,,90.0,55.0,7.5,3.0,0.00973274,3,,,,4.0,,,,1.0,9.0,,,2.0,2.0,0.0887,,True,1.0,1.0,1.0,3.0,0.4454,,,,,,,,,,,,,,
12437657,home,Mallorca,José Copete,jose-copete,J. Copete,D,3,190.0,437,M,913695,EUR,939513600,D,6,6,False,37.0,30.0,3.0,1.0,0.0,23.0,26.0,7.0,11.0,,4.0,1.0,2.0,,,90.0,49.0,6.9,7.0,0.0016443,0,,,,1.0,,1.0,1.0,,4.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
12437657,home,Mallorca,Johan Mojica,johan-mojica,J. Mojica,D,22,185.0,3950,M,344847,EUR,714355200,D,22,22,False,31.0,23.0,7.0,2.0,0.0,10.0,13.0,14.0,22.0,,6.0,5.0,,,,90.0,65.0,6.5,21.0,0.0908087,3,,4.0,1.0,7.0,1.0,5.0,3.0,2.0,,,1.0,3.0,1.0,0.1622,1.0,,1.0,,1.0,,,,,3.0,1.0,4.0,,,,,,,,,
12437657,home,Mallorca,Omar Mascarell,omar-mascarell,O. Mascarell,M,5,181.0,553,M,255999,EUR,728611200,M,5,5,False,34.0,29.0,3.0,,0.0,16.0,16.0,13.0,18.0,1.0,3.0,6.0,2.0,,,73.0,41.0,5.8,7.0,0.0113009,0,,,,6.0,,1.0,,,,,1.0,,,,,,,,,3.0,,,,2.0,,1.0,,,,,,,,,
12437657,home,Mallorca,Samú Costa,samuel-costa,S. Costa,M,12,183.0,1427,M,988351,EUR,975283200,M,12,12,False,46.0,36.0,2.0,1.0,0.0,21.0,21.0,16.0,26.0,5.0,12.0,3.0,2.0,,,90.0,67.0,7.0,15.0,0.0597631,3,,1.0,1.0,8.0,2.0,3.0,1.0,1.0,4.0,,,5.0,4.0,0.269,,,,1.0,1.0,1.0,0.2901,,,3.0,,1.0,,,,,,,,,
12437657,home,Mallorca,Robert Navarro,robert-navarro,R. Navarro,M,23,178.0,940,M,944165,EUR,1018569600,M,27,27,False,27.0,23.0,1.0,,0.0,7.0,7.0,17.0,22.0,,6.0,6.0,,,,74.0,53.0,7.3,13.0,0.116076,0,,2.0,1.0,6.0,2.0,5.0,3.0,,,,2.0,3.0,3.0,,3.0,,1.0,,,1.0,,,,,,3.0,1.0,,,,,,,,
12437657,home,Mallorca,Dani Rodríguez,dani-rodriguez,D. Rodríguez,M,9,177.0,524,M,349526,EUR,581558400,M,14,14,False,23.0,17.0,1.0,1.0,0.0,5.0,7.0,14.0,21.0,1.0,7.0,1.0,2.0,,,90.0,45.0,7.3,12.0,0.140862,2,,5.0,2.0,8.0,,5.0,3.0,,2.0,1.0,1.0,1.0,1.0,0.111,2.0,,2.0,1.0,1.0,1.0,0.0303,,,3.0,,1.0,,1.0,,,,,,,
12437657,home,Mallorca,Sergi Darder,sergi-darder,S. Darder,M,10,180.0,979,M,110783,EUR,756518400,M,10,10,False,27.0,27.0,1.0,1.0,0.0,7.0,7.0,21.0,21.0,,1.0,4.0,,,,63.0,40.0,6.5,7.0,0.0774631,3,,1.0,1.0,7.0,1.0,4.0,1.0,1.0,,,,,,0.265,1.0,,,,2.0,2.0,,,,1.0,,1.0,,,1.0,,,,,,
