match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_gender,player_id,player_marketValueCurrency,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,player_lastName,player_height,player_dateOfBirthTimestamp,captain,stat_totalContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_duelWon,stat_dispossessed,stat_clearanceOffLine,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_ownGoals,stat_bigChanceCreated,stat_totalCross,stat_accurateCross,stat_wonContest,stat_wasFouled,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals
12388506,home,VfV Borussia 06 Hildesheim,Tommy Henze,Tommy Henze,tommy-henze,T. Henze,G,22,0,M,1908100,EUR,G,22,22,False,43.0,29.0,22.0,8.0,0.0,27.0,31.0,2.0,12.0,1.0,2.0,1.0,4.0,12.0,1.0,2.0,3.0,1.0,2.0,2.0,90.0,54.0,5.4,15.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12388506,home,VfV Borussia 06 Hildesheim,Hassan El-Saleh,Hassan,hassan-el-saleh,H. El-Saleh,M,23,4,M,842187,EUR,D,23,23,False,15.0,7.0,4.0,,0.0,4.0,8.0,3.0,7.0,2.0,3.0,,1.0,1.0,,,,,,,90.0,27.0,5.4,12.0,1.0,1,El-Saleh,175.0,853113600.0,True,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12388506,home,VfV Borussia 06 Hildesheim,Niklas Rauch,Niklas,niklas-rauch,N. Rauch,D,2,1,M,801079,EUR,D,2,2,False,33.0,20.0,11.0,2.0,0.0,14.0,19.0,6.0,14.0,,3.0,,7.0,5.0,,,,,,,90.0,54.0,7.0,16.0,,0,Rauch,186.0,848880000.0,,,,1.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,
12388506,home,VfV Borussia 06 Hildesheim,Yannik Schulze,Yannik,yannik-schulze,Y. Schulze,M,33,4,M,182485,EUR,D,33,33,False,36.0,25.0,9.0,4.0,0.0,20.0,25.0,5.0,11.0,,4.0,3.0,5.0,3.0,,,,,,,90.0,50.0,5.1,13.0,,1,Schulze,186.0,791942400.0,,,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,
12388506,home,VfV Borussia 06 Hildesheim,Sean Redemann,Sean Redemann,sean-redemann,S. Redemann,D,4,0,M,1908095,EUR,D,4,4,False,34.0,28.0,7.0,4.0,0.0,23.0,27.0,5.0,7.0,1.0,2.0,1.0,3.0,5.0,,,,,,,77.0,45.0,6.0,7.0,,0,,,926812800.0,,,,3.0,1.0,2.0,,,,2.0,2.0,,,,,,,,,,,,,,
12388506,home,VfV Borussia 06 Hildesheim,Nikos Elfert,Nikos Elfert,nikos-elfert,N. Elfert,M,,1,M,1064035,EUR,D,17,17,False,11.0,6.0,2.0,1.0,0.0,3.0,4.0,3.0,7.0,,8.0,3.0,,2.0,,,,,,,63.0,38.0,6.2,17.0,2.0,0,,,986083200.0,,1.0,,2.0,4.0,3.0,4.0,,,3.0,2.0,,,,1.0,,,,,,,,,,
12388506,home,VfV Borussia 06 Hildesheim,Erhan Yilmaz,,erhan-yilmaz,E. Yilmaz,M,,5,M,340459,EUR,M,8,8,False,35.0,21.0,6.0,2.0,0.0,17.0,19.0,5.0,18.0,1.0,5.0,,,4.0,,,,,,,90.0,45.0,5.8,17.0,1.0,0,,175.0,776995200.0,,2.0,,,,2.0,2.0,,,,,2.0,,,,2.0,1.0,2.0,,,,,,,
12388506,home,VfV Borussia 06 Hildesheim,Yusuf Islam Akdas,Yusuf Islam,akdas-yusuf-islam,Y. I. Akdas,M,66,8,M,1214493,EUR,M,66,66,False,29.0,23.0,4.0,1.0,0.0,19.0,22.0,4.0,7.0,,3.0,1.0,1.0,5.0,,,,,,,78.0,40.0,6.8,7.0,,0,Akdas,178.0,873072000.0,,,,,1.0,4.0,,1.0,2.0,2.0,2.0,2.0,,,,,,,2.0,,,,,,
12388506,home,VfV Borussia 06 Hildesheim,Hady El Saleh,Hady,hady-el-saleh,H. E. Saleh,F,10,7,M,948136,EUR,M,10,10,False,17.0,14.0,,,0.0,8.0,11.0,6.0,7.0,1.0,2.0,1.0,,3.0,,,,,,,90.0,30.0,6.3,4.0,,2,El Saleh,171.0,787622400.0,,,2.0,1.0,,3.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,,
12388506,home,VfV Borussia 06 Hildesheim,Carlos Christel,Carlos Christel,carlos-christel,C. Christel,F,9,1,M,1908067,EUR,F,9,9,False,13.0,8.0,1.0,,0.0,2.0,4.0,6.0,9.0,,,,,,,,,,,,45.0,19.0,6.5,6.0,1.0,1,,,,,,1.0,,,2.0,,,,1.0,,,,,,,,,1.0,,,,,,
