match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_wonTackle,stat_fouls,stat_aerialWon,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_penaltyConceded,stat_punches,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_wasFouled,stat_totalCross,stat_unsuccessfulTouch,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_totalContest,stat_shotOffTarget,stat_totalOffside,stat_wonContest,stat_penaltyWon,player_sofascoreId,stat_blockedScoringAttempt,stat_bigChanceMissed
12764160,home,Ferencváros TC,Dénes Dibusz,denes-dibusz,D. Dibusz,G,90,188.0,864,M,75425,EUR,658713600,G,90,90,False,True,32.0,22.0,15.0,6.0,0.0,19.0,22.0,3.0,10.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,90.0,38.0,7.3,10.0,0.00065646,0,0.6013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764160,home,Ferencváros TC,Cebrail Makreckis,cebrail-makreckis,C. Makreckis,D,25,180.0,372,M,991090,EUR,957916800,D,25,25,False,,29.0,27.0,1.0,,0.0,14.0,14.0,13.0,15.0,1.0,,2.0,,1.0,,,,,,90.0,44.0,6.3,8.0,0.0370735,0,,,,8.0,3.0,3.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
12764160,home,Ferencváros TC,Ibrahim Cissé,ibrahim-cisse,I. Cissé,D,27,185.0,841,M,603740,EUR,830995200,D,27,27,False,,36.0,34.0,1.0,1.0,0.0,28.0,29.0,6.0,7.0,1.0,3.0,2.0,,,,,,,,87.0,42.0,7.1,2.0,0.00174369,1,,,,3.0,1.0,,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3385,0.8132,,,,,,,,,,,,,,,
12764160,home,Ferencváros TC,Stefan Gartenmann,stefan-gartenmann,S. Gartenmann,D,3,185.0,252,M,803671,EUR,854841600,D,3,3,False,,32.0,29.0,4.0,2.0,0.0,26.0,26.0,3.0,6.0,5.0,6.0,1.0,,2.0,,,,,,90.0,42.0,6.9,3.0,0.00078644,0,,,,3.0,,,1.0,1.0,1.0,3.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,
12764160,home,Ferencváros TC,Cristian Ramírez,cristian-ramirez,C. Ramírez,D,2,173.0,494,M,155778,EUR,776649600,D,99,99,False,,24.0,18.0,6.0,1.0,0.0,14.0,17.0,4.0,8.0,3.0,2.0,3.0,,1.0,,,,,,90.0,41.0,6.8,12.0,0.00220844,1,,,,4.0,1.0,,,1.0,2.0,,1.0,,,,,0.0303,0.0156,1.0,2.0,1.0,1.0,,,,,,,,,,,
12764160,home,Ferencváros TC,Habib Maïga,habib-maiga,H. Maïga,M,80,179.0,213,M,359246,EUR,820454400,M,80,80,False,,12.0,10.0,1.0,,0.0,4.0,5.0,6.0,7.0,2.0,4.0,2.0,,1.0,,,,,,90.0,22.0,6.8,4.0,0.01582,0,,,,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,1.0,,2.0,2.0,,,,,,,,,,
12764160,home,Ferencváros TC,Mohammad Abu Fani,mohammad-abu-fani,M. A. Fani,M,15,164.0,535,M,836849,EUR,893635200,M,15,15,False,,30.0,24.0,6.0,5.0,1.0,14.0,16.0,11.0,15.0,2.0,1.0,4.0,,1.0,,,,,,86.0,44.0,7.4,9.0,0.109984,0,,,,3.0,2.0,,3.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
12764160,home,Ferencváros TC,Matheus Saldanha,matheus-saldanha,M. Saldanha,F,90,185.0,1436,M,1018290,EUR,934934400,M,11,11,False,,9.0,9.0,1.0,1.0,0.0,2.0,2.0,7.0,7.0,5.0,,3.0,,3.0,,,,,,62.0,24.0,6.8,4.0,0.00367984,2,,,,5.0,,2.0,,3.0,2.0,,,,,,,0.0684,,,2.0,,1.0,,,,1.0,2.0,,,,,,
12764160,home,Ferencváros TC,Kady Borges,kady-borges,K. Borges,M,20,173.0,14779,M,1194442,EUR,830995200,M,10,10,False,,19.0,14.0,,,1.0,4.0,4.0,11.0,16.0,2.0,1.0,2.0,,2.0,,,,,,74.0,28.0,8.2,7.0,0.0522081,1,,,,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,0.082,0.1815,,,1.0,1.0,2.0,1.0,,,,,,,,,
12764160,home,Ferencváros TC,Adama Malouda Traoré,adama-malouda-traore,A. M. Traoré,M,20,177.0,1208,M,1172372,EUR,802310400,M,20,20,False,,15.0,12.0,3.0,2.0,0.0,4.0,5.0,8.0,11.0,1.0,1.0,4.0,,1.0,,,,,,90.0,27.0,6.8,6.0,0.0372144,1,,,,5.0,,,1.0,1.0,2.0,,,,,,,0.0248,,2.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,,
