match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_gender,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_jerseyNumber,captain,stat_aerialWon,stat_unsuccessfulTouch,stat_shotOffTarget,stat_keyPass,stat_totalOffside,stat_totalCross,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_accurateCross,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_hitWoodwork
10352171,home,FC Einheit Wernigerode,André Helmstedt,André Helmstedt,,andre-helmstedt,A. Helmstedt,G,176.0,1,1130542,EUR,540000000.0,G,1,1,False,32.0,14.0,23.0,5.0,11.0,12.0,3.0,20.0,1.0,1.0,7.0,1.0,4.0,6.0,90.0,41.0,4.1,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10352171,home,FC Einheit Wernigerode,Niclas Treu,,,niclas-treu,N. Treu,D,184.0,1,838653,EUR,852249600.0,D,23,23,False,16.0,7.0,5.0,1.0,5.0,11.0,2.0,5.0,,3.0,8.0,,,,90.0,41.0,5.4,15.0,0,M,6.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10352171,home,FC Einheit Wernigerode,Mika Hess,Mika Hess,,mika-hess,M. Hess,D,,0,1130555,EUR,908668800.0,D,16,16,False,13.0,8.0,7.0,3.0,6.0,8.0,2.0,5.0,,3.0,4.0,,,,90.0,21.0,4.8,6.0,0,M,,,1.0,,,4.0,1.0,,,,,2.0,16,,,,,,,,,,,,,,,,,
10352171,home,FC Einheit Wernigerode,Danny Wersig,,,danny-wersig,D. Wersig,M,185.0,1,316130,EUR,789523200.0,D,7,7,False,16.0,8.0,8.0,1.0,6.0,7.0,2.0,9.0,,3.0,2.0,,,,90.0,25.0,4.9,9.0,0,M,2.0,,,,,4.0,1.0,1.0,1.0,1.0,,3.0,7,True,1.0,,,,,,,,,,,,,,,
10352171,home,FC Einheit Wernigerode,Patrik Peszt,Patrik Peszt,,patrik-peszt,P. Peszt,D,188.0,0,1130561,EUR,717379200.0,D,25,25,False,12.0,7.0,5.0,2.0,5.0,9.0,2.0,3.0,,1.0,1.0,,,,90.0,21.0,5.1,6.0,0,M,,,1.0,,,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10352171,home,FC Einheit Wernigerode,Lucas Pillich,Lucas Pillich,,lucas-pillich,L. Pillich,D,,0,1391499,EUR,944265600.0,D,26,26,False,7.0,3.0,2.0,1.0,2.0,4.0,1.0,3.0,,2.0,1.0,,,,45.0,14.0,5.8,7.0,0,M,1.0,2.0,,,,,,,1.0,1.0,,,26,,,,,,,,,,,,,,,,,
10352171,home,FC Einheit Wernigerode,Jannis Lisowski,,,jannis-lisowski,J. Lisowski,M,,0,1082791,EUR,,M,9,9,False,1.0,,,,,1.0,,,2.0,7.0,1.0,,,,65.0,12.0,5.9,4.0,0,M,6.0,1.0,1.0,,,,,,3.0,3.0,3.0,3.0,9,,,2.0,,,,,,,,,,,,,,
10352171,home,FC Einheit Wernigerode,Moritz Singbeil,,,moritz-singbeil,M. Singbeil,D,,0,1131000,EUR,,M,3,3,False,10.0,5.0,2.0,1.0,3.0,6.0,2.0,4.0,2.0,3.0,1.0,,,,76.0,17.0,5.9,7.0,1,M,4.0,,,,,,,,1.0,1.0,1.0,1.0,3,,2.0,2.0,1.0,,,,,,,,,,,,,
10352171,home,FC Einheit Wernigerode,Maximilian Farwig,,,maximilian-farwig,M. Farwig,M,,2,991487,EUR,953510400.0,M,10,10,False,23.0,16.0,6.0,2.0,11.0,13.0,5.0,10.0,1.0,4.0,4.0,,,,90.0,30.0,5.9,7.0,0,M,4.0,1.0,,,,,,,4.0,3.0,,2.0,10,,,,,1.0,,,,,,,,,,,,
10352171,home,FC Einheit Wernigerode,Gino Dornte,,,gino-dornte,G. Dornte,D,,0,991256,EUR,,M,8,8,False,4.0,2.0,,,1.0,2.0,1.0,2.0,,1.0,,,,,45.0,8.0,6.1,6.0,0,M,,,1.0,,,,,,,,,,8,,,1.0,,,,,,,,,,,,,,
