match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_interceptionWon,captain,stat_shotOffTarget,stat_outfielderBlock,stat_keyPass,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist,stat_goals,stat_totalOffside,player_sofascoreId
11251075,home,Damac FC,Moustapha Zeghba,moustapha-zeghba,M. Zeghba,G,1,190,852,M,888378,EUR,659145600,G,30,30,False,28.0,11.0,18.0,1.0,11.0,12.0,16.0,1.0,7.0,1.0,1.0,1.0,1.0,90.0,36.0,6.6,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11251075,home,Damac FC,Abdullah Al-Hawsawi,abdullah-al-hawsawi,A. Al-Hawsawi,D,24,176,23,M,1127819,EUR,823132800,D,19,19,False,14.0,10.0,2.0,,4.0,4.0,13.0,,4.0,,,,,90.0,33.0,6.7,8.0,1,Abdullah Al-Hawsawi,,7.0,3.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,
11251075,home,Damac FC,Hassan Alshammrani,hassan-alshammrani,H. Alshammrani,D,,184,3,M,923016,EUR,679536000,D,40,40,False,13.0,8.0,1.0,1.0,5.0,9.0,4.0,2.0,3.0,,,,,80.0,28.0,6.1,9.0,0,,,3.0,,,3.0,,8.0,4.0,,2.0,3.0,1.0,,1.0,1.0,,2.0,1.0,2.0,,,,,,,,,,,,,
11251075,home,Damac FC,Farouk Chafaï,farouk-chafai,F. Chafaï,D,5,182,329,M,880083,EUR,646099200,D,15,15,False,16.0,13.0,3.0,2.0,8.0,9.0,7.0,7.0,2.0,,,,,90.0,33.0,7.5,3.0,2,,,5.0,,,2.0,,4.0,4.0,,,2.0,2.0,,1.0,1.0,,1.0,2.0,1.0,True,2.0,1.0,1.0,,,,,,,,,
11251075,home,Damac FC,Abdelkader Bedrane,abdelkader-bedrane,A. Bedrane,D,3,185,1163,M,906407,EUR,702172800,D,3,3,False,33.0,23.0,12.0,5.0,16.0,19.0,14.0,7.0,7.0,,,,,90.0,56.0,7.0,13.0,2,,,7.0,,,3.0,5.0,6.0,5.0,,,2.0,,,,,1.0,,1.0,5.0,,2.0,1.0,,,,,,,,,,
11251075,home,Damac FC,Dhari Al-Enezi,dhari-al-enezi,D. Al-Enezi,D,20,170,42,M,1214301,EUR,957571200,D,20,20,False,33.0,17.0,6.0,,9.0,16.0,17.0,1.0,5.0,,,,,80.0,54.0,6.4,20.0,0,Dhari Al-Enezi,,8.0,,,,,3.0,5.0,1.0,,3.0,2.0,,2.0,2.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,
11251075,home,Damac FC,El Arbi Hillel Soudani,el-arbi-hillel-soudani,E. A. Soudani,M,2,182,1269,M,173713,EUR,564796800,M,2,2,False,12.0,9.0,3.0,3.0,4.0,5.0,7.0,2.0,2.0,,,,,90.0,28.0,6.6,9.0,1,,,5.0,,,1.0,2.0,4.0,5.0,,1.0,3.0,1.0,,,,3.0,2.0,,1.0,,1.0,,,,,,,,,,,
11251075,home,Damac FC,Bader Munshi,bader-munshi,B. Munshi,M,16,178,9,M,1102071,EUR,929836800,M,16,16,False,22.0,18.0,5.0,4.0,11.0,12.0,10.0,,4.0,,,,,80.0,32.0,6.9,5.0,0,Bader Munshi,,7.0,,,,,2.0,3.0,,,2.0,1.0,,2.0,2.0,,,1.0,4.0,,,,,,,,,,,,,
11251075,home,Damac FC,Domagoj Antolić,domagoj-antolic,D. Antolić,M,8,180,103,M,67645,EUR,646704000,M,17,17,False,47.0,40.0,5.0,3.0,29.0,30.0,21.0,,5.0,,,,,90.0,57.0,7.1,11.0,0,,,12.0,4.0,1.0,,2.0,,4.0,,,,,,2.0,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,
11251075,home,Damac FC,Mansour Hamzi,mansour-hamzi,M. Hamzi,M,15,170,31,M,818581,EUR,738892800,M,7,7,False,22.0,20.0,3.0,3.0,12.0,12.0,10.0,,8.0,,,,,69.0,35.0,6.6,6.0,1,,,8.0,,,1.0,,6.0,4.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,3.0,,2.0,,,,1.0,,,,,,,,,
