match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,player_sofascoreId,captain,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_clearanceOffLine,stat_outfielderBlock,stat_fouls,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_errorLeadToAShot,stat_wasFouled,stat_penaltyConceded,stat_aerialLost,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyWon
12436905,home,Southampton,Alex McCarthy,,,alex-mccarthy,A. McCarthy,G,1,193,297,M,45502,EUR,628646400,G,1,1,False,32.0,21.0,26.0,15.0,0.0,8.0,9.0,13.0,23.0,2.0,2.0,1.0,10.0,1.0,4.0,1.0,5.0,1.0,90.0,47.0,7.7,12.0,0.002862,0,-0.2999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436905,home,Southampton,James Bree,,,james-bree,J. Bree,D,14,178,148,M,555406,EUR,881798400,D,14,14,False,45.0,40.0,4.0,1.0,1.0,20.0,21.0,21.0,28.0,1.0,4.0,3.0,4.0,,,,,,88.0,62.0,7.1,10.0,0.142689,1,,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0317,2.0,,,,,,,,,,,,,,,,,,,,
12436905,home,Southampton,Jan Bednarek,,,jan-bednarek,J. Bednarek,D,5,189,6978,M,286085,EUR,829267200,D,35,35,False,44.0,33.0,6.0,1.0,0.0,21.0,23.0,12.0,21.0,4.0,6.0,6.0,5.0,,,,,,90.0,61.0,7.8,12.0,0.00328432,1,,,,2.0,,,,,,1.0,,2.0,1.0,,0.2217,,janbednarek_,True,1.0,1.0,1.0,1.0,2.0,1.0,0.7074,,,,,,,,,,,
12436905,home,Southampton,Taylor Harwood-Bellis,,,taylor-harwood-bellis,T. Harwood-Bellis,D,6,185,1654,M,980637,EUR,1012348800,D,6,6,False,74.0,62.0,12.0,5.0,0.0,22.0,27.0,40.0,47.0,2.0,4.0,3.0,3.0,,,,,,90.0,84.0,6.9,12.0,0.0676493,2,,,,2.0,2.0,,,,,1.0,,2.0,,,0.2275,1.0,,,,2.0,,,,,0.4205,,,,,,,,,,,
12436905,home,Southampton,Kyle Walker-Peters,,,kyle-walker-peters,K. Walker-Peters,D,2,173,1504,M,823085,EUR,860889600,M,2,2,False,42.0,36.0,2.0,,0.0,10.0,10.0,26.0,35.0,2.0,5.0,1.0,7.0,,,,,,90.0,59.0,7.0,12.0,0.0317738,1,,3.0,,2.0,,1.0,1.0,,,,,2.0,,1.0,0.0306,2.0,,,2.0,,,,,,,1.0,,,,,,,,,,
12436905,home,Southampton,Lesley Ugochukwu,,,lesley-ugochukwu,L. Ugochukwu,M,8,188,5004,M,1048916,EUR,1080259200,M,26,26,False,42.0,37.0,1.0,,0.0,13.0,13.0,24.0,30.0,,7.0,1.0,4.0,,,,,,79.0,57.0,6.4,7.0,0.0194183,1,,1.0,,5.0,1.0,1.0,1.0,,1.0,1.0,,5.0,1.0,,0.0187,,l.ugochukwu8,,1.0,,,,,3.0,,,1.0,1.0,,,,,,,,
12436905,home,Southampton,Joe Aribo,,,joe-aribo,J. Aribo,M,18,183,1387,M,818073,EUR,837907200,M,7,7,False,61.0,58.0,2.0,2.0,0.0,26.0,26.0,32.0,35.0,,1.0,1.0,5.0,,,,,,88.0,69.0,6.2,5.0,0.0243896,0,,,,3.0,,2.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,
12436905,home,Southampton,Ryan Manning,Ryan,Manning,ryan-manning,R. Manning,D,3,172,451,M,328701,EUR,834710400,M,3,3,False,24.0,21.0,,,0.0,9.0,10.0,14.0,17.0,,2.0,1.0,,,,,,,60.0,38.0,6.7,8.0,0.0476069,0,,3.0,2.0,3.0,,2.0,,,,,,2.0,2.0,,,2.0,,,1.0,,,,1.0,,,,,,,,,,,,,
12436905,home,Southampton,Mateus Fernandes,,,mateus-fernandes,M. Fernandes,M,18,178,3830,M,1142562,EUR,1089417600,F,18,18,False,46.0,39.0,5.0,4.0,0.0,17.0,19.0,23.0,30.0,1.0,9.0,1.0,6.0,,,,,,90.0,69.0,7.4,13.0,0.10825,3,,3.0,1.0,6.0,1.0,5.0,4.0,,2.0,1.0,,3.0,2.0,2.0,0.144,1.0,,,1.0,1.0,,,,2.0,0.0184,,,1.0,,1.0,1.0,,,,,
12436905,home,Southampton,Paul Onuachu,,,paul-onuachu,P. Onuachu,F,30,201,6601,M,295123,EUR,770083200,F,32,32,False,22.0,17.0,1.0,1.0,0.0,7.0,7.0,10.0,15.0,8.0,13.0,4.0,2.0,,,,,,90.0,43.0,6.9,13.0,0.0638048,0,,,,9.0,,2.0,1.0,,,,,1.0,,2.0,,2.0,,,5.0,,,,,1.0,,,,3.0,,2.0,1.0,,,,,
