match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,player_firstName,player_lastName,stat_bigChanceMissed,stat_shotOffTarget,stat_challengeLost,stat_dispossessed,stat_errorLeadToAGoal,stat_totalOffside,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
10438095,home,Portimonense SAD,Kosuke Nakamura,kosuke-nakamura,K. Nakamura,G,23,185,357,M,155775,EUR,793843200,G,32,32,False,31.0,14.0,26.0,9.0,7.0,10.0,7.0,21.0,2.0,1.0,90.0,33.0,6.5,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438095,home,Portimonense SAD,Fahd Moufi,fahd-moufi,F. Moufi,D,18,179,913,M,801066,EUR,831254400,D,18,18,False,40.0,24.0,5.0,2.0,12.0,16.0,16.0,30.0,7.0,,90.0,89.0,7.4,25.0,0,True,6.0,4.0,1.0,4.0,4.0,10.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
10438095,home,Portimonense SAD,Park Ji-soo,park-ji-soo,P. Ji-soo,D,5,184,69,M,958647,EUR,771465600,D,23,23,False,56.0,45.0,11.0,5.0,31.0,35.0,14.0,21.0,9.0,,90.0,65.0,6.8,12.0,0,,,,,1.0,1.0,4.0,,,,3.0,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10438095,home,Portimonense SAD,Lucas Alves,lucas-alves,L. Alves,D,4,193,57,M,350160,EUR,711763200,D,4,4,False,52.0,45.0,8.0,3.0,41.0,42.0,4.0,10.0,2.0,,90.0,62.0,7.1,7.0,0,,,,2.0,2.0,3.0,3.0,,,,4.0,,1.0,,,,1.0,,3.0,,,,,,,,,,,,,,,,
10438095,home,Portimonense SAD,Filipe Relvas,filipe-relvas,F. Relvas,D,44,192,529,M,1131931,EUR,937785600,D,22,22,False,45.0,31.0,10.0,3.0,19.0,22.0,13.0,24.0,5.0,,90.0,68.0,6.3,21.0,1,,1.0,1.0,1.0,1.0,5.0,3.0,2.0,,,1.0,,2.0,1.0,3.0,,2.0,,,,,1.0,1.0,,,,,,,,,,,,
10438095,home,Portimonense SAD,Moustapha Seck,moustapha-seck,M. Seck,D,24,176,148,M,807292,EUR,825033600,D,14,14,False,10.0,5.0,1.0,1.0,,,5.0,16.0,4.0,,45.0,33.0,6.8,14.0,0,,6.0,,1.0,,3.0,5.0,2.0,1.0,,,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
10438095,home,Portimonense SAD,Zié Ouattara,zie-ouattara,Z. Ouattara,D,24,178,133,M,1005407,EUR,947376000,M,3,3,False,21.0,16.0,1.0,,1.0,2.0,16.0,25.0,5.0,,59.0,33.0,6.7,13.0,0,,6.0,1.0,,1.0,4.0,2.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,1.0,2.0,,,,,,,,,,
10438095,home,Portimonense SAD,Lucas Ventura,lucas-ventura,Lucas Ventura,M,25,180,163,M,879934,EUR,895536000,M,25,25,False,15.0,12.0,2.0,,8.0,11.0,4.0,4.0,2.0,,45.0,22.0,6.5,4.0,0,,,,,1.0,2.0,4.0,,,,,,1.0,1.0,,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,
10438095,home,Portimonense SAD,Mohamed Diaby,mohamed-diaby,M. Diaby,M,,188,46,M,892208,EUR,841708800,M,24,24,False,18.0,12.0,4.0,1.0,6.0,6.0,6.0,13.0,5.0,,45.0,34.0,6.6,12.0,1,,1.0,,,,7.0,6.0,3.0,1.0,,,3.0,3.0,2.0,2.0,2.0,4.0,,,,,,1.0,,1.0,,,,,,,,,,
10438095,home,Portimonense SAD,Yago Cariello,yago-cariello,Yago,F,99,185,310,M,1019266,EUR,933033600,F,99,99,False,8.0,6.0,,,2.0,2.0,4.0,6.0,,,66.0,15.0,6.7,6.0,0,,,,6.0,1.0,9.0,4.0,2.0,2.0,,,,,,3.0,1.0,3.0,2.0,,,,,,,1.0,,1.0,,,,,,,,
