match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialWon,stat_interceptionWon,player_firstName,player_lastName,player_sofascoreId,stat_challengeLost,stat_unsuccessfulTouch,stat_goalAssist,stat_bigChanceCreated,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside
10434143,home,Başakşehir FK,Muhammed Şengezer,muhammed-sengezer,M. Şengezer,G,16,185,461,M,827418,EUR,852422400,G,16,16,False,48.0,33.0,28.0,13.0,27.0,32.0,6.0,16.0,8.0,2.0,2.0,90.0,56.0,7.3,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434143,home,Başakşehir FK,Junior Caiçara,junior-caicara,J. Caiçara,D,5,173,101,M,128440,EUR,609638400,D,80,80,False,51.0,43.0,3.0,1.0,24.0,27.0,20.0,26.0,12.0,,,90.0,76.0,6.8,16.0,1,True,2.0,1.0,2.0,10.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,
10434143,home,Başakşehir FK,Youssouf Ndayishimiye,youssouf-ndayishimiye,Y. Ndayishimiye,D,55,183,1788,M,985934,EUR,909446400,D,55,55,False,60.0,53.0,5.0,4.0,35.0,40.0,18.0,21.0,3.0,,,90.0,71.0,7.3,8.0,0,,1.0,,2.0,3.0,4.0,,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,
10434143,home,Başakşehir FK,Ahmed Touba,ahmed-touba,A. Touba,D,5,190,4985,M,856216,EUR,889747200,D,59,59,False,55.0,51.0,6.0,4.0,33.0,35.0,18.0,20.0,4.0,,,90.0,65.0,6.9,5.0,0,,,,2.0,7.0,1.0,,1.0,1.0,,3.0,,,,4.0,,,4.0,,,Toubaahmed59,1.0,1.0,,,,,,,,
10434143,home,Başakşehir FK,Lucas Lima,lucas-lima,L. Lima,D,3,178,136,M,248529,EUR,687052800,D,60,60,False,67.0,59.0,7.0,5.0,25.0,30.0,35.0,39.0,6.0,,,90.0,90.0,8.3,11.0,0,,2.0,1.0,2.0,4.0,7.0,,,,,5.0,,1.0,1.0,1.0,4.0,5.0,,,,,1.0,2.0,2.0,1.0,1.0,,,,,
10434143,home,Başakşehir FK,Lucas Biglia,lucas-biglia,L. Biglia,M,,178,317,,17799,EUR,507427200,M,20,20,False,41.0,38.0,7.0,7.0,22.0,24.0,16.0,17.0,3.0,,,62.0,52.0,7.1,5.0,0,,,,1.0,2.0,3.0,1.0,,,,2.0,,2.0,,,,,2.0,,,,,1.0,,,1.0,,,,,
10434143,home,Başakşehir FK,Deniz Türüç,deniz-turuc,D. Türüç,M,9,175,290,M,252207,EUR,728265600,M,23,23,False,12.0,11.0,1.0,,3.0,3.0,9.0,10.0,2.0,,,45.0,21.0,6.3,6.0,0,,1.0,1.0,,4.0,,,2.0,,,,,,,3.0,,,,,,,,2.0,,,,,,,,
10434143,home,Başakşehir FK,Danijel Aleksić,danijel-aleksic,D. Aleksić,M,9,182,138,M,45377,EUR,672969600,M,8,8,False,39.0,32.0,,,17.0,19.0,15.0,20.0,3.0,,,90.0,47.0,7.0,9.0,2,,,,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,2.0,,,,1.0,,,,
10434143,home,Başakşehir FK,Berkay Özcan,berkay-ozcan,B. Özcan,M,8,178,156,M,806964,EUR,887500800,M,19,19,False,28.0,27.0,,,8.0,8.0,19.0,20.0,2.0,,,80.0,44.0,8.3,4.0,3,,,,1.0,3.0,6.0,1.0,4.0,3.0,,1.0,,2.0,1.0,,4.0,,1.0,,,,,1.0,,1.0,1.0,3.0,1.0,,,
10434143,home,Başakşehir FK,Nacer Chadli,nacer-chadli,N. Chadli,M,,187,416,M,32492,EUR,618019200,M,22,22,False,27.0,20.0,1.0,,8.0,11.0,12.0,16.0,4.0,,,62.0,37.0,6.9,13.0,3,,,,,6.0,1.0,2.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,2.0,3.0,,,,2.0,1.0,,,
