match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_shotOffTarget,stat_outfielderBlock,stat_lastManTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_aerialLost,stat_unsuccessfulTouch,stat_wonContest,stat_blockedScoringAttempt,stat_penaltyWon,stat_keyPass,stat_totalOffside,stat_bigChanceCreated,stat_penaltyFaced,stat_penaltyConceded,stat_hitWoodwork
11450061,home,Galatasaray,Mauro Icardi,mauro-icardi,M. Icardi,F,9,181,38623,M,MauroIcardi,233114,EUR,730080000,F,9,9,False,,25.0,18.0,1.0,,1.0,4.0,6.0,14.0,19.0,3.0,4.0,1.0,1.0,,,,,,,86.0,31.0,8.1,8.0,0.0541673,1,,4.0,,,,,,1.0,,1.0,,0.3967,,,,,1.0,1.0,0.6123,,,4.0,1.0,,,,4.0,1.0,,,,
11450061,home,Galatasaray,Wilfried Zaha,wilfried-zaha,W. Zaha,M,10,180,18594,M,wilfriedzaha,111850,EUR,721353600,F,14,14,True,,27.0,24.0,,,0.0,6.0,6.0,18.0,21.0,,8.0,1.0,5.0,,,,,,,67.0,53.0,7.1,15.0,0.0216769,2,,7.0,,,3.0,1.0,,,,3.0,2.0,0.1243,,,4.0,3.0,1.0,,0.3815,,,,7.0,2.0,1.0,,,,,,,
11450061,home,Galatasaray,Tanguy Ndombélé,tanguy-ndombele,T. Ndombélé,M,22,181,2703,M,,845486,EUR,851731200,M,91,91,True,,10.0,9.0,,,0.0,5.0,5.0,4.0,5.0,,,,,,,,,,,12.0,11.0,6.5,1.0,0.00398171,0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450061,home,Galatasaray,Hakim Ziyech,hakim-ziyech,H. Ziyech,M,30,181,61036,M,HZiyech,249437,EUR,732499200,M,22,22,True,,10.0,7.0,,,0.0,2.0,2.0,5.0,11.0,,1.0,,,,,,,,,12.0,17.0,6.6,8.0,0.0436515,0,,2.0,1.0,,,,,,,,,,3.0,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,,,,
11450061,home,Galatasaray,Tetê,tete,Tetê,F,21,175,4004,M,Tete,980327,EUR,950572800,F,20,20,True,,6.0,6.0,,,1.0,1.0,1.0,6.0,6.0,,1.0,,,,,,,,,12.0,10.0,7.3,1.0,0.17216,0,,1.0,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,2.0,,1.0,,,
11450061,home,Galatasaray,Carlos Vinícius,carlos-vinicius,C. Vinícius,F,95,190,7220,M,,891920,EUR,796089600,F,95,95,True,,,,,,0.0,,,,,,,,,,,,,,,4.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450061,home,Galatasaray,Günay Güvenç,gunay-guvenc,G. Güvenç,G,19,187,2987,M,,103457,EUR,677808000,G,19,19,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450061,home,Galatasaray,Ali Yeşilyurt,ali-yesilyurt,A. Yeşilyurt,D,58,192,558,M,,1149047,EUR,1122681600,D,58,58,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450061,home,Galatasaray,Eyüp Aydın,eyup-aydin,E. Aydın,M,5,181,1623,M,,1130115,EUR,1091404800,M,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450061,home,Galatasaray,Efe Akman,efe-akman,E. Akman,M,8,175,1340,M,,1215206,EUR,1142812800,M,83,83,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450061,home,Galatasaray,Gökdeniz Gürpüz,gokdeniz-gurpuz,G. Gürpüz,M,33,178,1645,M,,1417051,EUR,1140825600,M,33,33,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Gökdeniz Gürpüz,,,,,,,,,,,,
11450061,away,Çaykur Rizespor,Gökhan Akkan,gokhan-akkan,G. Akkan,G,22,188,109,M,,225012,EUR,788918400,G,23,23,False,True,24.0,11.0,18.0,5.0,0.0,8.0,13.0,3.0,11.0,,,,5.0,,3.0,4.0,,,,90.0,33.0,5.6,13.0,0.00195387,0,-1.8731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
11450061,away,Çaykur Rizespor,Taha Şahin,taha-sahin,T. Şahin,D,37,178,238,M,,1394729,EUR,972172800,D,37,37,False,,34.0,28.0,9.0,5.0,0.0,20.0,23.0,8.0,11.0,,,3.0,2.0,,,,,,,90.0,61.0,5.6,14.0,0.0160712,0,,3.0,,,,,,1.0,,,,,,,3.0,,,,,Taha Sahin,,,2.0,,,,,,,,,
11450061,away,Çaykur Rizespor,Husniddin Alikulov,alikulov-husniddin,H. Alikulov,D,2,186,2627,M,,1121174,EUR,923184000,D,2,2,False,,32.0,28.0,2.0,,0.0,25.0,26.0,3.0,6.0,3.0,4.0,5.0,6.0,,,,,,,90.0,43.0,5.8,4.0,0.0006362,0,,6.0,,1.0,1.0,,,1.0,,,2.0,,,,,,,,,,,5.0,,,,,,,,,,
11450061,away,Çaykur Rizespor,Emirhan Topçu,emirhan-topcu,E. Topçu,D,53,188,2617,M,,895009,EUR,971222400,D,53,53,False,,44.0,30.0,11.0,4.0,0.0,25.0,31.0,5.0,13.0,1.0,6.0,7.0,13.0,,,,,,,90.0,64.0,6.1,15.0,0.101443,1,,7.0,3.0,3.0,4.0,2.0,1.0,,,1.0,2.0,0.0693,,,1.0,,,,,,,1.0,,,,,1.0,,,,,
11450061,away,Çaykur Rizespor,Casper Højer,casper-hojer,C. Højer,D,5,183,148,M,,281233,EUR,785289600,D,5,5,False,,33.0,21.0,8.0,3.0,0.0,16.0,22.0,6.0,12.0,,6.0,2.0,6.0,,,,,,,90.0,53.0,6.5,13.0,0.0450184,2,,1.0,,2.0,5.0,2.0,,,,1.0,1.0,0.0405,1.0,1.0,,,1.0,1.0,0.229,,,,,,1.0,,2.0,,,,1.0,
11450061,away,Çaykur Rizespor,Muammer Sarıkaya,muammer-sarikaya,M. Sarıkaya,M,24,179,36,M,,816571,EUR,886982400,M,24,24,False,,23.0,18.0,1.0,,0.0,13.0,16.0,5.0,8.0,,5.0,,7.0,,,,,,,60.0,33.0,6.6,7.0,0.0558722,0,,2.0,,1.0,2.0,1.0,,,,2.0,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,,,1.0,,,,,
11450061,away,Çaykur Rizespor,Jonjo Shelvey,jonjo-shelvey,J. Shelvey,M,53,185,480,M,,36465,EUR,699148800,M,6,6,False,,53.0,38.0,21.0,8.0,1.0,20.0,22.0,18.0,34.0,1.0,3.0,,4.0,,,,,,,90.0,72.0,6.7,22.0,0.0273917,4,,2.0,,3.0,2.0,1.0,2.0,,,,1.0,0.0777,3.0,,,1.0,1.0,,0.0504,Jonjo,Shelvey,,3.0,,1.0,,1.0,,,,,
11450061,away,Çaykur Rizespor,Ibrahim Olawoyin,ibrahim-olawoyin,I. Olawoyin,M,10,178,461,M,,1008173,EUR,880934400,M,10,10,False,,16.0,11.0,,,0.0,8.0,8.0,3.0,11.0,1.0,12.0,,3.0,,,,,,,90.0,43.0,7.3,16.0,0.00415031,1,,6.0,,,1.0,1.0,,,,5.0,1.0,0.2063,3.0,,2.0,6.0,1.0,1.0,0.255,,,2.0,5.0,5.0,,,,,,,,
11450061,away,Çaykur Rizespor,Dal Varešanović,dal-varesanovic,D. Varešanović,M,53,177,341,M,,979109,EUR,990576000,M,8,8,False,,12.0,10.0,,,0.0,6.0,7.0,4.0,5.0,,,1.0,3.0,,,,,,,45.0,19.0,6.1,5.0,0.00317797,2,,4.0,,,,,1.0,,,,2.0,0.0352,,,,2.0,,,,,,,1.0,,1.0,,1.0,,,,,
11450061,away,Çaykur Rizespor,Babajide David Akintola,babajide-david-akintola,D. Babajide,M,11,178,297,M,,798676,EUR,821491200,M,28,28,False,,11.0,10.0,1.0,1.0,0.0,8.0,9.0,2.0,4.0,1.0,6.0,,3.0,,,,,,,60.0,29.0,6.4,9.0,0.00247479,1,,7.0,,1.0,2.0,,1.0,,,2.0,2.0,0.0354,2.0,,1.0,3.0,,,,,,2.0,3.0,1.0,,,1.0,,,,,
11450061,away,Çaykur Rizespor,Martin Minchev,minchev-martin,M. Minchev,F,17,184,403,M,,878699,EUR,987897600,F,89,89,False,,12.0,10.0,,,0.0,7.0,7.0,3.0,5.0,,2.0,,4.0,,,,,,,60.0,20.0,6.7,5.0,0.0197398,1,,6.0,,1.0,2.0,1.0,,,,,1.0,0.043,,,1.0,,1.0,,0.2422,,,5.0,2.0,,,,1.0,,,,,1.0
11450061,away,Çaykur Rizespor,Altin Zeqiri,zeqiri-altin,A. Zeqiri,M,77,185,141,M,,991742,EUR,963878400,M,77,77,True,,8.0,5.0,,,0.0,2.0,2.0,3.0,6.0,,4.0,,,,,,,,,45.0,18.0,6.5,6.0,0.00277584,0,,4.0,2.0,,1.0,1.0,,,,,,,,,1.0,3.0,,,,,,1.0,1.0,3.0,,,,1.0,,,,
11450061,away,Çaykur Rizespor,Mithat Pala,mithat-pala,M. Pala,D,54,172,57,M,,1016393,EUR,966297600,M,54,54,True,,2.0,1.0,,,0.0,,,1.0,2.0,,3.0,,2.0,,,,,,,18.0,10.0,6.6,3.0,0.00062216,0,,1.0,,1.0,,,,,,2.0,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,
11450061,away,Çaykur Rizespor,Gustavo Sauer,gustavo-sauer,Gustavo Sauer,M,7,181,393,M,,904505,EUR,736128000,F,11,11,True,,7.0,6.0,,,0.0,6.0,7.0,,1.0,,5.0,,3.0,,,,,,,30.0,17.0,6.8,4.0,0.00013038,0,,1.0,1.0,,2.0,1.0,,,,2.0,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,
11450061,away,Çaykur Rizespor,Adolfo Gaich,adolfo-gaich,A. Gaich,F,19,189,842,M,,940692,EUR,919987200,F,9,9,True,,5.0,4.0,,,0.0,3.0,3.0,1.0,2.0,,1.0,,1.0,,,,,,,30.0,6.0,6.5,1.0,0.0005331,0,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
11450061,away,Çaykur Rizespor,Mame Mor Faye,faye-mame-mor,M. M. Faye,M,11,170,202,M,,1471165,EUR,1121126400,F,20,20,True,,3.0,1.0,,,0.0,1.0,2.0,,1.0,,1.0,,,,,,,,,12.0,5.0,6.6,3.0,1.202e-05,0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
11450061,away,Çaykur Rizespor,Tarık Çetin,tarik-cetin,T. Çetin,G,13,193,862,M,,913985,EUR,852681600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450061,away,Çaykur Rizespor,Halil Ibrahim Pehlivan,halil-ibrahim-pehlivan,H. I. Pehlivan,D,3,175,17,M,,777291,EUR,745891200,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450061,away,Çaykur Rizespor,Eray Korkmaz,korkmaz-eray,E. Korkmaz,D,17,182,35,M,,1145620,EUR,1055030400,D,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450061,away,Çaykur Rizespor,Seyfettin Anıl Yaşar,seyfettin-anil-yasar,S. A. Yaşar,D,16,192,26,M,,999646,EUR,1025481600,D,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450061,away,Çaykur Rizespor,Attila Mocsi,attila-mocsi,A. Mocsi,D,4,188,454,M,,889382,EUR,959558400,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
