match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_unsuccessfulTouch,stat_keyPass,stat_dispossessed,stat_totalCross,stat_bigChanceCreated,stat_penaltyWon,stat_goalAssist,stat_accurateCross,stat_challengeLost,captain,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_penaltyFaced,stat_penaltyConceded
11388427,home,AFC Ajax,Gerónimo Rulli,geronimo-rulli,G. Rulli,G,1,189,13348,M,gerorulli,128383,EUR,706320000,G,1,1,False,54.0,38.0,27.0,13.0,34.0,45.0,4.0,9.0,1.0,1.0,3.0,8.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,90.0,68.0,6.8,16.0,0.00102077,0,-0.5062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388427,home,AFC Ajax,Josip Šutalo,josip-sutalo,J. Šutalo,D,37,190,4308,M,josip.sutalo,954836,EUR,951696000,D,37,37,False,77.0,75.0,2.0,2.0,52.0,53.0,23.0,24.0,2.0,9.0,6.0,8.0,,,,,,,,90.0,99.0,7.5,3.0,0.0196912,1,,,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,0.1446,,,,,,,,,,,,,,,,,
11388427,home,AFC Ajax,Ahmetcan Kaplan,ahmetcan-kaplan,A. Kaplan,D,4,189,1602,M,,1064177,EUR,1042675200,D,13,13,False,64.0,56.0,8.0,3.0,37.0,43.0,19.0,21.0,1.0,3.0,2.0,2.0,,,,,,,,90.0,72.0,6.8,9.0,0.00714665,0,,,,2.0,3.0,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,
11388427,home,AFC Ajax,Jorrel Hato,jorrel-hato,J. Hato,D,21,182,15501,M,,1153079,EUR,1141689600,D,4,4,False,71.0,66.0,2.0,2.0,42.0,44.0,24.0,27.0,1.0,1.0,1.0,2.0,,,,,,,,82.0,80.0,6.9,7.0,0.0272028,0,,,,1.0,2.0,,,,,,3.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,
11388427,home,AFC Ajax,Devyne Rensch,devyne-rensch,D. Rensch,D,2,182,2450,M,,982778,EUR,1042848000,M,2,2,False,32.0,26.0,5.0,1.0,16.0,18.0,10.0,16.0,1.0,9.0,,2.0,,,,,,,,90.0,55.0,7.8,11.0,0.411112,0,,,,2.0,3.0,3.0,2.0,,,,1.0,4.0,2.0,2.0,,,1.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,
11388427,home,AFC Ajax,Sivert Mannsverk,sivert-mannsverk,S. Mannsverk,M,20,185,521,M,,900111,EUR,1020816000,M,16,16,False,51.0,44.0,3.0,2.0,15.0,16.0,29.0,36.0,1.0,3.0,,6.0,,,,,,,,90.0,58.0,6.9,8.0,0.0481166,1,,,,1.0,2.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,0.0389,,,,1.0,,,,,,,,,,,,,
11388427,home,AFC Ajax,Branco van den Boomen,branco-van-den-boomen,B. van den Boomen,M,8,190,1194,M,,190883,EUR,806284800,M,21,21,False,34.0,27.0,6.0,5.0,17.0,19.0,10.0,15.0,,2.0,,3.0,,,,,,,,45.0,39.0,7.0,8.0,0.0759012,0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,
11388427,home,AFC Ajax,Kenneth Taylor,kenneth-taylor,K. Taylor,M,24,182,3631,M,,959806,EUR,1021507200,M,8,8,False,44.0,32.0,1.0,,11.0,14.0,22.0,34.0,,7.0,,9.0,,,,,,,,89.0,71.0,7.6,21.0,0.67987,0,,,,1.0,2.0,4.0,3.0,,,,1.0,1.0,,3.0,,,3.0,1.0,,4.0,1.0,,1.0,1.0,,,,,,,,,
11388427,home,AFC Ajax,Mika Godts,mika-godts,M. Godts,F,11,176,3962,M,,1149146,EUR,1118102400,F,39,39,False,35.0,27.0,3.0,2.0,9.0,12.0,18.0,27.0,,4.0,2.0,3.0,,,,,,,,89.0,58.0,6.8,19.0,0.0789946,0,,Mika Godts,,1.0,3.0,4.0,3.0,,,,,1.0,1.0,,,,4.0,,,4.0,,,,,1.0,,,,,,,,
11388427,home,AFC Ajax,Steven Bergwijn,steven-bergwijn,S. Bergwijn,M,34,178,5149,M,StevenBergwijn,361798,EUR,876268800,F,7,7,False,36.0,29.0,3.0,1.0,13.0,13.0,16.0,23.0,,1.0,,4.0,,,,,,,,90.0,54.0,7.0,18.0,0.0208276,3,,,,,5.0,2.0,,1.0,,,,1.0,1.0,,1.0,1.3349,7.0,1.0,2.0,,,,,,,True,3.0,1.0,2.0,1.5114,,,
