match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_shotOffTarget,stat_outfielderBlock,stat_wonTackle,stat_expectedGoals,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_challengeLost,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,stat_goalAssist,player_sofascoreId,stat_penaltyWon,stat_bigChanceMissed,stat_goodHighClaim,stat_penaltyFaced,stat_clearanceOffLine,stat_penaltyConceded
11450138,home,Antalyaspor,Helton Leite,,,helton-leite,H. Leite,G,23,196.0,372,M,329081,EUR,657504000,G,1,1,False,17.0,13.0,12.0,8.0,7.0,9.0,6.0,8.0,1.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,90.0,28.0,7.8,4.0,0.00145132,0,0.1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450138,home,Antalyaspor,Erdoğan Yeşilyurt,,,erdogan-yesilyurt,E. Yeşilyurt,D,17,178.0,77,M,142541,EUR,752544000,D,17,17,False,56.0,45.0,5.0,,15.0,16.0,31.0,44.0,,2.0,1.0,10.0,1.0,,,,90.0,81.0,6.6,18.0,0.0313143,0,,4.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11450138,home,Antalyaspor,Veysel Sarı,,,veysel-sari,V. Sarı,D,89,185.0,109,M,98276,EUR,585792000,D,89,89,False,55.0,48.0,7.0,4.0,39.0,42.0,9.0,13.0,4.0,8.0,10.0,8.0,2.0,,,,90.0,79.0,7.5,10.0,0.0111298,1,,,,4.0,5.0,,,2.0,2.0,2.0,1.0,,True,1.0,1.0,1.0,0.0187,,,,,,,,,,,,,,,,
11450138,home,Antalyaspor,Bahadır Öztürk,,,bahadir-ozturk,B. Öztürk,D,5,185.0,36,M,790783,EUR,812505600,D,3,3,False,54.0,49.0,3.0,,34.0,37.0,15.0,17.0,5.0,7.0,3.0,6.0,,,,,90.0,65.0,7.0,6.0,0.00682351,2,,,,1.0,3.0,1.0,,1.0,2.0,,1.0,,,1.0,1.0,2.0,0.0384,1.0,,,,,,,,,,,,,,,
11450138,home,Antalyaspor,Güray Vural,,,guray-vural,G. Vural,D,77,177.0,69,M,43559,EUR,581990400,D,11,11,False,65.0,57.0,9.0,4.0,22.0,24.0,36.0,49.0,,3.0,3.0,8.0,1.0,,,,90.0,103.0,7.4,18.0,0.178255,2,,8.0,1.0,,2.0,1.0,,1.0,2.0,2.0,1.0,1.0,,2.0,,2.0,0.0245,,1.0,,,,,,,,,,,,,,
11450138,home,Antalyaspor,Jakub Kałuziński,,,jakub-kaluzinski,J. Kałuziński,M,18,185.0,896,M,1019026,EUR,1036022400,M,18,18,False,108.0,98.0,9.0,6.0,42.0,42.0,56.0,66.0,3.0,6.0,1.0,8.0,2.0,,,,90.0,116.0,7.2,12.0,0.0668719,1,,,,3.0,7.0,1.0,,,1.0,1.0,2.0,2.0,,1.0,,1.0,0.0223,,,1.0,,,,,,,,,,,,,
11450138,home,Antalyaspor,Sam Larsson,,,sam-larsson,S. Larsson,M,23,179.0,231,M,229800,EUR,734400000,M,10,10,False,40.0,37.0,,,8.0,8.0,29.0,34.0,,3.0,,2.0,,,,,90.0,57.0,7.1,11.0,0.138588,2,,2.0,,1.0,6.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,,,,1.0,0.1519,2.0,,1.0,2.0,,,,,,,,,,,,
11450138,home,Antalyaspor,Ramzi Safuri,,,ramzi-safuri,R. Safuri,M,8,184.0,208,M,186949,EUR,814233600,M,16,16,False,56.0,50.0,3.0,3.0,11.0,13.0,43.0,53.0,,7.0,,10.0,3.0,,,,87.0,87.0,8.7,17.0,0.544838,5,,10.0,4.0,,5.0,3.0,3.0,,2.0,1.0,1.0,6.0,,,,2.0,0.1506,1.0,,,2.0,4.0,0.3399,,,,,,,,,,
11450138,home,Antalyaspor,Dario Šarić,,,dario-saric,D. Šarić,M,88,180.0,555,M,848385,EUR,864950400,M,8,8,False,39.0,33.0,,,10.0,11.0,23.0,28.0,,4.0,,2.0,1.0,,,,79.0,49.0,7.7,9.0,0.0350647,2,,,,,2.0,1.0,1.0,,2.0,2.0,1.0,2.0,,,,,0.1993,,,,1.0,2.0,0.2939,1.0,1.0,,,,,,,,
11450138,home,Antalyaspor,Zymer Bytyqi,,,zymer-bytyqi,Z. Bytyqi,M,,176.0,255,M,226784,EUR,842400000,M,77,77,False,30.0,22.0,,,6.0,6.0,16.0,26.0,1.0,3.0,,1.0,,,,,79.0,40.0,7.3,12.0,0.0822981,0,,2.0,,,1.0,1.0,,,2.0,1.0,,3.0,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,
11450138,home,Antalyaspor,Adam Buksa,,,adam-buksa,A. Buksa,F,18,191.0,3747,M,1138856,EUR,837129600,F,9,9,False,12.0,11.0,,,3.0,3.0,8.0,9.0,2.0,5.0,,1.0,2.0,,,,89.0,33.0,8.4,7.0,0.0281695,8,,,,1.0,3.0,1.0,,,1.0,5.0,1.0,,,4.0,,1.0,1.1696,,,,,4.0,1.1293,1.0,,,AdamBuksa,1.0,,,,,
11450138,home,Antalyaspor,Erdal Rakip,,,erdal-rakip,E. Rakip,M,,179.0,73,M,319871,EUR,824169600,M,6,6,True,8.0,5.0,,,2.0,3.0,3.0,5.0,,2.0,1.0,2.0,1.0,,,,11.0,14.0,6.7,4.0,0.00258541,0,,,,1.0,2.0,,,,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,
11450138,home,Antalyaspor,Deni Milošević,Deni,Milošević,deni-milosevic,D. Milošević,M,27,182.0,153,M,190403,EUR,794707200,M,20,20,True,6.0,6.0,,,2.0,2.0,4.0,5.0,,1.0,1.0,2.0,,,,,11.0,12.0,6.4,2.0,0.00095062,1,,1.0,,1.0,2.0,,,,1.0,1.0,,,,,,1.0,0.3228,,,1.0,,1.0,0.3797,,,,,,1.0,,,,
11450138,home,Antalyaspor,Sander van de Streek,,,sander-van-de-streek,S. v. d. Streek,M,22,180.0,186,M,220155,EUR,732931200,M,22,22,True,6.0,6.0,,,3.0,3.0,3.0,3.0,,,,2.0,,,,,8.0,8.0,6.9,1.0,0.00824997,1,,,,,,,,,,1.0,,1.0,,,,,0.0869,,,,,1.0,0.0356,,,,,,,,,,
11450138,home,Antalyaspor,Britt Assombalonga,,,britt-assombalonga,B. Assombalonga,F,27,177.0,240,M,151512,EUR,723600000,F,97,97,True,2.0,2.0,,,,,2.0,2.0,,,,,,,,,1.0,3.0,,1.0,0.00057408,0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11450138,home,Antalyaspor,Ataberk Dadakdeniz,,,ataberk-dadakdeniz,A. Dadakdeniz,G,1,194.0,57,M,840605,EUR,933811200,G,23,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450138,home,Antalyaspor,Mert Yilmaz,,,mert-yilmaz,M. Yilmaz,D,27,174.0,32,M,881966,EUR,920851200,D,27,27,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450138,home,Antalyaspor,Naldo,,,naldo,Naldo,D,5,188.0,74,M,243719,EUR,588470400,D,44,44,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
