match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,captain,stat_unsuccessfulTouch,stat_outfielderBlock,stat_shotOffTarget,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside
11392847,home,Nice,Marcin Bułka,marcin-bulka,M. Bułka,G,99,198,4805,M,marcinbulka1,889590,EUR,938995200,G,1,1,False,15.0,14.0,1.0,14.0,15.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,90.0,27.0,7.3,1.0,0.0,0.0,7.084e-05,0,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392847,home,Nice,Youcef Atal,youcef-atal,Y. Atal,D,20,176,9879,M,youcefatal,894238,EUR,832291200,D,20,20,False,34.0,30.0,2.0,21.0,22.0,,9.0,,,,,,68.0,55.0,6.8,9.0,0.0,0.0,0.2875,0,,,,1.0,10.0,13.0,1.0,1.0,1.0,8.0,5.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,
11392847,home,Nice,Jean-Clair Todibo,jean-clair-todibo,J-C. Todibo,D,25,189,2607,M,,945217,EUR,946512000,D,6,6,False,71.0,66.0,8.0,26.0,26.0,3.0,5.0,,,,,,68.0,82.0,7.5,5.0,0.0,0.0,0.0348041,0,,,,5.0,40.0,45.0,,,2.0,3.0,6.0,1.0,,,,,1.0,3.0,2.0,,,,3.0,,,,,,,,,
11392847,home,Nice,Dante,dante,Dante,D,4,188,1257,M,,3577,EUR,435283200,D,4,4,False,45.0,39.0,8.0,28.0,29.0,5.0,6.0,,,,,,90.0,52.0,6.8,8.0,0.0,0.0,0.00479513,0,,,,3.0,11.0,17.0,1.0,,1.0,2.0,,,,,,,,,,,1.0,,,True,1.0,,,,,,,
11392847,home,Nice,Melvin Bard,melvin-bard,M. Bard,D,26,173,502,M,,906075,EUR,973468800,D,26,26,False,38.0,33.0,3.0,17.0,19.0,2.0,7.0,,,,,,90.0,70.0,7.8,9.0,0.0,0.0,0.0393318,0,,,,1.0,16.0,21.0,2.0,,1.0,1.0,7.0,,,2.0,2.0,,2.0,4.0,2.0,1.0,,,,,1.0,,,,,,,
11392847,home,Nice,Morgan Sanson,morgan-sanson,M. Sanson,M,8,182,499,M,,250133,EUR,777168000,M,11,11,False,21.0,19.0,1.0,9.0,9.0,1.0,5.0,,,,,,68.0,41.0,6.9,12.0,0.0,0.0,0.0759037,0,,,,,11.0,18.0,6.0,1.0,,6.0,4.0,2.0,1.0,1.0,,,,1.0,1.0,3.0,3.0,2.0,,,3.0,1.0,,,,,,
11392847,home,Nice,Youssouf Ndayishimiye,youssouf-ndayishimiye,Y. Ndayishimiye,D,55,183,1788,M,,985934,EUR,909446400,M,55,55,False,53.0,41.0,3.0,27.0,30.0,3.0,5.0,,,,,,90.0,61.0,6.8,13.0,0.0412,0.0,0.00667497,1,,,,1.0,14.0,23.0,,,3.0,4.0,3.0,,,,,,,,,,1.0,,3.0,,1.0,,1.0,,,,,
11392847,home,Nice,Khéphren Thuram,khephren-thuram,K. Thuram,M,19,191,11655,M,k_thuram,904832,EUR,985564800,M,19,19,False,29.0,26.0,1.0,12.0,13.0,2.0,3.0,,,,,,90.0,51.0,6.9,13.0,0.2347,0.0,0.157132,3,,,,,14.0,17.0,1.0,,,9.0,5.0,,4.0,5.0,2.0,,,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,,2.0,1.0,,,,
11392847,home,Nice,Gaëtan Laborde,gaetan-laborde,G. Laborde,F,9,181,848,M,,149730,EUR,767923200,F,24,24,False,22.0,10.0,1.0,7.0,10.0,,1.0,,,,,,74.0,35.0,6.5,18.0,0.323,0.0578,0.003499,3,,,,,3.0,13.0,1.0,,1.0,6.0,,,2.0,2.0,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,
11392847,home,Nice,Terem Moffi,terem-moffi,T. Moffi,F,29,188,3115,M,,894396,EUR,927590400,F,9,9,False,11.0,10.0,,2.0,2.0,1.0,1.0,,,,,,83.0,28.0,6.3,13.0,0.0719,0.0,0.0036937,1,,,,,8.0,9.0,,,2.0,8.0,1.0,2.0,3.0,1.0,,,,,,1.0,,,,,8.0,,1.0,,,,,
