match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,captain,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,player_firstName,player_lastName,stat_challengeLost,stat_bigChanceMissed,stat_goalAssist,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_accurateCross,stat_blockedScoringAttempt,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_hitWoodwork
10437216,home,Grimsby Town,Max Crocombe,max-crocombe,M. Crocombe,G,15,193.0,85,M,197904,EUR,745113600.0,G,1,1,False,23.0,11.0,18.0,6.0,7.0,8.0,4.0,15.0,1.0,11.0,1.0,1.0,90.0,30.0,6.9,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437216,home,Grimsby Town,Michee Efete,michee-efete,M. Efete,M,20,180.0,69,M,880662,EUR,858038400.0,D,2,2,False,43.0,28.0,5.0,3.0,9.0,11.0,19.0,34.0,2.0,7.0,,,90.0,78.0,6.5,30.0,1,2.0,8.0,5.0,13.0,6.0,1.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10437216,home,Grimsby Town,Luke Waterfall,luke-waterfall,L. Waterfall,D,25,188.0,9,M,39162,EUR,649296000.0,D,6,6,False,49.0,28.0,11.0,3.0,20.0,31.0,8.0,18.0,1.0,9.0,,,87.0,56.0,7.2,22.0,1,,3.0,3.0,3.0,4.0,,,,,1.0,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10437216,home,Grimsby Town,Andy Smith,andy-smith,A. Smith,D,5,186.0,32,M,1019090,EUR,1000166400.0,D,26,26,False,31.0,25.0,7.0,4.0,16.0,19.0,9.0,12.0,2.0,4.0,,,90.0,44.0,8.2,8.0,1,,6.0,4.0,6.0,6.0,,,,2.0,2.0,,,,,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,
10437216,home,Grimsby Town,Daniel Amos,daniel-amos,D. Amos,D,22,180.0,26,M,883996,EUR,945820800.0,D,22,22,False,27.0,17.0,6.0,,11.0,15.0,6.0,12.0,1.0,4.0,,,79.0,39.0,6.6,12.0,0,,3.0,4.0,5.0,5.0,,,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10437216,home,Grimsby Town,Stephen Wearne,stephen-wearne,S. Wearne,M,16,181.0,34,M,990223,EUR,976924800.0,M,14,14,False,31.0,26.0,3.0,3.0,10.0,10.0,16.0,23.0,,5.0,,,90.0,49.0,6.9,14.0,1,2.0,2.0,3.0,6.0,4.0,,3.0,,,4.0,,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,
10437216,home,Grimsby Town,Kieran Green,kieran-green,K. Green,M,4,175.0,29,M,754692,EUR,867628800.0,M,4,4,False,26.0,15.0,4.0,2.0,4.0,6.0,11.0,21.0,1.0,5.0,,,67.0,40.0,7.1,13.0,2,1.0,2.0,2.0,7.0,6.0,,,1.0,,1.0,2.0,4.0,,,1.0,1.0,,2.0,1.0,,,,1.0,1.0,,,,,,,,,,
10437216,home,Grimsby Town,Bryn Morris,bryn-morris,B. Morris,M,8,182.0,15,M,284443,EUR,830390400.0,M,17,17,False,59.0,46.0,12.0,7.0,21.0,25.0,25.0,34.0,2.0,13.0,,,90.0,73.0,7.4,15.0,0,,4.0,1.0,7.0,4.0,1.0,2.0,,3.0,1.0,,,,,,,1.0,1.0,1.0,,,,2.0,,1.0,2.0,1.0,1.0,,,,,,
10437216,home,Grimsby Town,Anthony Driscoll-Glennon,anthony-driscoll-glennon,A. Driscoll-Glennon,D,3,181.0,23,M,982139,EUR,943574400.0,M,3,3,False,24.0,16.0,5.0,1.0,4.0,6.0,15.0,28.0,2.0,5.0,,,90.0,41.0,7.3,16.0,0,10.0,4.0,,6.0,3.0,,,,,1.0,,1.0,,,,,,3.0,1.0,,,,1.0,,1.0,,1.0,2.0,3.0,,,,,
10437216,home,Grimsby Town,Gavan Holohan,gavan-holohan,G. Holohan,F,7,180.0,25,M,144678,EUR,692755200.0,F,8,8,False,38.0,29.0,1.0,1.0,14.0,15.0,16.0,25.0,,3.0,,,68.0,50.0,6.9,15.0,0,2.0,1.0,1.0,6.0,3.0,2.0,1.0,,,2.0,1.0,,,,,,,1.0,,,,,2.0,,,,1.0,1.0,1.0,,,,,
