match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,player_gender,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wonTackle,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_savedShotsFromInsideTheBox,player_sofascoreId,stat_errorLeadToAShot
10664215,home,Eintracht Braunschweig,Jasmin Fejzić,jasmin-fejzic,J. Fejzić,G,197,13,8832,EUR,516499200,G,16,16,False,True,32.0,15.0,26.0,9.0,7.0,7.0,8.0,25.0,14.0,1.0,2.0,90.0,44.0,6.3,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10664215,home,Eintracht Braunschweig,Maurice Multhaup,maurice-multhaup,M. Multhaup,F,173,10,281275,EUR,850608000,D,7,7,False,,26.0,17.0,5.0,,7.0,9.0,14.0,24.0,3.0,,,90.0,50.0,7.5,16.0,1,,,11,M,7.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,,
10664215,home,Eintracht Braunschweig,Nathan De Medina,de-medina-nathan,N. D. Medina,D,183,189,356310,EUR,876268800,D,15,15,False,,13.0,13.0,,,6.0,6.0,7.0,7.0,1.0,,,53.0,17.0,6.1,3.0,0,,,27,M,,,,4.0,,,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,
10664215,home,Eintracht Braunschweig,Michael Schultz,michael-schultz,M. Schultz,D,194,13,152203,EUR,738720000,D,2,2,False,,32.0,22.0,10.0,6.0,17.0,18.0,5.0,14.0,4.0,,,90.0,46.0,7.1,10.0,2,,,4,M,,,5.0,7.0,7.0,,,,,5.0,1.0,1.0,,1.0,1.0,,6.0,,,1.0,1.0,3.0,1.0,,,,,,,
10664215,home,Eintracht Braunschweig,Danilo Wiebe,danilo-wiebe,D. Wiebe,M,187,11,169259,EUR,764294400,D,23,23,False,,30.0,22.0,5.0,2.0,13.0,15.0,9.0,16.0,5.0,,,90.0,42.0,7.2,10.0,1,,,28,M,1.0,,,2.0,,,,,,3.0,3.0,,,,,3.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,
10664215,home,Eintracht Braunschweig,Anton Donkor,donkor-anton,A. Donkor,D,183,92,817975,EUR,879206400,D,19,19,False,,30.0,17.0,3.0,2.0,11.0,16.0,8.0,16.0,6.0,,,90.0,55.0,6.8,19.0,0,,,30,M,2.0,2.0,2.0,5.0,5.0,2.0,2.0,,,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,,2.0,,,,,,,,,,,
10664215,home,Eintracht Braunschweig,Keita Endo,endo-keita,K. Endo,M,175,136,1046711,EUR,880156800,M,21,21,False,,15.0,12.0,4.0,3.0,4.0,5.0,8.0,10.0,4.0,,,78.0,24.0,6.7,4.0,3,,,22,M,,,,6.0,1.0,1.0,,1.0,,,,1.0,,,2.0,1.0,2.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,
10664215,home,Eintracht Braunschweig,Robin Krausse,robin-krausse,R. Krausse,M,179,17,142820,EUR,765244800,M,39,39,False,,31.0,22.0,3.0,1.0,10.0,13.0,13.0,20.0,10.0,,,90.0,48.0,7.4,12.0,2,,,39,M,2.0,1.0,1.0,5.0,7.0,,,,,2.0,2.0,4.0,,2.0,3.0,2.0,1.0,,1.0,2.0,,,3.0,,1.0,,,,,
10664215,home,Eintracht Braunschweig,Immanuel Pherai,immanuel-pherai,I. Pherai,M,175,379,989203,EUR,988156800,M,10,10,False,,9.0,8.0,,,4.0,4.0,5.0,7.0,,,,29.0,14.0,6.5,3.0,0,,,22,M,2.0,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,
10664215,home,Eintracht Braunschweig,Lion Lauberbach,lion-lauberbach,L. Lauberbach,F,197,268,886171,EUR,887500800,F,20,20,False,,19.0,12.0,,,4.0,5.0,8.0,14.0,4.0,,,90.0,38.0,6.4,15.0,4,,,29,M,,,7.0,6.0,9.0,,,1.0,,2.0,2.0,1.0,6.0,1.0,1.0,1.0,3.0,,2.0,3.0,,,,,,2.0,,,,
