match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_totalContest,stat_outfielderBlock,stat_wonTackle,stat_unsuccessfulTouch,player_firstName,stat_fouls,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_penaltyConceded,stat_expectedGoalsOnTarget,stat_wonContest,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,player_lastName,stat_accurateCross,stat_goodHighClaim,stat_penaltyWon
12450982,home,Paris Saint-Germain,Gianluigi Donnarumma,gianluigi-donnarumma,G. Donnarumma,G,25,196,69953,M,donnarumma,824509,EUR,919900800,G,1,1,False,True,16.0,14.0,3.0,1.0,0.0,14.0,14.0,2.0,6.0,1.0,1.0,2.0,90.0,22.0,6.9,2.0,3.201e-05,0,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450982,home,Paris Saint-Germain,Achraf Hakimi,hakimi-achraf,A. Hakimi,D,2,181,124757,M,AHakimi,814594,EUR,910137600,D,2,2,False,,96.0,89.0,2.0,1.0,1.0,28.0,31.0,70.0,9.0,,,,90.0,119.0,8.5,12.0,0.605507,2,,61.0,5.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.12,5.0,,,,,,,,,,,,,,,,,,,,
12450982,home,Paris Saint-Germain,Milan Škriniar,milan-skriniar,M. Škriniar,D,37,187,9818,M,milanskriniar,187205,EUR,792460800,D,37,37,False,,87.0,83.0,7.0,6.0,0.0,51.0,52.0,35.0,7.0,,,,90.0,96.0,7.2,6.0,0.0137534,0,,32.0,,2.0,3.0,5.0,,,2.0,1.0,2.0,1.0,,,,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
12450982,home,Paris Saint-Germain,Lucas Beraldo,lucas-beraldo,L. Beraldo,D,4,182,17502,M,lberaldo,1108441,EUR,1069632000,D,35,35,False,,86.0,82.0,3.0,2.0,0.0,58.0,61.0,25.0,5.0,,,,90.0,94.0,6.6,6.0,0.0138118,0,,24.0,,1.0,2.0,4.0,,,1.0,,1.0,2.0,,,,1.0,,,,2.0,Lucas Beraldo,1.0,,,,,,,,,,,,,
12450982,home,Paris Saint-Germain,Nuno Mendes,nuno-mendes,N. Mendes,D,25,180,37370,M,nunomendes_5,989768,EUR,1024444800,D,25,25,False,,41.0,37.0,1.0,1.0,0.0,19.0,19.0,24.0,6.0,,,,63.0,60.0,6.9,9.0,0.122396,1,,18.0,2.0,,4.0,2.0,1.0,,2.0,,,2.0,,0.1086,3.0,,,,,2.0,,2.0,1.0,1.0,1.0,1.0,0.5157,,,,,,,,
12450982,home,Paris Saint-Germain,Kang-in Lee,kang-in-lee,K. Lee,M,19,173,19307,M,kanginlee,917087,EUR,982540800,M,19,19,False,,83.0,78.0,2.0,2.0,0.0,29.0,32.0,55.0,7.0,,,,90.0,108.0,7.5,14.0,0.174996,1,,49.0,4.0,2.0,6.0,10.0,,,,,4.0,4.0,,0.0354,2.0,,4.0,,2.0,2.0,,,1.0,1.0,,,,2.0,1.0,,,,,,
12450982,home,Paris Saint-Germain,Fabián Ruiz,fabian-ruiz,F. Ruiz,M,8,189,21859,M,fabianruiz52,784655,EUR,828489600,M,8,8,False,,73.0,70.0,3.0,3.0,0.0,31.0,31.0,42.0,6.0,,,,90.0,87.0,7.9,7.0,0.20491,3,,39.0,,,3.0,3.0,,1.0,,1.0,2.0,,,0.2429,1.0,,2.0,,2.0,2.0,,,2.0,,1.0,,0.219,1.0,1.0,1.0,,,,,
12450982,home,Paris Saint-Germain,João Neves,joao-neves,J. Neves,M,87,174,37142,M,joao_neves,1190933,EUR,1096243200,M,87,87,False,,56.0,50.0,2.0,1.0,0.0,23.0,25.0,32.0,1.0,,,,80.0,69.0,6.6,11.0,0.0592327,2,,27.0,1.0,1.0,2.0,3.0,,,,1.0,2.0,,,0.1745,,1.0,1.0,,1.0,2.0,,,,,1.0,,0.2313,,1.0,,1.0,,,,
12450982,home,Paris Saint-Germain,Ousmane Dembélé,ousmane-dembele,O. Dembélé,F,10,178,239383,M,ODembélé,818244,EUR,863654400,F,10,10,False,,48.0,39.0,1.0,1.0,0.0,7.0,10.0,43.0,3.0,,,,80.0,76.0,9.7,23.0,0.420177,7,,33.0,5.0,,3.0,3.0,1.0,1.0,,,,1.0,,0.7584,3.0,,5.0,,,6.0,,,,,5.0,,1.5331,2.0,1.0,2.0,,,1.0,,
12450982,home,Paris Saint-Germain,Marco Asensio,marco-asensio,M. Asensio,F,21,182,31005,M,marcoasensio10,361004,EUR,822182400,F,11,11,False,,18.0,16.0,,,1.0,5.0,5.0,15.0,1.0,,,,71.0,26.0,6.4,5.0,0.274353,3,,12.0,2.0,1.0,3.0,,1.0,1.0,,,,,1.0,1.0754,2.0,,,,,,,,1.0,1.0,1.0,,0.3615,,1.0,,2.0,,1.0,,
