match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_penaltyWon,stat_expectedGoals,stat_shotValueNormalized,stat_totalCross,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_accurateCross,stat_challengeLost,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_ownGoals,stat_keyPass,captain,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_penaltyConceded,stat_totalOffside,stat_bigChanceMissed
14288993,home,Casa Pia,Patrick Sequeira,patrick-sequeira,P. Sequeira,G,1,190,965,M,821628,EUR,920246400,G,1,1,False,30.0,20.0,23.0,13.0,0.0,13.0,14.0,7.0,16.0,2.0,2.0,11.0,1.0,1.0,2.0,3.0,90.0,37.0,7.0,10.0,0.0030764,12.289896708415,2.0,11.480796637167,0.0,0.2851,0,-0.3648,0.08,0.01,-0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288993,home,Casa Pia,João Goulart,joao-goulart,J. Goulart,D,4,191,66,M,1151667,EUR,948931200,D,4,4,False,23.0,16.0,9.0,4.0,0.0,12.0,15.0,4.0,8.0,3.0,6.0,3.0,,,,,90.0,42.0,7.1,7.0,0.022414,39.090020737186,6.0,2.463331241343,0.0,,2,,0.11,0.39,-0.16,,,,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,1.0,0.042,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,
14288993,home,Casa Pia,Domingos Jose Gabriel Bandeira,kaly,Kaly,D,3,192,78,M,1835218,EUR,1069891200,D,3,3,False,16.0,11.0,6.0,1.0,0.0,9.0,10.0,2.0,6.0,1.0,4.0,5.0,,,,,90.0,27.0,5.9,7.0,0.00063884,48.687564792011,7.0,12.356521411779,0.0,,0,,-0.05,0.04,-0.35,,,,,3.0,,,4.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
14288993,home,Casa Pia,David Sousa,david-sousa,David Sousa,D,43,190,147,M,1015932,EUR,994204800,D,43,43,False,27.0,16.0,8.0,1.0,0.0,10.0,13.0,6.0,14.0,4.0,6.0,2.0,,,,,90.0,45.0,6.6,11.0,0.00455401,100.99929447051,11.0,50.03321859416,0.0,,1,,0.01,0.06,-0.03,,,,,3.0,1.0,,12.0,,1.0,1.0,1.0,,0.0167,-0.13,,,,2.0,,3.0,,,,,,,,,,,,,,,,,,,
14288993,home,Casa Pia,Gaizka Larrazabal,gaizka-larrazabal,G. Larrazabal,M,72,179,117,M,849719,EUR,882316800,M,72,72,False,28.0,14.0,3.0,1.0,0.0,4.0,8.0,10.0,20.0,3.0,6.0,5.0,,,,,90.0,52.0,6.7,22.0,0.022817,103.21687597473,8.0,83.365676066633,3.0,,0,,0.22,0.41,-0.13,,,,,3.0,,,5.0,1.0,3.0,2.0,,,,,3.0,,,,2.0,2.0,1.0,1.0,35.734296969428,70.678762940343,,,,,,,,,,,,,,,
14288993,home,Casa Pia,Lawrence Ofori,lawrence-ofori,L. Ofori,M,80,181,150,M,892170,EUR,898992000,M,80,80,False,19.0,17.0,1.0,,0.0,9.0,9.0,8.0,10.0,,2.0,1.0,,,,,90.0,29.0,6.5,5.0,0.0170562,79.475660933666,6.0,-20.223560690827,0.0,,0,,0.23,0.01,-0.11,,,,,3.0,,,,,2.0,1.0,,,,,,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,
14288993,home,Casa Pia,Rafael Brito,rafael-brito,R. Brito,M,8,183,130,M,983537,EUR,1011398400,M,8,8,False,16.0,10.0,,,0.0,2.0,4.0,8.0,12.0,1.0,3.0,3.0,,,,,84.0,26.0,7.2,9.0,0.00270457,,,,,,2,,-0.06,,-0.18,,,,1.0,6.0,,,,1.0,2.0,1.0,,,0.4928,0.51,,,,,2.0,3.0,,1.0,,,1.0,2.0,1.0,0.5712,,,,,,,,,,,
14288993,home,Casa Pia,Abdu Conté,abdu-conte,A. Conté,D,5,183,136,M,851276,EUR,890697600,M,5,5,False,13.0,10.0,1.0,1.0,1.0,4.0,5.0,6.0,8.0,,1.0,4.0,,,,,90.0,37.0,6.5,10.0,0.292009,65.541641860201,7.0,38.471849924266,1.0,,1,,0.47,0.04,-0.64,,,,,2.0,1.0,,2.0,,1.0,,,,0.0079,-0.06,7.0,1.0,,,,1.0,3.0,,24.689515197557,30.139909770933,,,,,1.0,1.0,3.0,,,,,,,,
14288993,home,Casa Pia,Jérémy Livolant,jeremy-livolant,J. Livolant,F,29,175,281,M,826054,EUR,884304000,F,29,29,False,21.0,15.0,1.0,,1.0,5.0,7.0,10.0,14.0,4.0,6.0,1.0,,,,,89.0,41.0,7.1,17.0,0.0503202,88.915896705723,10.0,44.911129366551,3.0,,3,,0.25,0.42,-0.03,,,,1.0,7.0,1.0,2.0,2.0,,1.0,1.0,1.0,,0.16,-0.54,3.0,3.0,,,4.0,1.0,,1.0,16.540707072813,53.11095510414,1.0,,,,1.0,,1.0,,,,,,,,
14288993,home,Casa Pia,Cassiano,cassiano,Cassiano,F,90,184,247,M,157023,EUR,613958400,F,90,90,False,13.0,9.0,,,0.0,2.0,2.0,7.0,11.0,3.0,4.0,2.0,,,,,84.0,22.0,8.5,7.0,0.0144521,94.026791621323,5.0,53.982963007061,3.0,,2,,-0.07,0.45,-0.02,,,,4.0,8.0,,,1.0,,1.0,1.0,,,1.5035,0.7,,,,,2.0,2.0,,1.0,25.961359483188,58.250872647023,1.0,2.0,2.0,1.0125,,,,True,,,,,,,
