match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_outfielderBlock,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_goalAssist,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,captain,stat_bigChanceCreated,stat_totalOffside,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded,stat_errorLeadToAGoal
11068561,home,İstanbulspor,David Jensen,david-jensen,D. Jensen,G,195,47,M,47860,EUR,701481600,G,1,1,False,26.0,17.0,15.0,6.0,11.0,13.0,6.0,13.0,1.0,6.0,2.0,2.0,90.0,31.0,7.3,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11068561,home,İstanbulspor,Demeaco Duhaney,duhaney-demeaco,D. Duhaney,D,180,24,M,851095,EUR,908236800,D,21,21,False,29.0,26.0,2.0,1.0,22.0,24.0,4.0,6.0,2.0,6.0,,,90.0,48.0,7.3,11.0,1,,,21,1.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
11068561,home,İstanbulspor,Okan Erdoğan,okan-erdogan,O. Erdoğan,D,185,54,M,881213,EUR,907027200,D,23,23,False,48.0,44.0,6.0,5.0,37.0,41.0,7.0,7.0,3.0,4.0,,,90.0,60.0,7.4,5.0,0,,,3,,,1.0,3.0,6.0,2.0,,,,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11068561,home,İstanbulspor,Mehmet Yeşil,mehmet-yesil,M. Yeşil,D,188,48,M,840639,EUR,896572800,D,4,4,False,35.0,25.0,5.0,3.0,20.0,25.0,5.0,10.0,10.0,6.0,,,90.0,52.0,7.4,10.0,0,,,21,,,4.0,1.0,5.0,1.0,,,,3.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,
11068561,home,İstanbulspor,Tuncer Duhan Aksu,tuncer-duhan-aksu,T. D. Aksu,D,183,18,M,893007,EUR,873936000,D,3,3,False,22.0,17.0,5.0,3.0,15.0,16.0,2.0,7.0,2.0,3.0,,,90.0,43.0,7.1,9.0,0,,,3,1.0,1.0,2.0,3.0,5.0,1.0,1.0,,,3.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,
11068561,home,İstanbulspor,Jason Lokilo,jason-lokilo,J. Lokilo,M,175,218,M,818036,EUR,905990400,M,70,70,False,21.0,13.0,3.0,,5.0,6.0,9.0,16.0,1.0,9.0,,,90.0,32.0,7.9,9.0,1,,,98,1.0,2.0,,5.0,6.0,,,1.0,1.0,1.0,,1.0,,,4.0,3.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,
11068561,home,İstanbulspor,Muammer Sarıkaya,muammer-sarikaya,M. Sarıkaya,M,179,36,M,816571,EUR,886982400,M,24,24,False,49.0,36.0,6.0,2.0,22.0,29.0,14.0,20.0,5.0,9.0,,,90.0,67.0,7.4,14.0,0,,,24,,,2.0,2.0,8.0,1.0,1.0,,,3.0,5.0,,,3.0,,,1.0,,,1.0,1.0,,,,,,,,,,,
11068561,home,İstanbulspor,Mahamadou Ba,ba-mahamadou,M. Ba,M,175,115,M,994029,EUR,937872000,M,12,12,False,17.0,12.0,4.0,2.0,9.0,10.0,3.0,7.0,3.0,6.0,,,70.0,31.0,6.6,6.0,0,,,12,,,,7.0,5.0,2.0,,,,1.0,3.0,,,,1.0,4.0,,,,2.0,1.0,,,,,,,,,,,
11068561,home,İstanbulspor,Valon Ethemi,valon-ethemi,V. Ethemi,M,179,121,M,904945,EUR,875836800,M,27,27,False,25.0,15.0,4.0,1.0,6.0,11.0,9.0,15.0,1.0,6.0,,,75.0,42.0,7.1,17.0,4,,,27,1.0,,1.0,5.0,5.0,2.0,,2.0,1.0,,,4.0,,,1.0,1.0,1.0,,,5.0,3.0,1.0,1.0,1.0,1.0,,,,,,,
11068561,home,İstanbulspor,Eduart Rroca,eduart-rroca,E. Rroca,M,182,79,M,938181,EUR,743817600,F,10,10,False,20.0,11.0,3.0,,4.0,8.0,7.0,12.0,,5.0,,,45.0,26.0,6.6,11.0,0,,,8,,3.0,1.0,5.0,3.0,1.0,1.0,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,True,,,,,,
