match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_dispossessed,player_firstName,player_lastName,stat_outfielderBlock,stat_shotOffTarget,player_sofascoreId,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork
10437989,home,FC Arouca,Ignacio de Arruabarrena,ignacio-de-arruabarrena,I. d. Arruabarrena,G,12,186,301,M,789933,EUR,853372800,G,12,12,False,33.0,22.0,18.0,8.0,1.0,19.0,26.0,3.0,7.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,90.0,45.0,8.3,11.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437989,home,FC Arouca,Bogdan Milovanov,bogdan-milovanov,B. Milovanov,D,3,178,86,M,914162,EUR,892944000,D,21,21,False,32.0,26.0,5.0,1.0,,14.0,19.0,12.0,13.0,1.0,5.0,2.0,4.0,1.0,,,,,90.0,52.0,7.1,10.0,1.0,0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
10437989,home,FC Arouca,João Basso,joao-basso,J. Basso,D,13,189,677,M,850955,EUR,853113600,D,13,13,False,67.0,61.0,4.0,1.0,,52.0,53.0,9.0,14.0,1.0,3.0,7.0,2.0,1.0,,,,,90.0,81.0,7.2,6.0,,0,1.0,1.0,,,2.0,1.0,,,,True,,,,,,,,,,,,,,,,,,
10437989,home,FC Arouca,Jerome Opoku,opoku-jerome,J. Opoku,D,3,194,1396,M,920514,EUR,908323200,D,3,3,False,57.0,51.0,7.0,3.0,,44.0,47.0,7.0,10.0,2.0,2.0,2.0,7.0,,,,,,90.0,64.0,6.9,7.0,,0,2.0,3.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
10437989,home,FC Arouca,Mateus Quaresma,mateus-quaresma,M. Quaresma,D,66,181,70,M,874360,EUR,840672000,D,6,6,False,49.0,44.0,7.0,5.0,,24.0,27.0,21.0,27.0,1.0,5.0,3.0,6.0,1.0,,,,,89.0,78.0,6.8,14.0,1.0,0,,7.0,4.0,2.0,1.0,1.0,1.0,,2.0,,5.0,1.0,2.0,1.0,,,,,,,,,,,,,,
10437989,home,FC Arouca,Ismaila Soro,ismaila-soro,I. Soro,M,19,173,157,M,892808,EUR,894499200,M,23,23,False,33.0,28.0,2.0,1.0,,18.0,20.0,10.0,13.0,1.0,5.0,3.0,2.0,,,,,,64.0,48.0,7.0,7.0,,0,1.0,3.0,,,1.0,4.0,1.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,
10437989,home,FC Arouca,David Simão,david-simao,D. Simão,M,8,183,75,M,54672,EUR,642729600,M,5,5,False,77.0,66.0,10.0,6.0,,37.0,39.0,30.0,40.0,1.0,2.0,1.0,8.0,,,,,,90.0,89.0,7.0,14.0,1.0,1,1.0,5.0,,,1.0,1.0,1.0,2.0,3.0,,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,
10437989,home,FC Arouca,Morlaye Sylla,morlaye-sylla,M. Sylla,M,2,170,6425,M,822492,EUR,901497600,M,2,2,False,47.0,42.0,3.0,2.0,1.0,12.0,13.0,30.0,34.0,2.0,7.0,1.0,,2.0,,,,,90.0,63.0,7.7,7.0,2.0,0,1.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,,,,,2.0,,,,1.0,,morlayesylla2,1.0,,,,,,,,
10437989,home,FC Arouca,Alan Ruiz,alan-ruiz,A. Ruiz,M,,181,154,M,158255,EUR,745718400,M,10,10,False,68.0,61.0,9.0,7.0,,25.0,26.0,36.0,43.0,5.0,10.0,,3.0,3.0,,,,,90.0,81.0,7.3,9.0,,3,4.0,6.0,2.0,2.0,1.0,,,,1.0,,1.0,,,1.0,,,,1.0,,,2.0,,,,,,,
10437989,home,FC Arouca,Antony Alves,antony-alves,A. Alves,M,11,178,335,M,1105971,EUR,999907200,M,11,11,False,28.0,21.0,,,,5.0,9.0,16.0,19.0,,3.0,,7.0,,,,,,89.0,40.0,6.7,14.0,3.0,0,,6.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,,,,2.0,2.0,Antony,,,,,,,,,,,,,
10437989,home,FC Arouca,Oday Dabbagh,oday-dabbagh,O. Dabbagh,F,98,182,6559,M,920458,EUR,912643200,F,15,15,False,21.0,19.0,,,,3.0,4.0,16.0,17.0,2.0,4.0,1.0,1.0,,,,,,65.0,29.0,6.8,5.0,,1,,1.0,2.0,2.0,,,,2.0,,,,,,1.0,,,,,,,1.0,,,,,,,
10437989,home,FC Arouca,Arsénio Nunes,arsenio-nunes,A. Nunes,F,12,180,45,M,252087,EUR,620438400,M,8,8,True,17.0,16.0,1.0,,,3.0,3.0,13.0,15.0,,1.0,1.0,1.0,,,,,,26.0,22.0,6.7,3.0,,1,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,
10437989,home,FC Arouca,Rafa Mújica,rafa-mujica,R. Mújica,F,19,183,746,M,845424,EUR,909619200,F,19,19,True,5.0,4.0,,,,,,4.0,5.0,1.0,2.0,2.0,,,,,,,25.0,12.0,8.6,2.0,,3,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,3.0,2.0,,,,,
10437989,home,FC Arouca,Weverson,weverson,Weverson,D,36,185,168,M,905452,EUR,962755200,D,25,25,True,1.0,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437989,home,FC Arouca,Yusuf Lawal,yusuf-lawal,Y. Lawal,M,24,175,112,M,898808,EUR,890611200,F,7,7,True,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
10437989,home,FC Arouca,João Valido,joao-valido,J. Valido,G,1,185,54,M,973352,EUR,952041600,G,92,92,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437989,home,FC Arouca,Nino Galović,nino-galovic,N. Galović,D,,184,65,M,161431,EUR,710380800,D,44,44,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437989,home,FC Arouca,Oriol Busquets,oriol-busquets,O. Busquets,M,66,185,483,M,817621,EUR,916790400,M,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437989,home,FC Arouca,Pedro Moreira,pedro-moreira,P. Moreira,M,,182,5,M,61174,EUR,605923200,M,20,20,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437989,home,FC Arouca,Bruno Marques,bruno-marques,Bruno Marques,F,22,194,113,M,978517,EUR,919641600,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437989,away,Casa Pia,Ricardo Batista,ricardo-batista,R. Batista,G,33,193,111,M,9668,EUR,532656000,G,33,33,False,16.0,10.0,7.0,1.0,,9.0,12.0,1.0,4.0,1.0,1.0,2.0,7.0,,1.0,1.0,1.0,1.0,90.0,25.0,6.3,6.0,,0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
10437989,away,Casa Pia,Fernando Varela,fernando-varela,F. Varela,D,5,183,60,M,51705,EUR,564883200,D,15,15,False,31.0,24.0,5.0,1.0,,13.0,16.0,11.0,15.0,2.0,4.0,1.0,1.0,1.0,,,,,80.0,39.0,7.0,9.0,,1,,,,,1.0,1.0,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,
10437989,away,Casa Pia,Vasco Fernandes,vasco-fernandes,V. Fernandes,D,,181,45,M,41650,EUR,532137600,D,13,13,False,33.0,30.0,3.0,1.0,,25.0,26.0,5.0,7.0,,1.0,1.0,2.0,,,,,,90.0,41.0,6.8,4.0,,1,,,,,,1.0,,,,True,,,,,,,2.0,1.0,,,,,,,,,,
10437989,away,Casa Pia,Nermin Zolotić,nermin-zolotic,N. Zolotić,D,44,188,74,M,94826,EUR,742003200,D,19,19,False,48.0,44.0,5.0,3.0,,29.0,31.0,16.0,19.0,,2.0,4.0,6.0,1.0,,,,,90.0,61.0,6.9,5.0,1.0,2,7.0,7.0,,,1.0,1.0,1.0,,,,2.0,1.0,,,,,,1.0,,,,1.0,,,,,,
10437989,away,Casa Pia,Lucas Soares,lucas-soares,L. Soares,M,42,176,85,M,991358,EUR,894240000,M,42,42,False,29.0,22.0,3.0,3.0,,9.0,12.0,16.0,25.0,,5.0,2.0,5.0,1.0,,,,,90.0,57.0,7.2,14.0,1.0,0,,1.0,4.0,3.0,1.0,1.0,,,,,8.0,3.0,,,,,,,,,,,,,,,,
10437989,away,Casa Pia,Neto,neto,Neto,M,8,181,91,M,843358,EUR,683769600,M,8,8,False,13.0,11.0,1.0,1.0,,2.0,3.0,9.0,11.0,1.0,1.0,,1.0,,,,,,45.0,17.0,6.3,5.0,1.0,0,1.0,5.0,,,,,,1.0,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,
10437989,away,Casa Pia,Beni Mukendi,beni-mukendi,B. Mukendi,M,16,180,646,M,1002367,EUR,1021939200,M,80,80,False,38.0,33.0,1.0,,,19.0,19.0,14.0,20.0,2.0,3.0,,4.0,,,,,,75.0,46.0,5.7,9.0,2.0,0,,8.0,2.0,1.0,1.0,,,1.0,2.0,,1.0,,4.0,1.0,,,,,,,,,,,,,,
10437989,away,Casa Pia,Derick Poloni,derick-poloni,D. Poloni,D,6,173,38,M,892169,EUR,746841600,M,6,6,False,30.0,22.0,3.0,,,11.0,12.0,12.0,20.0,,1.0,1.0,3.0,1.0,,,,,64.0,46.0,6.7,13.0,1.0,1,2.0,3.0,,,,,,,,,2.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,
10437989,away,Casa Pia,Romário Baró,romario-baro,R. Baró,M,6,179,668,M,892224,EUR,948758400,F,17,17,False,8.0,5.0,,,,1.0,2.0,4.0,6.0,1.0,6.0,,2.0,1.0,,,,,64.0,20.0,6.7,5.0,,1,3.0,8.0,2.0,2.0,1.0,2.0,,,1.0,,,,3.0,1.0,,,,,,,1.0,,,,,,,
10437989,away,Casa Pia,Yuki Soma,soma-yuki,Y. Soma,F,7,165,617,M,945290,EUR,856828800,F,24,24,False,27.0,19.0,2.0,1.0,,6.0,7.0,16.0,34.0,,4.0,,7.0,2.0,,,,,90.0,58.0,7.3,28.0,2.0,3,,6.0,3.0,1.0,,1.0,1.0,5.0,2.0,,14.0,3.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,,1.0,,
