match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_clearanceOffLine,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialWon,stat_interceptionWon,stat_lastManTackle,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_dispossessed,stat_fouls,player_sofascoreId,stat_bigChanceMissed,stat_totalOffside,stat_challengeLost,captain,stat_goals,stat_penaltyFaced,stat_punches,stat_penaltyConceded
12448298,home,PSV Eindhoven,Walter Benítez,,,walter-benitez,W. Benítez,G,44,193,4345,M,249859,EUR,727401600,G,1,1,False,31.0,29.0,4.0,2.0,0.0,29.0,31.0,1.0,3.0,1.0,2.0,90.0,36.0,6.3,2.0,0.0002256,0,-0.4625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448298,home,PSV Eindhoven,Richard Ledezma,,,richard-ledezma,R. Ledezma,D,37,175,944,M,985176,EUR,968198400,D,37,37,False,104.0,91.0,5.0,3.0,0.0,33.0,37.0,3.0,7.0,,,90.0,134.0,8.2,15.0,0.346116,1,,58.0,68.0,1.0,3.0,4.0,9.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,0.0318,0.0103,1.0,,,,,,,,,,,,,,,,,,
12448298,home,PSV Eindhoven,Ryan Flamingo,Ryan Flamingo,,ryan-flamingo,R. Flamingo,D,6,186,1614,M,1046960,EUR,1041292800,D,6,6,False,107.0,102.0,5.0,2.0,0.0,53.0,54.0,7.0,3.0,,,90.0,124.0,7.0,5.0,0.0288818,0,,49.0,53.0,,2.0,2.0,2.0,,,,,,1.0,1.0,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,
12448298,home,PSV Eindhoven,Olivier Boscagli,,,boscagli-olivier,O. Boscagli,D,21,181,1043,M,788784,EUR,879811200,D,18,18,False,149.0,130.0,20.0,12.0,0.0,58.0,61.0,4.0,6.0,,,80.0,158.0,7.4,20.0,0.136829,0,,72.0,88.0,,,,2.0,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12448298,home,PSV Eindhoven,Mauro Júnior,,,mauro-junior,M. Júnior,D,17,171,1141,M,893499,EUR,925948800,D,17,17,False,62.0,57.0,4.0,3.0,0.0,25.0,26.0,4.0,6.0,,,90.0,99.0,7.6,17.0,0.433372,2,,34.0,46.0,10.0,,2.0,3.0,4.0,2.0,1.0,,,,1.0,1.0,,0.0556,,2.0,,2.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,
12448298,home,PSV Eindhoven,Jerdy Schouten,,,jerdy-schouten,J. Schouten,M,22,185,1244,M,844234,EUR,853027200,M,22,22,False,66.0,60.0,1.0,,0.0,15.0,15.0,2.0,4.0,,,90.0,76.0,7.2,8.0,0.0932062,0,,45.0,51.0,,2.0,6.0,7.0,3.0,3.0,,,,,1.0,1.0,1.0,,,2.0,2.0,,,,,,1.0,1.0,3.0,,,,,,,,,
12448298,home,PSV Eindhoven,Ismael Saibari,,,ismael-saibari,I. Saibari,M,34,185,23357,M,1063767,EUR,980640000,M,34,34,False,23.0,18.0,,,0.0,2.0,3.0,,2.0,,,67.0,35.0,6.6,9.0,0.0333222,2,,16.0,20.0,,,3.0,6.0,4.0,3.0,,,,,2.0,1.0,1.0,0.3137,,,,,,,2.0,,2.0,1.0,1.0,ismaelsaibari,1.0,,,,,,,
12448298,home,PSV Eindhoven,Ivan Perišić,,,ivan-perisic,I. Perišić,M,5,187,17305,M,38710,EUR,602380800,M,5,5,False,29.0,26.0,3.0,3.0,0.0,6.0,6.0,1.0,2.0,,,67.0,44.0,6.9,11.0,0.0557221,1,,21.0,30.0,7.0,1.0,1.0,1.0,,,,,,,,,,0.0212,,1.0,1.0,,,1.0,,1.0,1.0,,,ivanperisic444,,1.0,,,,,,
12448298,home,PSV Eindhoven,Malik Tillman,,,malik-tillman,M. Tillman,M,10,186,5864,M,975798,EUR,1022544000,M,7,7,False,33.0,25.0,,,0.0,13.0,13.0,,5.0,,,67.0,52.0,6.2,20.0,0.0476183,1,,12.0,21.0,1.0,,9.0,1.0,4.0,,,,,,,,1.0,0.0629,,1.0,,,,,1.0,,1.0,4.0,,MalikTillman8,,,1.0,,,,,
12448298,home,PSV Eindhoven,Noa Lang,,,noa-lang,N. Lang,F,77,173,15023,M,875136,EUR,929577600,M,10,10,False,63.0,56.0,1.0,1.0,0.0,11.0,12.0,,7.0,,,90.0,93.0,7.5,23.0,0.320911,2,,45.0,59.0,8.0,,3.0,6.0,5.0,2.0,,,,,1.0,,1.0,0.0419,,3.0,2.0,1.0,,,1.0,1.0,4.0,,,noano,,,,,,,,
