match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,stat_wonTackle,stat_totalContest,stat_wonContest,captain,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,player_sofascoreId,stat_goals,stat_totalOffside,stat_bigChanceMissed
10408336,home,Almería,Fernando Martínez,fernando-martinez,F. Martínez,G,13,185,172,M,139925,EUR,644976000,G,13,13,False,28.0,22.0,10.0,5.0,18.0,19.0,4.0,9.0,1.0,1.0,7.0,1.0,1.0,4.0,5.0,90.0,41.0,7.4,7.0,0.0,0.0,0.0005876,0,0.6974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408336,home,Almería,Alejandro Pozo,alejandro-pozo,A. Pozo,D,7,174,158,M,848080,EUR,919641600,D,17,17,False,45.0,33.0,6.0,4.0,18.0,19.0,15.0,27.0,2.0,1.0,5.0,,,,,90.0,64.0,6.9,19.0,0.0,0.0,0.0583559,0,,,,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
10408336,home,Almería,Rodrigo Ely,rodrigo-ely,R. Ely,D,5,188,877,M,168745,EUR,752284800,D,19,19,False,87.0,78.0,13.0,7.0,61.0,61.0,17.0,26.0,4.0,4.0,6.0,1.0,,,,90.0,94.0,7.0,9.0,0.0235,0.0,0.211812,1,,,,,3.0,2.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10408336,home,Almería,Chumi,chumi,Chumi,D,21,186,188,M,913455,EUR,920332800,D,21,21,False,73.0,63.0,7.0,2.0,54.0,58.0,9.0,15.0,3.0,4.0,6.0,,,,,90.0,82.0,6.8,10.0,0.0,0.0,0.00187525,0,,,,,1.0,2.0,,,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10408336,home,Almería,Sergio Akieme,sergio-akieme,S. Akieme,D,18,175,293,M,827942,EUR,882230400,D,15,15,False,26.0,21.0,2.0,,11.0,13.0,10.0,15.0,2.0,,6.0,1.0,,,,90.0,56.0,6.7,13.0,0.1403,0.0,0.0058487,2,,,,2.0,,4.0,,,,3.0,,,2.0,4.0,,1.0,,1.0,1.0,,,,,,,,,,
10408336,home,Almería,Lucas Robertone,lucas-robertone,L. Robertone,M,8,173,656,M,848926,EUR,858643200,M,5,5,False,54.0,45.0,9.0,6.0,14.0,18.0,35.0,41.0,7.0,,12.0,2.0,,,,87.0,71.0,8.6,12.0,0.1461,0.0,0.758398,2,,,,5.0,1.0,2.0,,1.0,4.0,1.0,1.0,5.0,1.0,,,,4.0,1.0,,True,1.0,4.0,1.0,1.0,,,,,
10408336,home,Almería,Samú Costa,samuel-costa,S. Costa,M,12,183,1427,M,988351,EUR,975283200,M,23,23,False,94.0,79.0,14.0,9.0,54.0,57.0,25.0,38.0,10.0,4.0,10.0,1.0,,,,90.0,111.0,7.8,18.0,0.0,0.0,0.0245185,0,,,,1.0,7.0,,,6.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10408336,home,Almería,Gonzalo Melero,gonzalo-melero,G. Melero,M,16,183,159,M,789886,EUR,757468800,M,3,3,False,34.0,32.0,1.0,1.0,14.0,14.0,18.0,20.0,4.0,,2.0,2.0,,,,79.0,50.0,7.0,7.0,0.5269,0.1149,0.0386573,2,,,,,,3.0,,,1.0,4.0,1.0,2.0,1.0,1.0,,,,2.0,1.0,,,,,,1.0,,,,
10408336,home,Almería,Léo Baptistão,leo-baptistao,Léo Baptistão,M,12,181,560,M,252857,EUR,714787200,F,12,12,False,23.0,19.0,,,6.0,6.0,13.0,17.0,2.0,,4.0,,,,,66.0,38.0,6.4,10.0,0.0599,0.0,0.0626178,1,,,,,2.0,7.0,1.0,2.0,,3.0,1.0,,1.0,3.0,1.0,,,1.0,,,,,,,,,,,
10408336,home,Almería,El Bilal Touré,el-bilal-toure,E. B. Touré,F,19,185,9510,M,982615,EUR,1002067200,F,9,9,False,14.0,12.0,,,4.0,5.0,8.0,9.0,5.0,1.0,2.0,1.0,,,,66.0,25.0,7.4,7.0,0.3487,0.5161,0.0210188,2,,,,,3.0,6.0,,,1.0,4.0,5.0,1.0,1.0,2.0,,,1.0,,,,,,,,1.0,el_bilal_9,1.0,2.0,
