match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,stat_totalClearance,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
14429529,home,Al-Ahli,Edouard Mendy,,,edouard-mendy,E. Mendy,G,16,195.0,19839,M,edou_mendy,845074,EUR,699408000,G,16,16,False,True,33.0,25.0,15.0,7.0,0.0,21.0,21.0,4.0,12.0,1.0,1.0,1.0,5.0,2.0,5.0,90.0,41.0,8.3,8.0,0.00129888,0.6818,1.0,0,0.7856,0.14,0.02,0.17,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429529,home,Al-Ahli,Ali Majrashi,,,ali-majrashi,A. Majrashi,D,27,177.0,404,M,,917035,EUR,938736000,D,27,27,False,,17.0,10.0,2.0,1.0,0.0,5.0,6.0,5.0,11.0,7.0,6.0,2.0,3.0,,,90.0,49.0,7.0,18.0,0.00263471,,,0,,0.0,0.1,0.33,,1.0,7.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,
14429529,home,Al-Ahli,Merih Demiral,,,merih-demiral,M. Demiral,D,28,190.0,4099,M,merihdemiral,806968,EUR,889056000,D,28,28,False,,39.0,33.0,8.0,5.0,0.0,24.0,25.0,9.0,14.0,6.0,,,2.0,,,90.0,48.0,7.3,6.0,0.00433901,,,0,,-0.11,0.03,0.31,,,2.0,,,,4.0,2.0,,,1.0,,2.0,1.0,4.0,,,,,,,,,,,,,,,,
14429529,home,Al-Ahli,Roger Ibañez,,,roger-ibanez,R. Ibañez,D,3,185.0,2314,M,,888949,EUR,911779200,D,3,3,False,,56.0,47.0,5.0,1.0,0.0,29.0,30.0,18.0,26.0,6.0,,,4.0,,,90.0,61.0,7.3,9.0,0.0444114,,,0,,0.34,0.17,0.19,,,5.0,,,,2.0,1.0,,,1.0,3.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,
14429529,home,Al-Ahli,Saad Yaslam Balobaid,Saad Yaslam Balobaid,,saad-yaslam-balobaid,S. Y. Balobaid,D,31,168.0,155,M,,1066588,EUR,948931200,D,31,31,False,,30.0,22.0,3.0,1.0,0.0,11.0,13.0,11.0,17.0,2.0,,,4.0,,,84.0,50.0,6.7,13.0,0.0235564,,,0,,-0.04,0.12,0.13,,2.0,2.0,,,2.0,1.0,,,2.0,1.0,,1.0,,3.0,1.0,1.0,,,,,,,,,,,,,,
14429529,home,Al-Ahli,Franck Kessié,,,franck-kessie,F. Kessié,M,79,183.0,43381,M,franckkessie,359226,EUR,850953600,M,79,79,False,,33.0,31.0,2.0,2.0,0.0,16.0,17.0,15.0,16.0,2.0,,,6.0,,,90.0,43.0,6.9,2.0,0.0189991,,1.0,0,,0.26,0.09,-0.03,,,2.0,,,3.0,1.0,1.0,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,
14429529,home,Al-Ahli,Riyad Mahrez,,,riyad-mahrez,R. Mahrez,M,7,179.0,70718,M,RMahrez,158213,EUR,667094400,M,7,7,False,,25.0,22.0,1.0,1.0,0.0,5.0,5.0,17.0,20.0,3.0,1.0,,5.0,,,90.0,43.0,7.0,10.0,0.115428,,2.0,2,,0.27,0.51,0.17,,3.0,5.0,3.0,,2.0,1.0,,,,2.0,1.0,,,,,,1.0,2.0,0.0924,-0.56,,,,,,,,,,
14429529,home,Al-Ahli,Enzo Millot,,,millot-enzo,E. Millot,M,10,175.0,4909,M,,957889,EUR,1026864000,M,10,10,False,,28.0,25.0,2.0,1.0,1.0,5.0,5.0,20.0,23.0,4.0,5.0,1.0,4.0,,,74.0,46.0,6.6,12.0,0.237817,,2.0,1,,0.36,-0.11,-0.09,,1.0,12.0,3.0,,1.0,2.0,,,1.0,,3.0,1.0,1.0,,,1.0,1.0,1.0,0.0211,-0.12,,,,,,,,,,
14429529,home,Al-Ahli,Firas Al-Buraikan,,,firas-al-buraikan,F. Al-Buraikan,F,9,181.0,1082,M,,893307,EUR,958262400,M,9,9,False,,21.0,18.0,1.0,1.0,0.0,1.0,1.0,17.0,20.0,8.0,1.0,,6.0,,,90.0,39.0,7.1,7.0,0.0182079,,1.0,1,,0.06,0.2,0.15,,1.0,6.0,1.0,,,5.0,4.0,,1.0,3.0,1.0,2.0,,1.0,,1.0,,,0.0466,0.02,1.0,,,,,,,,,
14429529,home,Al-Ahli,Saleh Abu Al-Shamat,Saleh Aboulshamat,,saleh-aboulshamat,S. Aboulshamat,M,47,171.0,764,M,,1429250,EUR,1029024000,M,47,47,False,,26.0,23.0,3.0,1.0,0.0,3.0,3.0,20.0,23.0,5.0,5.0,2.0,3.0,,,62.0,37.0,7.0,8.0,0.0652161,,,0,,0.13,0.12,0.14,,1.0,3.0,,,1.0,2.0,,,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,
14429529,home,Al-Ahli,Ivan Toney,,,ivan-toney,I. Toney,F,17,185.0,12718,M,ivantoney,290927,EUR,826934400,F,17,17,False,,20.0,13.0,1.0,,0.0,4.0,5.0,9.0,15.0,1.0,,,5.0,,,90.0,34.0,7.2,13.0,0.0134758,,,3,,-0.28,0.51,-0.01,,,3.0,1.0,,,1.0,,,4.0,,,2.0,,,,,,1.0,0.8052,0.47,1.0,1.0,1.0,1.0,2.0,0.6382,,,,
14429529,home,Al-Ahli,Wenderson Galeno,,,wenderson-galeno,W. Galeno,M,13,178.0,4322,M,w_galeno90,845754,EUR,877478400,F,13,13,True,,7.0,5.0,,,0.0,2.0,2.0,3.0,5.0,1.0,2.0,1.0,1.0,,,28.0,17.0,6.6,8.0,0.0067384,,,2,,-0.03,0.3,0.0,,2.0,1.0,,,,,,,,,,,,,,,,,0.0639,-0.37,,,2.0,,1.0,0.047,,,,
