match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_totalContest,stat_wonContest,player_sofascoreId,stat_lastManTackle,player_firstName,player_lastName,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,captain,stat_dispossessed,stat_aerialLost,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_punches
10388398,home,VfB Stuttgart,Florian Müller,florian-muller,F. Müller,G,21,190,205,M,842858,EUR,879379200,G,1,1,False,22.0,20.0,3.0,1.0,20.0,21.0,1.0,8.0,1.0,5.0,90.0,32.0,6.4,2.0,0.0,0.0,0.00022753,0,-1.6377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388398,home,VfB Stuttgart,Konstantinos Mavropanos,konstantinos-mavropanos,K. Mavropanos,D,15,194,2692,M,829022,EUR,881798400,D,5,5,False,54.0,43.0,11.0,8.0,23.0,25.0,30.0,3.0,,,90.0,84.0,7.3,17.0,0.2085,0.0,0.0419987,2,,20.0,1.0,6.0,1.0,13.0,1.0,2.0,1.0,1.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10388398,home,VfB Stuttgart,Waldemar Anton,waldemar-anton,W. Anton,D,3,189,2193,M,799046,EUR,837820800,D,2,2,False,91.0,81.0,11.0,8.0,51.0,53.0,38.0,8.0,,,86.0,111.0,7.3,13.0,0.0345,0.0,0.0294204,1,,30.0,,2.0,4.0,5.0,,1.0,4.0,1.0,5.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
10388398,home,VfB Stuttgart,Hiroki Itō,hiroki-ito,H. Itō,D,21,188,6725,M,873106,EUR,926467200,D,21,21,False,89.0,79.0,11.0,3.0,44.0,44.0,45.0,10.0,,,90.0,103.0,6.5,12.0,0.0,0.0,0.0222724,0,,35.0,,,4.0,3.0,,,1.0,,4.0,3.0,2.0,1.0,,1.0,,3.0,,,hiroki_ito38,1.0,,,,,,,,,,,,,
10388398,home,VfB Stuttgart,Chris Führich,chris-fuhrich,C. Führich,M,10,178,1574,M,891510,EUR,884304000,M,22,22,False,19.0,12.0,2.0,1.0,2.0,2.0,22.0,3.0,,,65.0,38.0,6.9,12.0,0.1746,0.0759,0.0938871,2,,11.0,5.0,,2.0,4.0,,,1.0,,,3.0,1.0,,,,1.0,1.0,2.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,
10388398,home,VfB Stuttgart,Wataru Endo,wataru-endo,W. Endo,M,3,178,19849,M,143040,EUR,729216000,M,3,3,False,44.0,33.0,2.0,1.0,14.0,17.0,27.0,8.0,,,90.0,64.0,7.0,14.0,0.0371,0.0,0.035793,1,,19.0,,4.0,5.0,13.0,,,3.0,,,5.0,3.0,,3.0,1.0,,1.0,2.0,1.0,endowataru,,,,,,1.0,True,2.0,,,,,,
10388398,home,VfB Stuttgart,Atakan Karazor,atakan-karazor,A. Karazor,M,16,190,1082,M,801030,EUR,845164800,M,16,16,False,36.0,32.0,1.0,,15.0,16.0,20.0,7.0,,,59.0,50.0,6.8,8.0,0.1253,0.0,0.00901513,2,,17.0,,1.0,5.0,5.0,,2.0,,,1.0,4.0,1.0,2.0,,2.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,
10388398,home,VfB Stuttgart,Naouirou Ahamada,naouirou-ahamada,N. Ahamada,M,8,183,451,M,997104,EUR,1017360000,M,32,32,False,26.0,21.0,,,7.0,7.0,19.0,9.0,,,65.0,33.0,6.6,7.0,0.05,0.0,0.023283,2,,14.0,,,2.0,3.0,,1.0,,,,2.0,1.0,,1.0,,,,1.0,,,,,,,,1.0,,1.0,,1.0,,,,
10388398,home,VfB Stuttgart,Borna Sosa,borna-sosa,B. Sosa,M,24,187,3743,M,357584,EUR,885340800,M,24,24,False,53.0,44.0,4.0,2.0,19.0,22.0,46.0,6.0,,,90.0,91.0,7.7,23.0,0.0557,0.0,0.564759,2,,29.0,15.0,2.0,2.0,6.0,,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,,3.0,,2.0,2.0,BornaSosa,,,,4.0,,,,2.0,,,1.0,1.0,,
10388398,home,VfB Stuttgart,Silas,silas-katompa-mvumpa,S. K. Mvumpa,M,26,189,7725,M,949062,EUR,907632000,F,14,14,False,16.0,11.0,1.0,1.0,1.0,1.0,17.0,4.0,,,90.0,36.0,6.5,16.0,0.1089,0.0,0.0826711,1,,10.0,2.0,,8.0,4.0,,1.0,,,1.0,,,2.0,,1.0,,1.0,6.0,4.0,silas,,,,,,,,3.0,1.0,2.0,,,,
