match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,player_firstName,player_lastName,stat_dispossessed,stat_bigChanceCreated,stat_outfielderBlock,stat_keyPass,stat_bigChanceMissed,stat_accurateCross,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,player_sofascoreId
12117121,home,Fortaleza,João Ricardo,joao-ricardo,J. Ricardo,G,1,188,675,M,839761,EUR,589507200,G,1,1,False,22.0,8.0,16.0,2.0,0.0,6.0,7.0,2.0,15.0,1.0,3.0,1.0,3.0,90.0,28.0,6.8,15.0,0.00022443,0,1.1359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117121,home,Fortaleza,Tinga,tinga,Tinga,D,2,179,424,M,330057,EUR,746841600,D,2,2,False,35.0,21.0,6.0,1.0,0.0,9.0,11.0,12.0,28.0,7.0,6.0,,,90.0,60.0,7.2,21.0,0.0176787,0,,True,4.0,2.0,4.0,5.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12117121,home,Fortaleza,Emanuel Brítez,emanuel-britez,E. Brítez,D,33,178,532,M,789395,EUR,701568000,D,19,19,False,25.0,19.0,6.0,4.0,0.0,10.0,12.0,9.0,13.0,5.0,5.0,,,90.0,39.0,7.4,7.0,0.0165443,3,,,,1.0,2.0,3.0,2.0,,,3.0,2.0,3.0,2.0,1.0,,2.0,1.0,0.0661,,,,,,,,,,,,,,,
12117121,home,Fortaleza,Tomás Cardona,tomas-cardona,T. Cardona,D,6,188,225,M,849020,EUR,813283200,D,25,25,False,42.0,29.0,8.0,3.0,0.0,22.0,27.0,7.0,15.0,8.0,3.0,,,90.0,58.0,7.3,14.0,0.00090693,0,,,,1.0,5.0,3.0,,,,7.0,4.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
12117121,home,Fortaleza,Felipe Jonatan,felipe-jonatan,F. Jonatan,D,16,176,464,M,931574,EUR,887500800,D,36,36,False,28.0,23.0,10.0,8.0,0.0,11.0,13.0,12.0,17.0,6.0,6.0,3.0,,90.0,61.0,7.4,9.0,0.0104688,0,,,2.0,2.0,1.0,5.0,,2.0,1.0,3.0,3.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,
12117121,home,Fortaleza,Lucas Sasha,lucas-sasha,L. Sasha,M,88,177,479,M,123225,EUR,636249600,M,88,88,False,29.0,26.0,,,0.0,11.0,12.0,15.0,17.0,8.0,4.0,2.0,,89.0,48.0,7.7,5.0,0.320166,0,,,,3.0,1.0,5.0,1.0,1.0,,2.0,3.0,5.0,3.0,1.0,1.0,,,,,,,1.0,1.0,2.0,,,,,,,,,
12117121,home,Fortaleza,Matheus Rossetto,matheus-rossetto,M. Rossetto,M,20,180,350,M,842682,EUR,833760000,M,16,16,False,46.0,43.0,4.0,4.0,0.0,16.0,18.0,27.0,28.0,1.0,6.0,,,80.0,49.0,6.7,3.0,0.0200387,0,,,,1.0,,6.0,1.0,1.0,1.0,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,
12117121,home,Fortaleza,Yago Pikachu,yago-pikachu,Y. Pikachu,M,22,170,1544,M,363688,EUR,707702400,M,22,22,False,20.0,17.0,,,0.0,4.0,5.0,13.0,18.0,4.0,2.0,2.0,,90.0,33.0,6.8,8.0,0.115221,2,,,3.0,1.0,,4.0,1.0,2.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,0.3776,,,1.0,,,1.0,1.0,,,,,,,,
12117121,home,Fortaleza,Tomás Pochettino,tomas-pochettino,T. Pochettino,M,7,178,994,M,824626,EUR,823132800,M,7,7,False,17.0,14.0,4.0,1.0,1.0,4.0,4.0,17.0,28.0,6.0,2.0,2.0,,90.0,52.0,8.8,16.0,0.452099,1,,,15.0,,,3.0,1.0,3.0,2.0,2.0,,2.0,1.0,3.0,1.0,,1.0,0.0554,,,,1.0,,10.0,,7.0,1.0,,,,,,
12117121,home,Fortaleza,Breno Lopes,breno-lopes,B. Lopes,M,26,178,1395,M,937552,EUR,822441600,M,26,26,False,24.0,20.0,4.0,2.0,0.0,5.0,5.0,16.0,20.0,1.0,1.0,,,73.0,34.0,6.8,8.0,0.0474562,4,,,1.0,1.0,,3.0,,2.0,1.0,,,,,2.0,,2.0,,0.7884,,,1.0,,,,1.0,1.0,,2.0,,,,,
