match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_errorLeadToAShot,stat_fouls,stat_keyPass,player_sofascoreId,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_clearanceOffLine,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_blockedScoringAttempt,stat_interceptionWon,player_firstName,player_lastName,stat_totalCross,stat_wonTackle,stat_bigChanceCreated,captain,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_totalOffside,stat_hitWoodwork
14065090,home,Hamburger SV,Daniel Heuer Fernandes,daniel-heuer-fernandes,D. H. Fernandes,G,1,188,402,M,113442,EUR,721612800,G,1,1,False,34.0,21.0,16.0,3.0,0.0,20.0,20.0,1.0,14.0,2.0,7.0,2.0,5.0,6.0,1.0,90.0,48.0,8.3,13.0,0.00113545,0.5848,0,1.2375,0.09,0.01,-0.02,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065090,home,Hamburger SV,Warmed Omari,omari-warmed,W. Omari,D,17,185,535,M,999030,EUR,956448000,D,17,17,False,37.0,34.0,2.0,1.0,0.0,25.0,27.0,9.0,10.0,6.0,2.0,,,,,90.0,44.0,6.5,3.0,0.0521287,,0,,0.29,0.06,-0.24,,3.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14065090,home,Hamburger SV,Luka Vušković,luka-vuskovic,L. Vušković,D,44,193,11576,M,1405212,EUR,1172275200,D,44,44,False,66.0,54.0,8.0,4.0,0.0,31.0,33.0,23.0,33.0,14.0,4.0,,,,,90.0,89.0,9.2,14.0,0.032099,,2,,0.16,0.3,0.43,,1.0,6.0,2.0,8.0,,,1.0,1.0,,lukavuskovic,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5754,0.5279,0.41,,,,,,,,,,,,,
14065090,home,Hamburger SV,Daniel Elfadli,daniel-elfadli,D. Elfadli,D,8,187,541,M,945532,EUR,860284800,D,8,8,False,50.0,49.0,1.0,1.0,0.0,30.0,30.0,19.0,20.0,2.0,2.0,,,,,90.0,60.0,6.4,1.0,0.0061727,,1,,0.13,0.35,-0.08,,4.0,1.0,6.0,2.0,,,,2.0,,,,,,,,1.0,,,1.0,0.0346,,-0.04,1.0,1.0,,,,,,,,,,,
14065090,home,Hamburger SV,Giorgi Gocholeishvili,giorgi-gocholeishvili,G. Gocholeishvili,D,16,178,1317,M,1035752,EUR,982108800,M,16,16,False,19.0,17.0,1.0,,0.0,9.0,9.0,8.0,10.0,4.0,8.0,,,,,86.0,48.0,7.4,8.0,0.0256827,,3,,0.54,0.23,0.25,,,,1.0,5.0,3.0,2.0,,,,,,1.0,,,,,1.0,1.0,2.0,0.072,,-0.37,2.0,1.0,,,3.0,1.0,,,,,,,
14065090,home,Hamburger SV,Fábio Vieira,fabio-vieira,F. Vieira,M,20,170,6625,M,904835,EUR,959644800,M,20,20,False,28.0,27.0,5.0,5.0,1.0,8.0,8.0,19.0,20.0,1.0,6.0,,,,,79.0,41.0,7.9,3.0,0.653099,,4,,0.68,-0.14,0.27,,1.0,,3.0,3.0,2.0,1.0,,1.0,3.0,fabiodfvieira,,2.0,1.0,,,1.0,,,2.0,0.2313,0.0293,-0.52,1.0,,,,,,2.0,,,,,,
14065090,home,Hamburger SV,Nicolai Remberg,nicolai-remberg,N. Remberg,M,21,187,305,M,1064305,EUR,961372800,M,21,21,False,42.0,39.0,7.0,5.0,0.0,22.0,22.0,17.0,20.0,5.0,3.0,,,,,90.0,53.0,6.8,4.0,0.00899383,,1,,-0.07,0.11,0.23,,2.0,1.0,4.0,3.0,,,,2.0,,,,,1.0,,,2.0,,,2.0,0.0172,0.0336,-0.02,,,,,,,,,,,,,
14065090,home,Hamburger SV,Miro Muheim,miro-muheim,M. Muheim,D,28,182,740,M,798303,EUR,890697600,M,28,28,False,51.0,43.0,6.0,2.0,0.0,21.0,22.0,22.0,29.0,2.0,2.0,,,,,90.0,69.0,7.2,10.0,0.227015,,0,,0.53,0.13,-0.02,,2.0,,4.0,3.0,,,,1.0,4.0,,,,,,,,3.0,,,,,,,,,,3.0,2.0,1.0,True,1.0,1.0,,,
14065090,home,Hamburger SV,Rayan Philippe,rayan-philippe,R. Philippe,F,14,177,575,M,991824,EUR,972000000,F,14,14,False,11.0,8.0,1.0,,0.0,2.0,3.0,6.0,8.0,,3.0,,,,,74.0,25.0,7.4,8.0,0.0251397,,2,,-0.39,0.26,-0.08,,,1.0,4.0,4.0,,,,2.0,1.0,,1.0,1.0,1.0,1.0,,,3.0,2.0,,0.3267,0.6434,0.47,,,,,3.0,3.0,,,,2.0,,,
14065090,home,Hamburger SV,Ransford Yeboah Königsdörffer,ransford-yeboah-konigsdorffer,R. Y. Königsdörffer,F,11,182,1619,M,1012235,EUR,1000339200,F,11,11,False,18.0,16.0,,,0.0,4.0,5.0,12.0,13.0,1.0,1.0,,,,,85.0,30.0,6.7,6.0,0.0909704,,4,,0.25,0.3,0.15,,2.0,3.0,5.0,3.0,1.0,,,,2.0,,1.0,1.0,3.0,,,,,,,0.6949,1.301,0.12,,,,,2.0,,,,1.0,,2.0,1.0,
