match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_sofascoreId,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,player_firstName,player_lastName,stat_aerialWon,stat_wonTackle,stat_accurateCross,stat_blockedScoringAttempt,stat_goals,captain,stat_shotOffTarget,stat_totalOffside
12624962,home,Al-Ittihad,Predrag Rajković,predrag-rajkovic,P. Rajković,G,1,192,2722,M,188107,EUR,815097600,G,1,1,False,22.0,10.0,18.0,6.0,0.0,7.0,10.0,3.0,12.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,90.0,31.0,6.7,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624962,home,Al-Ittihad,Muhannad Shanqeeti,muhannad-shanqeeti,M. Shanqeeti,D,13,173,417,M,894437,EUR,921196800,D,13,13,False,26.0,18.0,2.0,,1.0,7.0,12.0,11.0,16.0,9.0,2.0,,4.0,,,,,84.0,51.0,6.4,20.0,1,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
12624962,home,Al-Ittihad,Danilo Pereira,danilo-pereira,D. Pereira,D,2,187,4062,M,99545,EUR,684374400,D,2,2,False,16.0,16.0,1.0,1.0,0.0,12.0,12.0,4.0,4.0,2.0,1.0,2.0,6.0,,,,,90.0,24.0,7.2,,0,,1.0,1.0,,,,,,,,,,,DaniloP,1.0,1.0,3.0,1.0,,,,,,,,,,
12624962,home,Al-Ittihad,Hassan Kadesh,hassan-kadesh,H. Kadesh,D,15,179,398,M,847235,EUR,712627200,D,15,15,False,32.0,29.0,4.0,1.0,0.0,19.0,19.0,10.0,13.0,1.0,1.0,,3.0,,,,,90.0,39.0,6.7,4.0,0,,,4.0,,,,,,,3.0,1.0,,,,,,1.0,,,,1.0,2.0,,,,,,
12624962,home,Al-Ittihad,Mario Mitaj,mitaj-mario,M. Mitaj,D,12,180,1741,M,1006089,EUR,1060128000,D,12,12,False,45.0,37.0,3.0,,1.0,12.0,15.0,25.0,32.0,5.0,1.0,2.0,6.0,,,,,90.0,68.0,7.2,15.0,0,2.0,3.0,4.0,,1.0,1.0,,,,2.0,3.0,1.0,1.0,,,,3.0,1.0,,,,2.0,,,,,,
12624962,home,Al-Ittihad,N'Golo Kanté,ngolo-kante,N. Kanté,M,17,169,44806,M,234148,EUR,670204800,M,7,7,False,46.0,39.0,3.0,2.0,0.0,13.0,15.0,26.0,31.0,5.0,1.0,2.0,7.0,,,,,90.0,54.0,6.8,7.0,0,,1.0,1.0,,,,,,,,,3.0,,nglkante,,,2.0,,,,1.0,,,,,,,
12624962,home,Al-Ittihad,Fabinho,fabinho,Fabinho,M,8,187,9249,M,243585,EUR,751334400,M,8,8,False,36.0,32.0,2.0,1.0,0.0,18.0,20.0,15.0,17.0,1.0,,3.0,4.0,,,,,90.0,48.0,7.0,6.0,0,1.0,,1.0,,,,,,,1.0,2.0,1.0,1.0,Fabinho,,1.0,,,,,,1.0,1.0,,,,,
12624962,home,Al-Ittihad,Abdulrahman Alobud,abdulrahman-alobud,A. Alobud,M,24,174,531,M,872275,EUR,801964800,M,24,24,False,11.0,9.0,1.0,,0.0,1.0,2.0,8.0,10.0,8.0,1.0,,2.0,,,,,45.0,23.0,6.5,9.0,0,1.0,1.0,4.0,1.0,5.0,1.0,,,,2.0,1.0,1.0,2.0,,,,,1.0,,,,1.0,,,,,,
12624962,home,Al-Ittihad,Houssem Aouar,aouar-houssem,H. Aouar,M,10,175,14747,M,846081,EUR,899164800,M,10,10,False,35.0,27.0,1.0,1.0,0.0,5.0,8.0,22.0,29.0,8.0,1.0,,4.0,,,,,90.0,65.0,6.8,21.0,1,2.0,,8.0,3.0,7.0,3.0,,,,,2.0,,2.0,houssem_aouar,,,2.0,4.0,,,1.0,,,1.0,,,,
12624962,home,Al-Ittihad,Steven Bergwijn,steven-bergwijn,S. Bergwijn,M,34,178,5144,M,361798,EUR,876268800,M,34,34,False,15.0,14.0,,,0.0,2.0,2.0,12.0,16.0,7.0,,,5.0,,,,,89.0,29.0,7.7,8.0,2,3.0,2.0,3.0,1.0,3.0,1.0,1.0,,2.0,1.0,1.0,2.0,2.0,StevenBergwijn,,,,1.0,,,,1.0,,,1.0,,,
12624962,home,Al-Ittihad,Karim Benzema,karim-benzema,K. Benzema,F,90,184,194410,M,3306,EUR,566870400,F,9,9,False,26.0,22.0,2.0,,0.0,4.0,4.0,18.0,22.0,2.0,,,1.0,,,,,90.0,37.0,7.8,5.0,7,,1.0,2.0,,1.0,,,,3.0,1.0,,,,KBenz9,,,,,,,1.0,,,1.0,1.0,True,3.0,1.0
12624962,home,Al-Ittihad,Abdulelah Al-Amri,abdulelah-al-amri,A. Al-Amri,D,5,185,1135,M,881831,EUR,853286400,D,4,4,True,11.0,9.0,1.0,,0.0,4.0,5.0,5.0,8.0,,,4.0,3.0,,,,,45.0,22.0,6.8,5.0,0,2.0,,2.0,,,,,,,1.0,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,
12624962,home,Al-Ittihad,Fawaz Al-Sagour,fawaz-al-sagour,F. Al-Sagour,D,27,176,240,M,818572,EUR,830217600,D,27,27,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,,1.0,1.0,,,,,13.0,4.0,6.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624962,home,Al-Ittihad,Saleh Al-Shehri,saleh-al-shehri,S. Al-Shehri,F,11,184,1112,M,818779,EUR,752112000,F,21,21,True,6.0,3.0,,,0.0,,,3.0,6.0,1.0,1.0,,1.0,,,,,1.0,6.0,,3.0,0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,
12624962,home,Al-Ittihad,Mohammed Al-Mahasneh,mohammed-al-mahasneh,M. Al-Mahasneh,G,33,180,55,M,1018709,EUR,862185600,G,33,33,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
