match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_fouls,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_aerialLost,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_keyPass,stat_blockedScoringAttempt,stat_bigChanceMissed,player_sofascoreId,stat_goals,player_firstName,player_lastName,stat_goodHighClaim,stat_punches,stat_outfielderBlock
12117204,home,Internacional,Sergio Rochet,sergio-rochet,S. Rochet,G,1,190,2554,M,581060,EUR,732844800,G,1,1,False,24.0,11.0,18.0,5.0,0.0,7.0,9.0,4.0,15.0,1.0,1.0,2.0,3.0,90.0,29.0,7.1,13.0,0.00145002,0,0.2691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117204,home,Internacional,Bruno Gomes,bruno-gomes,B. Gomes,D,15,175,903,M,995071,EUR,986342400,D,15,15,False,55.0,46.0,4.0,3.0,0.0,24.0,28.0,22.0,29.0,2.0,8.0,,,77.0,74.0,7.0,13.0,0.109146,0,,2.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12117204,home,Internacional,Agustín Rogel,agustin-rogel,A. Rogel,D,3,190,476,M,875293,EUR,877046400,D,18,18,False,42.0,38.0,4.0,2.0,0.0,26.0,26.0,12.0,16.0,3.0,3.0,,,90.0,54.0,8.0,4.0,0.00438212,5,,,1.0,7.0,,,3.0,,,,1.0,6.0,2.0,3.0,1.0,0.26,0.1463,,,,,,,,,,,,,,,,,
12117204,home,Internacional,Gabriel Mercado,gabriel-mercado,G. Mercado,D,25,180,995,M,128376,EUR,543024000,D,25,25,False,32.0,27.0,6.0,2.0,0.0,20.0,21.0,7.0,11.0,4.0,3.0,,,90.0,41.0,7.1,5.0,0.00325945,0,,,4.0,5.0,,,1.0,3.0,2.0,,1.0,2.0,,,,,,True,3.0,,,,,,,,,,,,,,,
12117204,home,Internacional,Alexandro Bernabei,alexandro-bernabei,A. Bernabei,D,26,169,2144,M,989200,EUR,969753600,D,26,26,False,32.0,27.0,1.0,,0.0,11.0,13.0,18.0,26.0,1.0,8.0,,,90.0,69.0,7.4,18.0,0.319697,2,,7.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,0.1071,0.0374,,1.0,2.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,,
12117204,home,Internacional,Fernando,fernando-reges,Fernando,M,,183,1104,M,41837,EUR,554169600,M,5,5,False,38.0,32.0,5.0,3.0,0.0,7.0,7.0,25.0,31.0,2.0,12.0,,,90.0,55.0,7.5,7.0,0.020353,1,,,3.0,8.0,,,2.0,5.0,5.0,,2.0,3.0,,,,0.0277,,,,,,1.0,,,,1.0,,,,,,,,
12117204,home,Internacional,Thiago Maia,thiago-maia,T. Maia,M,29,179,1392,M,358550,EUR,859075200,M,29,29,False,36.0,29.0,3.0,2.0,0.0,9.0,9.0,20.0,27.0,,11.0,,,89.0,53.0,6.9,12.0,0.0190892,1,,,4.0,4.0,2.0,1.0,,2.0,2.0,,,1.0,1.0,,,0.6014,,,1.0,,1.0,1.0,,3.0,,,1.0,,,,,,,
12117204,home,Internacional,Gabriel Carvalho,gabriel-teixeira,G. Carvalho,M,20,168,1272,M,1485218,EUR,1187308800,M,34,34,False,27.0,20.0,1.0,,0.0,6.0,7.0,15.0,24.0,1.0,5.0,,,60.0,43.0,6.6,15.0,0.0367846,1,,4.0,3.0,1.0,4.0,1.0,,,,,,,1.0,,,0.0759,,,,1.0,,,,1.0,,,,,,,,,,
12117204,home,Internacional,Bruno Tabata,bruno-tabata,B. Tabata,M,17,175,1114,M,845433,EUR,859680000,M,17,17,False,25.0,19.0,1.0,,1.0,7.0,7.0,18.0,32.0,,2.0,,,77.0,49.0,7.6,20.0,0.389918,1,,14.0,8.0,2.0,1.0,,,,,,,1.0,,1.0,1.0,0.0261,0.0123,,3.0,6.0,,4.0,1.0,1.0,6.0,,,,,,,,,
12117204,home,Internacional,Wesley Ribeiro,wesley,W. Ribeiro,M,21,175,1823,M,985766,EUR,922752000,M,21,21,False,25.0,17.0,,,0.0,5.0,7.0,13.0,20.0,2.0,5.0,,,90.0,59.0,6.7,19.0,0.0930508,0,,2.0,15.0,11.0,5.0,2.0,1.0,1.0,,,3.0,3.0,,,5.0,,,,3.0,1.0,2.0,4.0,,2.0,2.0,,,,,,,,,
