match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_hitWoodwork,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,player_firstName,player_lastName,player_sofascoreId,stat_goals,captain,stat_accurateCross,stat_penaltyWon,stat_penaltyFaced,stat_penaltyConceded,stat_goalAssist,stat_blockedScoringAttempt,stat_clearanceOffLine
11409122,home,SC Farense,Ricardo Velho,ricardo-velho,R. Velho,G,24,188,499,M,845792,EUR,903571200,G,33,33,False,35.0,19.0,28.0,12.0,14.0,15.0,5.0,20.0,2.0,9.0,3.0,1.0,3.0,1.0,1.0,1.0,90.0,45.0,7.0,16.0,0.00120895,0,0.1402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409122,home,SC Farense,Pastor,pastor,Pastor,D,2,176,138,M,1046354,EUR,951004800,D,28,28,False,38.0,31.0,4.0,3.0,19.0,21.0,12.0,21.0,2.0,4.0,,,,,,,90.0,79.0,6.7,18.0,0.0336432,0,,4.0,2.0,1.0,7.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
11409122,home,SC Farense,Gonçalo Silva,goncalo-silva,G. Silva,D,37,184,75,M,169729,EUR,675993600,D,37,37,False,60.0,53.0,6.0,1.0,45.0,49.0,8.0,11.0,12.0,9.0,,,,,,,90.0,78.0,7.3,7.0,0.00471105,0,,,1.0,3.0,2.0,4.0,,,,,2.0,1.0,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,
11409122,home,SC Farense,Zach Muscat,zach-muscat,Z. Muscat,D,22,184,90,M,97622,EUR,745977600,D,6,6,False,70.0,66.0,12.0,10.0,50.0,53.0,16.0,17.0,6.0,4.0,,,,,,,90.0,82.0,7.0,4.0,0.00721992,0,,,1.0,5.0,2.0,5.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409122,home,SC Farense,Talocha,talocha,Talocha,D,31,180,43,M,778216,EUR,620438400,D,31,31,False,56.0,43.0,6.0,3.0,22.0,28.0,21.0,29.0,1.0,5.0,,,,,,,90.0,77.0,6.7,19.0,0.0230347,0,,1.0,3.0,3.0,6.0,6.0,1.0,1.0,,,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
11409122,home,SC Farense,Mattheus,mattheus,Mattheus,M,,182,151,M,243575,EUR,773539200,M,27,27,False,26.0,24.0,1.0,,12.0,12.0,12.0,15.0,1.0,3.0,,,,,,,42.0,35.0,7.0,4.0,0.0081732,1,,1.0,1.0,1.0,1.0,5.0,,,,,,2.0,1.0,1.0,2.0,,,1.0,,,1.0,0.0703,,,,,,,,,,,,,,,,
11409122,home,SC Farense,Claudio Falcão,claudio-falcao,C. Falcão,D,29,187,132,M,845699,EUR,773193600,M,29,29,False,36.0,24.0,6.0,2.0,10.0,14.0,14.0,22.0,5.0,6.0,,,,,,,90.0,57.0,7.1,13.0,0.057697,1,,,4.0,5.0,6.0,10.0,,,,,6.0,1.0,,1.0,2.0,2.0,,,2.0,2.0,,0.1391,1.0,1.0,0.3331,,,,,,,,,,,,,
11409122,home,SC Farense,Vítor Gonçalves,vitor-goncalves,V. Gonçalves,M,8,174,14,M,170483,EUR,701827200,M,80,80,False,15.0,12.0,1.0,1.0,8.0,8.0,4.0,8.0,1.0,,,,,,,,45.0,21.0,6.6,6.0,0.00781165,0,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
11409122,home,SC Farense,Mohamed Belloumi,mohamed-belloumi,M. Belloumi,F,10,174,4940,M,1125839,EUR,1022889600,F,62,62,False,25.0,17.0,2.0,1.0,7.0,8.0,10.0,20.0,,3.0,,,,,,,67.0,34.0,6.6,14.0,0.0110363,0,,3.0,3.0,2.0,6.0,3.0,,1.0,,,,,,,1.0,,,,2.0,,,,,,,,,,b.m.belooumi.10,,,,,,,,,
11409122,home,SC Farense,Bruno Duarte,bruno-duarte,B. Duarte,F,17,182,1470,M,878830,EUR,827625600,F,9,9,False,26.0,12.0,1.0,,2.0,5.0,10.0,21.0,,2.0,,,,,,,86.0,34.0,6.4,16.0,0.0225068,3,,,11.0,3.0,12.0,4.0,,,,,,,,,1.0,,,,1.0,,,1.3348,2.0,3.0,1.1741,,,,,1.0,,,,,,,,
