match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_penaltyWon,stat_expectedGoals,stat_keyPass,stat_accurateCross,stat_challengeLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_dispossessed,player_firstName,player_lastName,stat_totalContest,stat_blockedScoringAttempt,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceCreated,stat_totalOffside,stat_expectedGoalsOnTarget,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
12530805,home,Galatasaray,Fernando Muslera,fernando-muslera,F. Muslera,G,16,190.0,9264,M,Muslera,28381,EUR,519264000,G,1,1,False,True,23.0,15.0,12.0,4.0,0.0,12.0,15.0,3.0,8.0,10.0,1.0,1.0,1.0,90.0,34.0,6.7,8.0,0.00541468,0,0.4718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530805,home,Galatasaray,Kaan Ayhan,kaan-ayhan,K. Ayhan,D,23,185.0,4087,M,,138152,EUR,784425600,D,23,23,False,,51.0,35.0,8.0,2.0,0.0,17.0,22.0,18.0,32.0,3.0,,,,90.0,78.0,7.8,20.0,0.029384,1,,3.0,1.0,5.0,1.0,10.0,1.0,4.0,2.0,5.0,3.0,1.0,1.0,0.1134,1.0,,,,,,,,,,,,,,,,,,,,,
12530805,home,Galatasaray,Davinson Sánchez,davinson-sanchez,D. Sánchez,D,6,187.0,12299,M,DAVINSON,566102,EUR,834537600,D,6,6,False,,39.0,31.0,8.0,3.0,0.0,21.0,25.0,11.0,16.0,6.0,,,,90.0,57.0,7.0,13.0,0.0535167,0,,2.0,3.0,4.0,5.0,6.0,,6.0,,2.0,,1.0,,,2.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,
12530805,home,Galatasaray,Abdülkerim Bardakcı,abdulkerim-bardakci,A. Bardakcı,D,42,185.0,6104,M,abdulkerimbard1,178963,EUR,778896000,D,42,42,False,,44.0,26.0,9.0,3.0,0.0,15.0,26.0,11.0,18.0,5.0,,,,90.0,61.0,6.9,20.0,0.0182971,0,,,3.0,8.0,5.0,10.0,,9.0,2.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
12530805,home,Galatasaray,Ismail Jakobs,ismail-jakobs,I. Jakobs,D,4,184.0,7106,M,ismaijakobs,897291,EUR,934848000,D,4,4,False,,42.0,32.0,2.0,2.0,0.0,12.0,17.0,21.0,28.0,4.0,,,,87.0,73.0,7.3,20.0,0.0909511,0,,3.0,2.0,1.0,2.0,5.0,,4.0,4.0,3.0,2.0,1.0,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,
12530805,home,Galatasaray,Lucas Torreira,lucas-torreira,L. Torreira,M,34,168.0,8760,M,ltorreira34,754794,EUR,823996800,M,34,34,False,,51.0,41.0,5.0,,0.0,13.0,19.0,28.0,32.0,5.0,,,,90.0,66.0,6.3,15.0,0.0319738,1,,,1.0,1.0,5.0,5.0,,2.0,,1.0,,3.0,,0.0301,,,2.0,,3.0,1.0,,,,1.0,1.0,,,,,,,,,,,
12530805,home,Galatasaray,Gabriel Sara,gabriel-sara,G. Sara,M,8,178.0,11687,M,gabrielsara,913593,EUR,930355200,M,20,20,False,,61.0,54.0,4.0,2.0,0.0,22.0,24.0,33.0,45.0,8.0,,,,90.0,93.0,8.0,16.0,0.0599851,2,,8.0,,,3.0,11.0,1.0,3.0,2.0,6.0,4.0,3.0,,0.0563,1.0,1.0,,1.0,,1.0,2.0,,,2.0,1.0,2.0,,,,,,,,,,
12530805,home,Galatasaray,Yunus Akgün,yunus-akgun,Y. Akgün,M,11,173.0,9047,M,yunusakgun17,857738,EUR,962928000,M,11,11,False,,24.0,17.0,3.0,1.0,0.0,2.0,3.0,15.0,22.0,3.0,,,,89.0,40.0,6.9,17.0,0.0224083,2,,1.0,2.0,1.0,9.0,3.0,,,1.0,2.0,1.0,,,0.0489,1.0,,1.0,,2.0,1.0,3.0,,,2.0,1.0,,1.0,1.0,,,,,,,,
12530805,home,Galatasaray,Dries Mertens,dries-mertens,D. Mertens,M,,169.0,10127,M,driesmertens,32493,EUR,547257600,M,10,10,False,,36.0,26.0,1.0,1.0,1.0,7.0,9.0,19.0,35.0,5.0,,,,74.0,52.0,7.3,19.0,0.17592,2,,8.0,1.0,,4.0,3.0,1.0,,1.0,2.0,1.0,1.0,,0.0517,1.0,,1.0,,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,
12530805,home,Galatasaray,Barış Alper Yılmaz,baris-alper-yilmaz,B. A. Yılmaz,M,53,186.0,13210,M,barisalperyilmaz,904096,EUR,959040000,M,53,53,False,,27.0,17.0,1.0,,0.0,3.0,8.0,14.0,23.0,3.0,,,,89.0,48.0,6.9,19.0,0.0105808,2,,4.0,6.0,4.0,10.0,11.0,1.0,1.0,,1.0,1.0,2.0,,0.0706,,,,,3.0,2.0,1.0,,,5.0,1.0,4.0,,,,,,,,,,
12530805,home,Galatasaray,Victor Osimhen,victor-osimhen,V. Osimhen,F,45,186.0,229308,M,Osimhen9,822471,EUR,914889600,F,45,45,False,,10.0,4.0,,,0.0,2.0,2.0,2.0,8.0,,,,,87.0,16.0,7.0,7.0,0.00048294,1,,,2.0,3.0,4.0,4.0,,1.0,,,,1.0,,0.7884,,,1.0,,,,1.0,,,,,,1.0,1.0,,2.0,0.8936,,,,,
12530805,home,Galatasaray,Roland Sallai,roland-sallai,R. Sallai,F,7,182.0,8501,M,rolandsallai,355088,EUR,864259200,F,7,7,True,,3.0,2.0,,,0.0,,1.0,2.0,3.0,,,,,16.0,5.0,6.6,2.0,0.0190224,0,,1.0,2.0,1.0,4.0,2.0,,,,1.0,,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,
12530805,home,Galatasaray,Berkan Kutlu,berkan-kutlu,B. Kutlu,M,18,186.0,2127,M,,992912,EUR,885686400,M,18,18,True,,4.0,,1.0,,0.0,,1.0,,3.0,,,,,14.0,8.0,6.5,5.0,1.63e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530805,home,Galatasaray,Michy Batshuayi,michy-batshuayi,M. Batshuayi,F,22,185.0,6844,M,mbatshuayi,147745,EUR,749520000,F,44,44,True,,2.0,2.0,,,0.0,,,2.0,2.0,,,,,14.0,5.0,6.7,1.0,0.00074948,1,,,1.0,,2.0,,,,,,,,,0.0712,,,1.0,,1.0,,,,,,,,1.0,,,,0.0322,,,,,
12530805,home,Galatasaray,Elias Jelert,elias-jelert,E. Jelert,D,38,178.0,2410,M,,1126433,EUR,1055376000,D,24,24,True,,,,,,0.0,,,,,,,,,9.0,2.0,6.5,1.0,,0,,,,,,,,1.0,,,,,,,,,,,1.0,,,Elias,Jelert,,,,,,,,,,,,,
12530805,home,Galatasaray,Victor Nelsson,victor-nelsson,V. Nelsson,D,15,187.0,2642,M,Nelsson,846148,EUR,908323200,D,25,25,True,,1.0,,1.0,,0.0,,,,1.0,,,,,9.0,2.0,6.5,1.0,,0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12530805,home,Galatasaray,Günay Güvenç,gunay-guvenc,G. Güvenç,G,19,187.0,2987,M,,103457,EUR,677808000,G,19,19,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530805,home,Galatasaray,Metehan Baltacı,metehan-baltaci,M. Baltacı,D,3,189.0,2121,M,,997155,EUR,1036281600,D,90,90,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530805,home,Galatasaray,Efe Akman,efe-akman,E. Akman,M,8,175.0,1340,M,,1215206,EUR,1142812800,M,83,83,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530805,home,Galatasaray,Eyüp Aydın,eyup-aydin,E. Aydın,M,5,181.0,1623,M,,1130115,EUR,1091404800,M,5,5,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530805,home,Galatasaray,Yusuf Demir,yusuf-demir,Y. Demir,F,,173.0,4507,M,yusufdemir.10,962283,EUR,1054512000,F,30,30,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530805,away,Göztepe,Mateusz Lis,mateusz-lis,M. Lis,G,1,192.0,577,M,,798375,EUR,857001600,G,97,97,False,True,25.0,8.0,21.0,5.0,0.0,3.0,5.0,5.0,20.0,4.0,2.0,1.0,1.0,90.0,32.0,6.7,18.0,0.00576461,0,-1.0743,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,
12530805,away,Göztepe,Malcom Bokele,malcom-bokele,M. Bokele,D,26,193.0,545,M,,1122632,EUR,950313600,D,26,26,False,,30.0,19.0,7.0,4.0,0.0,12.0,14.0,7.0,16.0,1.0,,,,90.0,47.0,7.3,12.0,0.00321495,0,,,,4.0,1.0,6.0,,8.0,3.0,,,2.0,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,
12530805,away,Göztepe,Héliton,heliton,Héliton,D,5,196.0,324,M,,922725,EUR,816220800,D,5,5,False,,13.0,6.0,6.0,1.0,0.0,4.0,7.0,2.0,6.0,4.0,,,,90.0,23.0,6.5,7.0,0.00408964,1,,,3.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,,,0.0621,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,
