match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,player_lastName,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_ownGoals,stat_wasFouled,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_dispossessed,stat_wonTackle,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,player_sofascoreId,captain,stat_goals,stat_penaltyWon,stat_challengeLost,stat_bigChanceCreated,stat_penaltyFaced,stat_punches,stat_penaltyConceded
14429579,home,Al-Shabab,Marcelo Grohe,marcelo-grohe,M. Grohe,G,43,188.0,626,M,39427,EUR,537494400.0,G,43,43,False,15.0,12.0,6.0,3.0,0.0,11.0,12.0,1.0,3.0,6.0,2.0,2.0,90.0,19.0,7.0,3.0,0.00015203,0.35,0,-0.7748,0.03,0.0,-0.07,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429579,home,Al-Shabab,Nawaf Al Ghulaimish,nawaf-al-ghulaimish,N. A. Ghulaimish,D,66,178.0,46,M,1630170,EUR,1114992000.0,D,66,66,False,28.0,25.0,4.0,2.0,0.0,11.0,11.0,14.0,17.0,4.0,,,90.0,45.0,6.3,9.0,0.0147463,,0,,0.12,-0.14,-0.26,,Nawaf Al Ghulaimish,5.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429579,home,Al-Shabab,Mubarak Al-Rajeh,mubarak-al-rajeh,M. Al-Rajeh,D,94,,39,M,1429814,EUR,1059696000.0,D,94,94,False,50.0,48.0,4.0,3.0,0.0,29.0,30.0,19.0,20.0,3.0,,,90.0,60.0,6.7,4.0,0.0155234,,0,,0.22,0.13,-0.03,,Mubarak Abdul Rahman Al Rajeh,,2.0,,2.0,,5.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14429579,home,Al-Shabab,Wesley Hoedt,wesley-hoedt,W. Hoedt,D,4,188.0,354,M,336813,EUR,762912000.0,D,4,4,False,83.0,74.0,11.0,8.0,0.0,27.0,29.0,47.0,54.0,2.0,,,90.0,99.0,7.7,13.0,0.150901,,3,,0.66,0.31,-0.71,,,3.0,1.0,4.0,1.0,7.0,3.0,1.0,1.0,,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.1619,1.0,-0.52,,,,,,,,,,,,,,,
14429579,home,Al-Shabab,Saad Yaslam Balobaid,saad-yaslam-balobaid,S. Y. Balobaid,D,31,168.0,155,M,1066588,EUR,948931200.0,D,31,31,False,39.0,32.0,,,0.0,17.0,18.0,15.0,21.0,3.0,,,90.0,58.0,6.3,12.0,0.0384311,,0,,0.14,-0.43,-0.14,,Saad Yaslam Balobaid,1.0,1.0,,5.0,3.0,1.0,1.0,1.0,1.0,2.0,,,2.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,
14429579,home,Al-Shabab,Abdullah Matuq,abdullah-matuq,A. Matuq,M,37,172.0,40,M,2031044,EUR,1049241600.0,M,37,37,False,18.0,14.0,3.0,2.0,0.0,4.0,5.0,10.0,13.0,5.0,,,81.0,32.0,7.1,9.0,0.117745,,1,,0.24,0.08,-0.04,,Abdullah Matuq,4.0,,1.0,2.0,6.0,,1.0,2.0,,1.0,,,3.0,2.0,,,,1.0,1.0,0.0285,3.0,-0.1,,1.0,1.0,1.0,0.0303,,,,,,,,,,
14429579,home,Al-Shabab,Vincent Sierro,vincent-sierro,V. Sierro,M,14,184.0,459,M,794412,EUR,813110400.0,M,14,14,False,68.0,53.0,6.0,3.0,0.0,13.0,19.0,40.0,49.0,11.0,,,90.0,79.0,7.3,19.0,0.0414128,,4,,0.35,0.3,-0.02,,,,1.0,4.0,2.0,7.0,,,1.0,3.0,,,,1.0,1.0,3.0,,,1.0,,0.2934,1.0,-0.54,1.0,1.0,,1.0,0.07,1.0,,,,,,,,,
14429579,home,Al-Shabab,Yacine Adli,yacine-adli,Y. Adli,M,29,187.0,3775,M,859024,EUR,964828800.0,M,29,29,False,17.0,13.0,2.0,2.0,0.0,2.0,2.0,11.0,15.0,2.0,,,45.0,24.0,6.9,8.0,0.0656308,,0,,0.24,-0.01,-0.05,,,2.0,1.0,,1.0,3.0,,,2.0,1.0,,,,1.0,1.0,,,,,,,1.0,,,1.0,,,,,adliyacine,,,,,,,,
14429579,home,Al-Shabab,Yannick Carrasco,yannick-carrasco,Y. Carrasco,F,10,180.0,4751,M,182001,EUR,747100800.0,M,10,10,False,39.0,35.0,2.0,2.0,0.0,7.0,7.0,28.0,32.0,5.0,,,90.0,73.0,8.9,15.0,0.397259,,6,,0.75,0.34,-0.07,,,7.0,,,7.0,9.0,,,2.0,1.0,1.0,,,6.0,2.0,1.0,2.0,,5.0,,0.9718,7.0,0.28,2.0,,4.0,3.0,1.0158,,yannickferreiracarrasco,True,1.0,1.0,,,,,
14429579,home,Al-Shabab,Unai Hernández,unai-hernandez,U. Hernández,M,7,171.0,2275,M,1170547,EUR,1102982400.0,F,7,7,False,35.0,33.0,2.0,2.0,0.0,6.0,6.0,27.0,29.0,4.0,,,90.0,45.0,6.9,4.0,0.0919405,,3,,0.27,0.35,-0.04,,Unai Hernandez,,,,1.0,3.0,,,,1.0,,,,,,1.0,,,3.0,,0.5118,,-0.58,,,,2.0,0.1936,,,,,,1.0,,,,
