match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,stat_shotOffTarget,stat_outfielderBlock,captain,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_hitWoodwork,stat_goalAssist,player_sofascoreId,stat_blockedScoringAttempt,stat_goals,stat_goodHighClaim
10406808,home,RSC Anderlecht,Francis Amuzu,amuzu-francis,F. Amuzu,M,9,170,1932,M,901889,EUR,935366400,F,7,7,False,20.0,16.0,2.0,2.0,4.0,5.0,13.0,18.0,,1.0,,,,84.0,34.0,6.8,12.0,0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,2.0,,2.0,,,,,,2.0,4.0,,,,,1.0,,,,,,,,,,
10406808,home,RSC Anderlecht,Lior Refaelov,lior-refaelov,L. Refaelov,M,,176,246,M,18911,EUR,514857600,M,11,11,True,3.0,3.0,1.0,1.0,3.0,3.0,,,,3.0,,,,15.0,5.0,6.3,2.0,0,,,,,,,1.0,,,,,,,,,,2.0,1.0,,,,,1.0,,,,,,,,,
10406808,home,RSC Anderlecht,Benito Raman,benito-raman,B. Raman,F,14,172,396,M,94300,EUR,784166400,F,9,9,True,1.0,,,,,,,1.0,1.0,,,,,12.0,3.0,6.6,1.0,0,,,1.0,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,
10406808,home,RSC Anderlecht,Mario Stroeykens,mario-stroeykens,M. Stroeykens,M,29,177,3682,M,1101702,EUR,1096416000,M,29,29,True,1.0,1.0,,,,,1.0,1.0,1.0,,,,,8.0,4.0,6.6,1.0,0,,,,,,,1.0,,,,Mathieu,Stroeykens,,,,1.0,1.0,,,,,,,,,,,,,,,
10406808,home,RSC Anderlecht,Theo Leoni,theo-leoni,T. Leoni,M,6,174,569,M,867251,EUR,956275200,M,71,71,True,3.0,2.0,,,1.0,2.0,1.0,1.0,,1.0,,,,8.0,3.0,6.3,1.0,0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
10406808,home,RSC Anderlecht,Hendrik Van Crombrugge,hendrik-van-crombrugge,H. V. Crombrugge,G,1,188,195,M,110777,EUR,736128000,G,30,30,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406808,home,RSC Anderlecht,Moussa Ndiaye,moussa-ndiaye,M. Ndiaye,D,16,181,1546,M,982315,EUR,1024358400,D,5,5,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406808,home,RSC Anderlecht,Nilson Angulo,nilson-angulo,N. Angulo,F,10,182,4530,M,1116571,EUR,1055980800,F,32,32,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Nilson Angulo,,,,,,,,,,,,,,,,,,,,,
10406808,away,Cercle Brugge,Warleson,warleson,Warleson,G,1,191,144,M,861071,EUR,841449600,G,21,21,False,27.0,9.0,26.0,8.0,2.0,6.0,7.0,21.0,,7.0,6.0,7.0,,90.0,36.0,7.4,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
10406808,away,Cercle Brugge,Boris Popović,boris-popovic,B. Popović,D,5,189,111,M,902050,EUR,951523200,D,5,5,False,28.0,16.0,7.0,2.0,7.0,8.0,9.0,20.0,3.0,9.0,,,,90.0,44.0,6.9,14.0,1,,,4.0,6.0,,,1.0,1.0,,,,,,2.0,,6.0,8.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,1.0,,
10406808,away,Cercle Brugge,Christiaan Ravych,ravych-christiaan,C. Ravych,D,66,187,206,M,1191212,EUR,1027987200,D,66,66,False,15.0,11.0,6.0,3.0,5.0,6.0,6.0,9.0,3.0,7.0,,,,88.0,27.0,6.1,6.0,0,,,,3.0,2.0,1.0,,1.0,,,,,,,,1.0,9.0,3.0,,1.0,,3.0,1.0,,,,,,,,,
10406808,away,Cercle Brugge,Jesper Daland,jesper-daland,J. Daland,D,2,188,224,M,958915,EUR,947116800,D,4,4,False,36.0,20.0,9.0,2.0,5.0,9.0,15.0,27.0,2.0,12.0,,,,90.0,46.0,6.6,17.0,1,,,3.0,4.0,,,,,,,,,,,,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,
10406808,away,Cercle Brugge,Hugo Siquet,hugo-siquet,H. Siquet,D,41,180,607,M,983041,EUR,1026172800,M,41,41,False,17.0,8.0,5.0,,4.0,6.0,6.0,18.0,,10.0,,,,80.0,44.0,7.1,20.0,1,7.0,2.0,,4.0,3.0,1.0,,1.0,,1.0,,,1.0,,,,4.0,1.0,2.0,2.0,2.0,,1.0,,,,,,,,,
10406808,away,Cercle Brugge,Abu Francis,francis-abu,A. Francis,M,17,182,1501,M,988801,EUR,988329600,M,17,17,False,39.0,30.0,6.0,3.0,7.0,8.0,23.0,32.0,1.0,3.0,,,,90.0,52.0,6.6,13.0,0,1.0,,1.0,4.0,1.0,1.0,2.0,,,,,,,,,1.0,7.0,4.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,,
10406808,away,Cercle Brugge,Charles Vanhoutte,charles-vanhoutte,C. Vanhoutte,M,24,182,634,M,928033,EUR,905904000,M,14,14,False,23.0,18.0,3.0,,1.0,2.0,17.0,22.0,,6.0,,,,64.0,28.0,6.7,6.0,0,1.0,,,1.0,,,,,,,,,,,True,,3.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,
10406808,away,Cercle Brugge,Olivier Deman,deman-olivier,O. Deman,D,2,181,445,M,960114,EUR,954979200,M,23,23,False,24.0,14.0,7.0,2.0,2.0,2.0,14.0,27.0,2.0,2.0,,,,90.0,53.0,7.1,18.0,1,5.0,2.0,,5.0,4.0,4.0,1.0,,,1.0,,,1.0,,,,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,
10406808,away,Cercle Brugge,Thibo Somers,somers-thibo,T. Somers,F,24,183,225,M,1002804,EUR,921542400,F,34,34,False,25.0,16.0,1.0,,4.0,5.0,13.0,23.0,2.0,4.0,,,,90.0,53.0,7.0,20.0,0,3.0,1.0,5.0,8.0,,,6.0,1.0,,,,,,,,6.0,8.0,,,2.0,2.0,2.0,,,,,,,,,,
10406808,away,Cercle Brugge,Kévin Denkey,kevin-denkey,K. Denkey,F,9,181,3511,M,862470,EUR,975542400,F,9,9,False,24.0,16.0,,,6.0,6.0,10.0,19.0,,1.0,,,,90.0,40.0,6.6,12.0,1,1.0,,4.0,9.0,1.0,1.0,2.0,3.0,,1.0,,,1.0,,,9.0,13.0,1.0,,1.0,,2.0,1.0,1.0,,,1.0,,,,,
10406808,away,Cercle Brugge,Ayase Ueda,ueda-ayase,A. Ueda,F,9,182,7469,M,985823,EUR,904262400,F,36,36,False,16.0,12.0,,,1.0,1.0,11.0,15.0,,2.0,,,,90.0,21.0,6.4,8.0,1,,,,,1.0,,1.0,,1.0,,,,,,,2.0,5.0,,,,,,2.0,,1.0,,,,bee18,,,
10406808,away,Cercle Brugge,Leonardo Lopes,leonardo-lopes,L. Lopes,M,22,168,202,M,783478,EUR,912384000,M,22,22,True,11.0,5.0,1.0,,1.0,1.0,4.0,10.0,,,,,,26.0,15.0,6.6,6.0,0,,,,1.0,,,,,,1.0,,,,,,,4.0,,2.0,1.0,1.0,4.0,,,,,,,,,,
10406808,away,Cercle Brugge,Dino Hotić,dino-hotic,D. Hotić,M,23,168,327,M,362270,EUR,806716800,M,10,10,True,3.0,2.0,,,1.0,1.0,1.0,5.0,,1.0,,,,10.0,9.0,6.8,4.0,1,3.0,,,2.0,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,1.0,,
10406808,away,Cercle Brugge,Yann Gboho,yann-gboho,Y. Gboho,F,10,173,972,M,911851,EUR,979430400,M,11,11,True,3.0,1.0,,,,,1.0,3.0,,,,,,8.0,3.0,6.5,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406808,away,Cercle Brugge,Sébastien Bruzzese,sebastien-bruzzese,S. Bruzzese,G,,184,9,M,46008,EUR,604713600,G,89,89,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406808,away,Cercle Brugge,Jean Marcelin,jean-marcelin,J. Marcelin,D,24,197,240,M,916035,EUR,950313600,D,24,24,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406808,away,Cercle Brugge,Robbe Decostere,robbe-decostere,R. Decostere,D,,180,23,M,943248,EUR,894585600,D,8,8,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406808,away,Cercle Brugge,Hannes Van Der Bruggen,hannes-van-der-bruggen,H. V. D. Bruggen,M,28,180,73,M,94290,EUR,733622400,M,28,28,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
