match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_hitWoodwork,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_goals,stat_outfielderBlock,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalContest,stat_wonContest,stat_bigChanceCreated,captain,stat_penaltyWon,stat_bigChanceMissed,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded,stat_goalAssist
10665971,home,Al-Hilal,Mohammed Al-Owais,mohammed-al-owais,M. Al-Owais,G,33,185,753,M,791416,EUR,687052800,G,21,21,False,26.0,14.0,17.0,5.0,14.0,17.0,9.0,1.0,10.0,2.0,2.0,1.0,1.0,1.0,90.0,34.0,6.7,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665971,home,Al-Hilal,Saud Abdulhamid,abdulhamid-saud,S. Abdulhamid,D,23,178,8457,M,966849,EUR,932256000,D,66,66,False,52.0,47.0,4.0,3.0,20.0,25.0,32.0,2.0,5.0,,,,,,90.0,81.0,7.2,14.0,3,,,s.abdulhamed66,28.0,5.0,1.0,2.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,
10665971,home,Al-Hilal,Hyun Soo Jang,hyun-soo-jang,H. S. Jang,D,20,187,185,M,160875,EUR,686016000,D,20,20,False,51.0,46.0,14.0,12.0,35.0,39.0,12.0,2.0,10.0,,,,,,90.0,57.0,7.4,5.0,1,,,,11.0,,,1.0,,5.0,,,1.0,,,,,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
10665971,home,Al-Hilal,Ali Albulayhi,ali-albulayhi,A. Albulayhi,D,3,182,1057,M,1138857,EUR,627609600,D,5,5,False,50.0,41.0,2.0,,32.0,38.0,12.0,3.0,6.0,,,,,,90.0,58.0,6.7,9.0,1,,,,9.0,,,1.0,1.0,1.0,3.0,,,,1.0,,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,
10665971,home,Al-Hilal,Nasser Al-Dawsari,nasser-al-dawsari,N. Al-Dawsari,M,16,178,1153,M,872607,EUR,914025600,D,16,16,False,42.0,36.0,,,19.0,23.0,21.0,2.0,4.0,,,,,,90.0,69.0,6.8,15.0,2,,,,17.0,2.0,,,1.0,6.0,5.0,,,,1.0,,,3.0,,,,,2.0,,2.0,1.0,5.0,2.0,,,,,,,,
10665971,home,Al-Hilal,André Carrillo,andre-carrillo,A. Carrillo,M,19,180,14534,M,115182,EUR,676857600,M,19,19,False,57.0,54.0,6.0,6.0,23.0,23.0,35.0,,8.0,,,,,,87.0,73.0,7.5,7.0,1,,,18andrecarrillo,31.0,1.0,,1.0,,3.0,5.0,,,,,1.0,1.0,,3.0,1.0,,1.0,1.0,2.0,4.0,2.0,1.0,,,,,,,,,
10665971,home,Al-Hilal,Gustavo Cuéllar,gustavo-cuellar,G. Cuéllar,M,6,175,1944,M,180059,EUR,719020800,M,6,6,False,69.0,63.0,12.0,11.0,39.0,43.0,26.0,,15.0,,,,,,90.0,88.0,7.7,9.0,1,,,,24.0,,,,1.0,6.0,6.0,1.0,1.0,,,1.0,1.0,3.0,1.0,1.0,,,,2.0,4.0,,1.0,,1.0,,,,,,,
10665971,home,Al-Hilal,Salem Al-Dawsari,salem-al-dawsari,S. Al-Dawsari,M,29,171,11126,M,160893,EUR,682560000,M,29,29,False,67.0,57.0,4.0,3.0,20.0,20.0,47.0,,6.0,,,,,,90.0,82.0,7.9,16.0,3,,,29salem,37.0,,,,1.0,3.0,6.0,2.0,3.0,,,2.0,1.0,,4.0,,1.0,,,,2.0,2.0,3.0,2.0,,True,,,,,,
10665971,home,Al-Hilal,Michael,michael,Michael,M,96,166,9025,M,878084,EUR,826588800,F,96,96,False,15.0,10.0,1.0,,3.0,5.0,18.0,,3.0,,,,,,58.0,35.0,6.8,18.0,1,,,Michael19,8.0,8.0,1.0,,,6.0,1.0,1.0,1.0,,,4.0,1.0,,2.0,4.0,,,,1.0,,,1.0,,,,1.0,,,,,
10665971,home,Al-Hilal,Saleh Al-Shehri,saleh-al-shehri,S. Al-Shehri,F,11,184,1112,M,818779,EUR,752112000,F,11,11,False,18.0,13.0,,,5.0,8.0,10.0,,1.0,,,,,,87.0,38.0,6.6,13.0,4,,,,8.0,,,,4.0,5.0,7.0,3.0,2.0,1.0,,4.0,2.0,2.0,2.0,,,,1.0,,,,1.0,1.0,,,,1.0,1.0,,,
