match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotOffTarget,stat_totalClearance,player_sofascoreId,stat_interceptionWon,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_bigChanceMissed,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_goodHighClaim,stat_punches
11401896,home,NEC Nijmegen,Robin Roefs,robin-roefs,R. Roefs,G,22,193,2142,M,1012928,EUR,1042761600,G,22,22,False,46.0,26.0,33.0,13.0,14.0,18.0,12.0,28.0,8.0,1.0,1.0,90.0,48.0,6.6,20.0,0.00793481,0,-0.6228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401896,home,NEC Nijmegen,Bart van Rooij,bart-van-rooij,B. v. Rooij,D,28,174,343,M,946506,EUR,990835200,D,28,28,False,34.0,26.0,3.0,3.0,7.0,12.0,21.0,26.0,6.0,,,73.0,64.0,6.9,16.0,0.142261,1,,,,4.0,2.0,2.0,4.0,8.0,11.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0598,2.0,,,,,,,,,,,,,,,
11401896,home,NEC Nijmegen,Mathias Ross,mathias-ross,M. Ross,D,2,190,376,M,918435,EUR,979516800,D,4,4,False,44.0,27.0,8.0,1.0,23.0,30.0,4.0,14.0,3.0,,,90.0,49.0,6.5,17.0,0.00388468,1,,,,,,1.0,6.0,2.0,8.0,,,,,,1.0,,,1.0,1.0,0.0906,,1.0,1.0,,,,,,,,,,,,,
11401896,home,NEC Nijmegen,Bram Nuytinck,bram-nuytinck,B. Nuytinck,D,17,190,135,M,70930,EUR,641779200,D,17,17,False,57.0,48.0,10.0,3.0,38.0,40.0,10.0,17.0,11.0,,,90.0,67.0,7.2,9.0,0.0135588,2,,,,,,2.0,3.0,3.0,5.0,,,,,2.0,2.0,2.0,,,1.0,0.0963,,2.0,2.0,,,,,,,,,,,,,
11401896,home,NEC Nijmegen,Calvin Verdonk,calvin-verdonk,C. Verdonk,D,24,174,14345,M,361780,EUR,862012800,D,24,24,False,51.0,37.0,12.0,8.0,26.0,29.0,11.0,26.0,12.0,,,75.0,80.0,7.6,20.0,0.0460196,0,,,,4.0,,1.0,1.0,4.0,10.0,2.0,1.0,1.0,,2.0,7.0,3.0,1.0,1.0,1.0,,1.0,,3.0,c.verdonk,1.0,,,,,,,,,,,
11401896,home,NEC Nijmegen,Dirk Proper,dirk-proper,D. Proper,M,71,167,193,M,961685,EUR,1014508800,M,71,71,False,41.0,32.0,2.0,1.0,16.0,19.0,16.0,22.0,6.0,,,90.0,52.0,7.0,12.0,0.0323739,0,,,,,,4.0,6.0,5.0,9.0,,1.0,1.0,,,,,2.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,
11401896,home,NEC Nijmegen,Lasse Schöne,lasse-schone,L. Schöne,M,,178,570,M,10077,EUR,517536000,M,20,20,False,25.0,18.0,5.0,3.0,10.0,13.0,11.0,21.0,3.0,,,67.0,43.0,7.3,15.0,0.196685,2,,,,9.0,3.0,4.0,3.0,5.0,4.0,1.0,,,1.0,,,,2.0,1.0,1.0,0.0635,3.0,,1.0,,1.0,True,1.0,0.2348,,,,,,,,
11401896,home,NEC Nijmegen,Rober González,rober-gonzalez,R. González,M,11,169,147,M,910022,EUR,978739200,M,11,11,False,17.0,12.0,1.0,1.0,1.0,2.0,11.0,17.0,5.0,,,57.0,35.0,7.0,13.0,0.0143491,2,,,,2.0,,,,2.0,4.0,,2.0,1.0,1.0,,1.0,1.0,4.0,2.0,,0.1226,1.0,1.0,1.0,,,,,,1.0,,,,,,,
11401896,home,NEC Nijmegen,Magnus Mattsson,magnus-mattsson,M. Mattsson,M,8,174,794,M,896117,EUR,919900800,M,8,8,False,40.0,31.0,2.0,1.0,10.0,11.0,21.0,29.0,7.0,,,90.0,69.0,8.4,15.0,0.0315771,3,,,,,,3.0,1.0,7.0,11.0,1.0,2.0,2.0,,,1.0,1.0,3.0,7.0,,0.7629,1.0,,2.0,,1.0,,3.0,1.2954,3.0,1.0,1.0,,,,,
11401896,home,NEC Nijmegen,Sontje Hansen,sontje-hansen,S. Hansen,M,27,172,611,M,1199057,EUR,1021680000,M,10,10,False,24.0,17.0,,,5.0,6.0,12.0,22.0,2.0,,,76.0,37.0,6.4,17.0,0.0877675,0,,,,4.0,,4.0,1.0,8.0,2.0,,2.0,,,,1.0,1.0,2.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,
