match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_challengeLost,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_penaltyMiss,stat_totalOffside,stat_goals,stat_penaltyWon,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_saves
12116982,home,Atlético Goianiense,Ronaldo,ronaldo,Ronaldo,G,96,193,1025,M,840106,EUR,840672000,G,1,1,False,True,30.0,15.0,26.0,11.0,5.0,8.0,10.0,22.0,1.0,6.0,1.0,1.0,1.0,90.0,35.0,6.3,15.0,0.00206405,0,-0.3923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12116982,home,Atlético Goianiense,Maguinho,maguinho,Maguinho,D,26,175,81,M,871209,EUR,694656000,D,2,2,False,,10.0,9.0,1.0,,7.0,7.0,3.0,5.0,2.0,2.0,,,,90.0,29.0,6.7,5.0,0.0457663,1,,,,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0209,2.0,,,,,,,,,,,,,,,,,,,,
12116982,home,Atlético Goianiense,Adriano Martins,adriano-martins,Adriano Martins,D,4,193,138,M,1008459,EUR,859852800,D,3,3,False,,11.0,8.0,2.0,,4.0,4.0,4.0,7.0,3.0,1.0,,,,76.0,20.0,6.8,3.0,0.00148879,0,,,,,,,3.0,3.0,,,,2.0,2.0,2.0,,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
12116982,home,Atlético Goianiense,Alix Vinicius,alix-vinicius,A. Vinicius,D,4,196,333,M,1117597,EUR,941846400,D,4,4,False,,20.0,15.0,3.0,,14.0,15.0,1.0,5.0,3.0,5.0,,,,47.0,24.0,5.5,5.0,0.00030027,1,,Alix Vinicius,,,,,2.0,2.0,,,1.0,,,,,2.0,0.0543,,,2.0,,,,,,,,,,,,,,,,,,
12116982,home,Atlético Goianiense,Guilherme Romão,guilherme-romao,G. Romão,D,5,179,114,M,883908,EUR,876182400,D,6,6,False,,23.0,13.0,1.0,,5.0,7.0,8.0,19.0,2.0,3.0,,,,90.0,57.0,6.7,22.0,0.00352318,3,,,,,3.0,,6.0,10.0,4.0,2.0,1.0,,1.0,1.0,,2.0,0.2468,,2.0,5.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,
12116982,home,Atlético Goianiense,Rhaldney,rhaldney,Rhaldney,M,26,184,223,M,992024,EUR,911520000,M,8,8,False,,20.0,19.0,,,12.0,12.0,7.0,8.0,,6.0,,,,45.0,26.0,6.5,2.0,0.00577544,0,,,,,,,5.0,4.0,2.0,2.0,,,1.0,1.0,,1.0,,,1.0,,,3.0,,1.0,1.0,,,,,,,,,,,,,
12116982,home,Atlético Goianiense,Shaylon,shaylon,Shaylon,M,7,180,381,M,874723,EUR,862099200,M,10,10,False,,26.0,17.0,3.0,1.0,9.0,11.0,13.0,23.0,,3.0,,,,90.0,45.0,7.2,15.0,0.296259,2,,,,,8.0,5.0,3.0,,,,1.0,,,,,,0.8349,6.0,2.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0423,1.0,,,,,,
12116982,home,Atlético Goianiense,Gabriel Baralhas,gabriel-baralhas,G. Baralhas,M,44,178,849,M,922575,EUR,907977600,M,5,5,False,,23.0,22.0,1.0,,11.0,12.0,11.0,12.0,1.0,6.0,,,,90.0,35.0,6.3,6.0,0.00780361,1,,,,,1.0,,7.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,0.0275,,2.0,,,2.0,,2.0,,1.0,,,,,,,,,,,,
12116982,home,Atlético Goianiense,Alejo Cruz,alejo-cruz,A. Cruz,M,15,169,217,M,1086925,EUR,967766400,M,7,7,False,,9.0,7.0,1.0,,2.0,2.0,5.0,8.0,,,,,,45.0,15.0,6.4,4.0,0.0231684,0,,Alejo Cruz Techera,,,1.0,,1.0,2.0,,,,,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,
12116982,home,Atlético Goianiense,Emiliano Rodriguez,rodriguez-emiliano,E. Rodriguez,F,,190,298,M,1177548,EUR,1058313600,F,9,9,False,,9.0,6.0,,,3.0,3.0,3.0,8.0,,,,,,87.0,20.0,6.6,6.0,0.00221683,2,,,,,2.0,,5.0,4.0,,,,,,,,1.0,0.3536,,4.0,2.0,,,,1.0,2.0,,,1.0,2.0,,0.3511,,2.0,,,,,
