match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_shotOffTarget,captain,stat_totalContest,stat_wasFouled,stat_goalAssist,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_keyPass,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceCreated,player_sofascoreId,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_bigChanceMissed
10408268,home,Osasuna,Aitor Fernández,aitor-fernandez,A. Fernández,G,13,182,248,M,99516,EUR,673228800,G,25,25,False,41.0,22.0,30.0,11.0,11.0,16.0,11.0,25.0,2.0,6.0,2.0,3.0,5.0,1.0,90.0,52.0,7.9,19.0,0.0,0.0,0.00349691,0,0.5306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408268,home,Osasuna,Rubén Peña,ruben-pena,R. Peña,D,7,170,186,M,255973,EUR,679795200,D,15,15,False,43.0,33.0,3.0,1.0,14.0,17.0,19.0,27.0,3.0,7.0,,,,,90.0,69.0,6.9,13.0,0.0,0.0,0.023917,0,,,,1.0,1.0,2.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10408268,home,Osasuna,Aridane Hernández,aridane-hernandez,A. Hernández,D,15,186,254,M,41013,EUR,606614400,D,23,23,False,48.0,41.0,7.0,2.0,34.0,35.0,7.0,13.0,4.0,5.0,,,,,90.0,56.0,7.0,7.0,0.0796,0.0,0.00141602,1,,,,,,2.0,1.0,2.0,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
10408268,home,Osasuna,David García,david-garcia,D. García,D,5,185,306,M,591136,EUR,761184000,D,5,5,False,43.0,36.0,6.0,2.0,24.0,24.0,12.0,19.0,5.0,8.0,,,,,90.0,53.0,7.2,7.0,0.0,0.0,0.00404313,0,,,,,1.0,1.0,2.0,3.0,,2.0,2.0,2.0,,1.0,,True,,,,,,,,,,,,,,,,,,
10408268,home,Osasuna,Manuel Sánchez,manuel-sanchez,M. Sánchez,D,23,179,623,M,984789,EUR,966988800,D,20,20,False,35.0,27.0,4.0,2.0,13.0,19.0,14.0,16.0,2.0,8.0,,,,,90.0,66.0,6.7,11.0,0.0,0.0,0.00904441,0,,,,,2.0,,9.0,5.0,2.0,1.0,4.0,3.0,1.0,3.0,,,2.0,1.0,,,,,,,,,,,,,,,,
10408268,home,Osasuna,Jon Moncayola,jon-moncayola,J. Moncayola,M,7,182,703,M,976141,EUR,895017600,M,7,7,False,47.0,33.0,13.0,6.0,17.0,21.0,18.0,29.0,,5.0,,,,,79.0,57.0,7.4,16.0,0.0,0.0,0.416044,0,,,,3.0,1.0,,4.0,3.0,,1.0,2.0,1.0,,2.0,,,1.0,,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,
10408268,home,Osasuna,Lucas Torró,lucas-torro,L. Torró,M,6,190,714,M,187313,EUR,774576000,M,6,6,False,43.0,35.0,2.0,1.0,21.0,22.0,14.0,21.0,2.0,5.0,,,,,90.0,58.0,7.1,8.0,0.3737,0.1055,0.00635176,2,,,,,,3.0,5.0,7.0,3.0,1.0,1.0,1.0,,2.0,,,,3.0,,,,,,1.0,1.0,1.0,,,,,,,,
10408268,home,Osasuna,Kike Barja,kike-barja,K. Barja,F,11,178,163,M,591132,EUR,860112000,M,11,11,False,17.0,13.0,,,7.0,8.0,7.0,13.0,,4.0,,,,,69.0,31.0,6.2,13.0,0.0651,0.0,0.00883825,1,,,,4.0,3.0,1.0,10.0,3.0,3.0,,1.0,1.0,1.0,,1.0,,4.0,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,
10408268,home,Osasuna,Aimar Oroz,aimar-oroz,A. Oroz,M,10,177,1253,M,985329,EUR,1006819200,M,22,22,False,28.0,22.0,1.0,1.0,8.0,10.0,14.0,18.0,,6.0,,,,,88.0,47.0,7.3,12.0,0.0,0.0,0.344587,0,,,,,3.0,,11.0,11.0,1.0,,4.0,3.0,2.0,3.0,,,4.0,4.0,1.0,,3.0,3.0,1.0,,,,,1.0,,,,,,
10408268,home,Osasuna,Abdessamad Ezzalzouli,abdessamad-ezzalzouli,A. Ezzalzouli,M,10,177,44492,M,1011375,EUR,1008547200,M,12,12,False,20.0,14.0,1.0,,6.0,7.0,8.0,15.0,1.0,3.0,,,,,88.0,51.0,7.2,19.0,0.0816,0.3588,0.153576,2,,,,2.0,1.0,,6.0,10.0,1.0,,4.0,4.0,4.0,,,,7.0,1.0,,,2.0,5.0,1.0,1.0,1.0,,,,ez_abde,1.0,,,,
