match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_fouls,captain,stat_interceptionWon,stat_wonTackle,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_bigChanceCreated,player_firstName,player_lastName,stat_punches,stat_lastManTackle,stat_totalOffside
11368616,home,Real Madrid,Thibaut Courtois,thibaut-courtois,T. Courtois,G,1,200.0,202673,M,TheOctopus,70988,EUR,705542400,G,1,1,False,18.0,16.0,4.0,2.0,15.0,16.0,1.0,2.0,1.0,13.0,1.0,5.0,10.0,90.0,42.0,9.8,2.0,0.00025362,0,1.5883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368616,home,Real Madrid,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,2,173.0,154229,M,DaniCarvajal,138572,EUR,695088000,D,2,2,False,57.0,51.0,1.0,,26.0,28.0,26.0,30.0,4.0,3.0,,,,89.0,82.0,7.2,9.0,0.0763828,2,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5212,1.0,,,,,,,,,,,,,,,,
11368616,home,Real Madrid,Éder Militão,eder-militao,É. Militão,D,3,186.0,138748,M,EMilitão,822519,EUR,885081600,D,3,3,False,61.0,56.0,4.0,2.0,36.0,39.0,20.0,22.0,7.0,4.0,,,,72.0,73.0,6.9,6.0,0.00698544,0,,,,4.0,5.0,,,,,,,3.0,,1.0,3.0,,,4.0,1.0,,,,,,,,,,,,,,
11368616,home,Real Madrid,Nacho Fernández,nacho-fernandez,N. Fernández,D,6,180.0,15081,M,nachofdez90,69404,EUR,632620800,D,6,6,False,84.0,78.0,2.0,1.0,50.0,55.0,28.0,29.0,4.0,3.0,2.0,,,90.0,91.0,7.2,6.0,0.0232221,0,,,,2.0,1.0,,,,,,,4.0,,,,,,,1.0,True,1.0,1.0,,,,,,,,,,,
11368616,home,Real Madrid,Ferland Mendy,ferland-mendy,F. Mendy,D,23,178.0,70735,M,FerMendy,792073,EUR,802569600,D,23,23,False,58.0,54.0,,,28.0,30.0,26.0,28.0,2.0,4.0,,,,90.0,67.0,6.8,5.0,0.0105696,0,,,,2.0,2.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
11368616,home,Real Madrid,Federico Valverde,federico-valverde,F. Valverde,M,8,181.0,375509,M,Fede,831808,EUR,901065600,M,15,15,False,60.0,57.0,2.0,1.0,25.0,27.0,32.0,33.0,2.0,3.0,1.0,,,82.0,69.0,7.9,5.0,0.0439048,3,,,,1.0,2.0,1.0,,,,1.0,,,,1.0,,0.1466,1.0,,,,,1.0,1.0,2.0,1.0,0.3432,,,,,,,
11368616,home,Real Madrid,Eduardo Camavinga,camavinga-eduardo,E. Camavinga,M,6,182.0,191301,M,Tacklevinga,973887,EUR,1036886400,M,12,12,False,64.0,59.0,3.0,,36.0,36.0,23.0,28.0,7.0,3.0,3.0,,,62.0,78.0,7.5,7.0,0.482382,0,,,,,7.0,1.0,4.0,3.0,,,,,,,1.0,,1.0,4.0,,,1.0,2.0,1.0,,,,1.0,1.0,,,,,
11368616,home,Real Madrid,Toni Kroos,toni-kroos,T. Kroos,M,,183.0,45525,M,Kroos,26502,EUR,631411200,M,8,8,False,116.0,112.0,10.0,10.0,41.0,43.0,71.0,76.0,2.0,4.0,,,,72.0,124.0,7.9,7.0,0.186615,0,,3.0,,1.0,1.0,,,,,,,1.0,,,1.0,,1.0,1.0,,,2.0,,,,,,1.0,,,,,,
11368616,home,Real Madrid,Jude Bellingham,jude-bellingham,J. Bellingham,M,5,188.0,1013050,M,JudeBell,991011,EUR,1056844800,M,5,5,False,99.0,91.0,3.0,3.0,22.0,23.0,69.0,76.0,6.0,4.0,2.0,,,90.0,121.0,10.0,15.0,0.615128,3,,,,,8.0,2.0,7.0,4.0,,1.0,,,,2.0,,0.2129,6.0,,1.0,,,2.0,2.0,2.0,1.0,0.6711,2.0,1.0,,,,,
11368616,home,Real Madrid,Rodrygo,rodrygo,Rodrygo,F,11,174.0,699716,M,Rodrygo,910536,EUR,978998400,F,11,11,False,45.0,44.0,,,5.0,5.0,39.0,41.0,5.0,,1.0,,,90.0,61.0,7.2,6.0,0.177185,6,,1.0,,,2.0,1.0,1.0,1.0,2.0,,3.0,,,3.0,3.0,0.8384,2.0,1.0,,,,1.0,,3.0,,0.9541,,,,,,,
