match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,stat_penaltyConceded,stat_wonTackle,stat_unsuccessfulTouch,stat_totalContest,player_sofascoreId,captain,stat_wonContest,stat_errorLeadToAShot,stat_aerialLost,stat_blockedScoringAttempt,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,stat_totalOffside,stat_hitWoodwork,stat_goals,stat_goalAssist,stat_penaltyWon,stat_goodHighClaim,stat_punches,stat_bigChanceCreated,stat_lastManTackle,stat_bigChanceMissed
10389975,home,Angers,Paul Bernardoni,,,paul-bernardoni,P. Bernardoni,G,40,190,166,M,361314,EUR,861321600,G,1,1,False,21.0,14.0,7.0,14.0,15.0,6.0,8.0,1.0,1.0,1.0,90.0,28.0,5.8,8.0,0.0,0.0,7.161e-05,0,-1.0547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389975,home,Angers,Abdoulaye Bamba,,,abdoulaye-bamba,A. Bamba,D,25,182,172,M,121180,EUR,641001600,D,25,25,False,47.0,37.0,4.0,22.0,26.0,22.0,9.0,,,,90.0,61.0,6.3,13.0,0.0,0.0,0.00505533,0,,1.0,15.0,1.0,2.0,2.0,6.0,1.0,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10389975,home,Angers,Cédric Hountondji,,,cedric-hountondji,C. Hountondji,D,4,195,551,M,342911,EUR,758937600,D,22,22,False,33.0,30.0,5.0,23.0,24.0,9.0,4.0,,,,78.0,42.0,6.1,3.0,0.0863,0.0,0.00284099,1,,3.0,7.0,,1.0,3.0,2.0,,4.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10389975,home,Angers,Ousmane Camara,Ousmane Camara,,ousmane-camara,O. Camara,D,4,197,1730,M,1049538,EUR,1046908800,D,29,29,False,62.0,55.0,7.0,37.0,41.0,21.0,10.0,,,,90.0,72.0,6.3,10.0,0.0,0.0,0.00834062,0,,5.0,18.0,,4.0,2.0,6.0,,1.0,2.0,1.0,1.0,,2.0,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,
10389975,home,Angers,Waniss Taibi,,,waniss-taibi,W. Taibi,M,26,184,334,M,1002623,EUR,1013040000,M,26,26,False,19.0,16.0,,8.0,9.0,11.0,3.0,,,,45.0,27.0,6.5,5.0,0.0,0.0,0.00521948,0,,,8.0,1.0,,3.0,2.0,,,2.0,2.0,,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
10389975,home,Angers,Halid Šabanović,,,halid-sabanovic,H. Šabanović,D,,182,68,M,928334,EUR,935280000,M,4,4,False,14.0,11.0,2.0,8.0,11.0,3.0,5.0,,,,45.0,26.0,6.6,6.0,0.0,0.0,0.00106717,0,,1.0,3.0,,1.0,,2.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10389975,home,Angers,Nabil Bentaleb,,,nabil-bentaleb,N. Bentaleb,M,6,187,8306,M,368120,EUR,785635200,M,6,6,False,69.0,53.0,13.0,26.0,30.0,43.0,12.0,,,,90.0,90.0,6.5,24.0,0.0,0.0,0.0176056,0,,9.0,27.0,4.0,1.0,7.0,8.0,,,3.0,4.0,1.0,2.0,4.0,,,,,2.0,3.0,nabilbentaleb,True,2.0,1.0,,,,,,,,,,,,,,,
10389975,home,Angers,Azzedine Ounahi,,,azzedine-ounahi,A. Ounahi,M,18,182,33691,M,991421,EUR,956102400,M,8,8,False,57.0,54.0,4.0,17.0,18.0,42.0,1.0,,,,90.0,83.0,6.8,11.0,0.0959,0.0,0.0511546,2,,4.0,37.0,3.0,,5.0,8.0,,,2.0,2.0,2.0,1.0,2.0,1.0,,,,2.0,6.0,azzedine_ounahi,,4.0,,1.0,1.0,1.0,,,,,,,,,,,,
10389975,home,Angers,Souleyman Doumbia,,,souleyman-doumbia,S. Doumbia,D,15,175,136,M,366760,EUR,843523200,M,3,3,False,27.0,18.0,5.0,11.0,16.0,13.0,3.0,,,,90.0,58.0,6.9,14.0,0.1967,0.0817,0.276266,1,,3.0,8.0,2.0,3.0,3.0,7.0,,,2.0,1.0,3.0,1.0,,,,,1.0,3.0,1.0,,,,,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,
10389975,home,Angers,Amine Salama,Salama,,amine-salama,A. Salama,F,19,192,769,M,1175856,EUR,963878400,F,11,11,False,12.0,7.0,,2.0,2.0,11.0,,,,,64.0,28.0,6.7,14.0,0.2433,0.0,0.02084,2,,,5.0,1.0,2.0,9.0,3.0,1.0,,,,,,,2.0,1.0,,,5.0,3.0,,,1.0,,6.0,,1.0,,,1.0,1.0,,,,,,,,
10389975,home,Angers,Adrien Hunou,,,adrien-hunou,A. Hunou,M,23,176,98,M,283083,EUR,758937600,F,23,23,False,34.0,26.0,2.0,6.0,9.0,25.0,3.0,,,,87.0,51.0,7.4,12.0,0.1654,0.6159,0.0177798,1,,1.0,20.0,,,2.0,7.0,,,,3.0,4.0,,2.0,,,,,4.0,,,,,,,,,,1.0,,,1.0,,,,,,,
10389975,home,Angers,Sada Thioub,,,thioub-sada,S. Thioub,M,,179,120,,787542,EUR,801964800,M,92,92,True,31.0,28.0,2.0,7.0,8.0,24.0,3.0,,,,45.0,41.0,6.0,7.0,0.0464,0.0,0.0213059,1,,2.0,21.0,1.0,,6.0,,1.0,,,,,,1.0,,,,,,2.0,,,,,2.0,1.0,,,,,,,,,,,,,
10389975,home,Angers,Sofiane Boufal,,,sofiane-boufal,S. Boufal,F,17,175,14009,M,257205,EUR,748224000,F,7,7,True,33.0,23.0,1.0,5.0,5.0,29.0,1.0,,,,45.0,54.0,8.3,20.0,0.8436,0.993,0.250831,2,,,19.0,1.0,,5.0,7.0,1.0,,,1.0,2.0,,,1.0,,,1.0,5.0,8.0,Sofianeboufal_19,,4.0,,,,4.0,1.0,1.0,,,1.0,1.0,1.0,,,,,
10389975,home,Angers,Abdallah Sima,,,abdallah-sima,A.Sima,F,19,188,2455,M,1029018,EUR,992736000,F,19,19,True,3.0,3.0,,,,3.0,,,,,26.0,7.0,6.4,3.0,0.0,0.0,0.00123681,0,,,3.0,,,1.0,1.0,1.0,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
10389975,home,Angers,Loïs Diony,,,lois-diony,L. Diony,F,9,183,240,M,294641,EUR,724809600,F,9,9,True,1.0,,,,,1.0,,,,,12.0,4.0,6.1,3.0,0.0,0.0,0.0,0,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
10389975,home,Angers,Himad Abdelli,,,himad-abdelli,H. Abdelli,M,8,185,7344,M,945830,EUR,942796800,M,10,10,True,6.0,5.0,,,,6.0,,,,,8.0,7.0,6.5,1.0,0.0,0.0,0.00875068,0,,,5.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389975,home,Angers,Yahia Fofana,,,yahia-fofana,Y. Fofana,G,75,194,3568,M,877977,EUR,966816000,G,30,30,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,yahia.fofana_,,,,,,,,,,,,,,,,,,
10389975,home,Angers,Miha Blažič,,,miha-blazic,M. Blažič,D,16,185,178,M,96552,EUR,736819200,D,5,5,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389975,home,Angers,Ilyes Chetti,,,ilyes-chetti,I. Chetti,D,23,176,923,M,975834,EUR,790732800,D,31,31,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389975,home,Angers,Pierrick Capelle,,,pierrick-capelle,P. Capelle,M,15,181,58,M,209768,EUR,545443200,M,15,15,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
