match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_blockedScoringAttempt,stat_wasFouled,stat_shotOffTarget,stat_unsuccessfulTouch,stat_challengeLost,stat_interceptionWon,captain,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_outfielderBlock,stat_goalAssist,stat_goals
11396334,home,RB Leipzig,Janis Blaswich,janis-blaswich,J. Blaswich,G,28,193,639,M,96832,EUR,673142400,G,21,21,False,44.0,42.0,5.0,3.0,40.0,40.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,90.0,46.0,6.7,2.0,0.00546102,1.0,0,-0.1525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396334,home,RB Leipzig,Benjamin Henrichs,benjamin-henrichs,B. Henrichs,D,39,182,1142,M,319857,EUR,856656000,D,39,39,False,52.0,43.0,1.0,,13.0,13.0,32.0,45.0,,7.0,2.0,2.0,,,,88.0,87.0,7.3,17.0,0.290101,1.0,1,,,,6.0,2.0,4.0,1.0,3.0,2.0,1.0,5.0,2.0,2.0,0.0802,0.2767,,,,,,,,,,,,,,,,,,
11396334,home,RB Leipzig,Lukas Klostermann,lukas-klostermann,L. Klostermann,D,16,188,717,M,319853,EUR,833760000,D,16,16,False,85.0,78.0,7.0,3.0,39.0,42.0,39.0,44.0,1.0,5.0,3.0,4.0,,,,90.0,100.0,7.0,10.0,0.0218687,,1,,,,1.0,,3.0,,1.0,,,2.0,1.0,1.0,0.1302,,1.0,1.0,2.0,,,,,,,,,,,,,,,
11396334,home,RB Leipzig,Mohamed Simakan,mohamed-simakan,M. Simakan,D,3,187,5879,M,945063,EUR,957312000,D,2,2,False,105.0,95.0,7.0,4.0,49.0,52.0,46.0,53.0,7.0,11.0,,6.0,,,,87.0,122.0,7.8,12.0,0.198744,2.0,5,,,,,,6.0,,3.0,2.0,,1.0,,1.0,0.7238,,4.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,
11396334,home,RB Leipzig,David Raum,david-raum,D. Raum,D,22,180,2192,M,856076,EUR,893203200,D,22,22,False,60.0,48.0,7.0,3.0,20.0,21.0,35.0,58.0,,2.0,,6.0,,,,90.0,97.0,7.7,25.0,1.47922,8.0,1,,,,19.0,7.0,4.0,1.0,1.0,1.0,,1.0,,1.0,0.0189,,1.0,1.0,,,,2.0,1.0,,,,,,,,,,,
11396334,home,RB Leipzig,Christoph Baumgartner,christoph-baumgartner,C. Baumgartner,M,14,180,2738,M,825956,EUR,933465600,M,14,14,False,34.0,26.0,2.0,1.0,7.0,7.0,19.0,27.0,1.0,5.0,,2.0,,,,68.0,52.0,7.6,9.0,0.107519,1.0,4,,,,,,3.0,,,,2.0,1.0,,,0.3346,0.2152,1.0,,3.0,2.0,1.0,2.0,1.0,,,,,,,,,,,
11396334,home,RB Leipzig,Kevin Kampl,kevin-kampl,K. Kampl,M,,178,752,M,84251,EUR,655430400,M,44,44,False,75.0,70.0,1.0,1.0,28.0,28.0,42.0,48.0,,1.0,,8.0,,,,90.0,82.0,7.2,7.0,0.0422573,1.0,0,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,True,,,,,,,,,,
11396334,home,RB Leipzig,Xaver Schlager,xaver-schlager,X. Schlager,M,24,174,1069,M,791079,EUR,875404800,M,24,24,False,77.0,64.0,7.0,3.0,20.0,23.0,44.0,55.0,2.0,7.0,,8.0,,,,90.0,97.0,7.1,18.0,0.190765,,0,,,,1.0,,5.0,2.0,1.0,,,3.0,2.0,,,,,,2.0,,1.0,2.0,2.0,,,,,,,,,,,
11396334,home,RB Leipzig,Xavi Simons,xavi-simons,X. Simons,M,7,179,50786,M,997183,EUR,1050883200,M,20,20,False,46.0,35.0,,,9.0,10.0,29.0,44.0,,16.0,,8.0,,,,90.0,88.0,8.7,23.0,0.493703,4.0,4,,,,8.0,3.0,5.0,1.0,11.0,8.0,1.0,1.0,,1.0,0.1873,0.2227,,3.0,7.0,,2.0,1.0,3.0,,XaviSimons,1.0,,,,,,,,
11396334,home,RB Leipzig,Loïs Openda,lois-openda,L. Openda,F,20,177,15660,M,835480,EUR,950659200,F,17,17,False,11.0,8.0,,,2.0,2.0,6.0,9.0,1.0,3.0,1.0,2.0,,,,90.0,32.0,6.9,9.0,0.192221,1.0,9,,,,,,5.0,3.0,2.0,1.0,3.0,,,1.0,1.4717,0.2177,,3.0,1.0,3.0,2.0,,1.0,,l_openda,1.0,2.0,2.0,,,,,,
