match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,captain,stat_clearanceOffLine,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_errorLeadToAShot,stat_penaltyWon,stat_penaltyMiss,stat_hitWoodwork,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_totalOffside
14566620,home,Borussia Dortmund,Gregor Kobel,gregor-kobel,G. Kobel,G,1,193,6863,M,gregorkobel,556866,EUR,881366400,G,1,1,False,24.0,23.0,8.0,7.0,0.0,21.0,22.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,90.0,28.0,7.0,1.0,0.00035341,22.032,5.29937,0.0,43.592330982278,6.0,16.695,6.195,0.0258,0,0.0134,0.03,0.01,0.18,0.03,3.72,1.45,0.1,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566620,home,Borussia Dortmund,Aarón Anselmino,anselmino-aaron,A. Anselmino,D,5,186,12012,M,,1500263,EUR,1114732800,D,28,28,False,85.0,79.0,4.0,3.0,1.0,35.0,38.0,44.0,47.0,1.0,4.0,,,,90.0,96.0,7.2,8.0,0.0260938,29.124,10.57381,6.0,262.79940778083,28.0,191.625,18.9,,1,,0.31,0.21,-0.06,,2.72,5.69,1.55,0.51,0.11,3.0,6.0,3.0,2.0,2.0,1.0,1.0,2.0,0.1475,1.0,-0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566620,home,Borussia Dortmund,Waldemar Anton,waldemar-anton,W. Anton,D,3,189,2192,M,,799046,EUR,837820800,D,3,3,False,68.0,63.0,7.0,3.0,0.0,42.0,43.0,21.0,25.0,2.0,4.0,,,,84.0,76.0,7.2,5.0,0.01228,30.816,8.89366,9.0,262.94372212915,33.0,140.7,29.19,,0,,0.18,0.17,0.41,,2.54,4.59,1.16,0.41,0.19,1.0,2.0,1.0,,,,,1.0,,1.0,,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566620,home,Borussia Dortmund,Nico Schlotterbeck,nico-schlotterbeck,N. Schlotterbeck,D,4,191,10365,M,nico.schlotterbeck,940871,EUR,944006400,D,4,4,False,98.0,93.0,15.0,12.0,0.0,48.0,49.0,45.0,49.0,1.0,8.0,,,,90.0,111.0,9.0,8.0,0.0282391,30.996,10.23079,8.0,217.03127902956,31.0,147.945,16.905,,0,,0.47,0.18,0.83,,2.95,5.27,1.37,0.46,0.18,1.0,2.0,5.0,,1.0,,,1.0,,,,,2.0,2.0,True,1.0,1.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14566620,home,Borussia Dortmund,Yan Couto,couto-yan,Y. Couto,D,2,169,7174,M,yan.couto,1002813,EUR,1023062400,M,2,2,False,55.0,46.0,,,0.0,17.0,22.0,29.0,33.0,4.0,4.0,,,,90.0,83.0,6.7,17.0,0.0551136,30.348,10.89842,10.0,265.07875807671,29.0,175.98,29.4,,1,,-0.45,0.38,-0.14,,2.86,5.39,1.63,0.82,0.19,1.0,9.0,8.0,5.0,,,,4.0,0.0489,,-0.33,,,2.0,,,,5.0,4.0,2.0,,,,6.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
14566620,home,Borussia Dortmund,Felix Nmecha,nmecha-felix,F. Nmecha,M,8,190,4006,M,,907463,EUR,971136000,M,8,8,False,59.0,58.0,3.0,3.0,0.0,23.0,23.0,35.0,36.0,,4.0,,,,77.0,66.0,7.3,1.0,0.0818863,30.996,9.3781,9.0,224.35517125748,26.0,56.07,25.62,,1,,0.28,0.26,0.18,,2.2,4.76,1.74,0.5,0.18,,,3.0,,,,,,0.1742,,-0.35,,1.0,,,,,2.0,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,
14566620,home,Borussia Dortmund,Marcel Sabitzer,marcel-sabitzer,M. Sabitzer,M,20,177,8472,M,marcel7sabitzer,133908,EUR,763862400,M,20,20,False,56.0,52.0,5.0,3.0,0.0,12.0,13.0,40.0,43.0,,3.0,,,,77.0,63.0,7.0,7.0,0.0449556,25.74,9.11293,1.0,111.90299285117,18.0,5.88,10.5,,1,,0.12,0.08,-0.01,,2.3,4.59,1.8,0.42,0.01,,1.0,3.0,,,,1.0,1.0,0.0206,,0.0,,,,,,,1.0,,3.0,2.0,,,,,,,,,,0.0163,,,,,,,,,,,,
14566620,home,Borussia Dortmund,Daniel Svensson,daniel-svensson,D. Svensson,M,24,183,3298,M,,1021272,EUR,1013472000,M,24,24,False,43.0,34.0,3.0,1.0,0.0,16.0,19.0,18.0,24.0,2.0,1.0,,,,90.0,67.0,8.0,16.0,0.120986,30.456,11.91306,11.0,128.43450159754,16.0,52.5,29.4,,1,,-0.1,0.15,0.51,,2.65,5.99,2.34,0.74,0.2,,5.0,4.0,,,,1.0,3.0,0.3777,,0.5,,1.0,,,,,3.0,2.0,1.0,1.0,,,4.0,1.0,2.0,,,,,0.7613,1.0,,,,,,,,,,,
14566620,home,Borussia Dortmund,Karim Adeyemi,karim-adeyemi,K. Adeyemi,F,27,177,17028,M,karim_adeyemi,940054,EUR,1011312000,F,27,27,False,41.0,33.0,3.0,2.0,0.0,8.0,9.0,25.0,32.0,,4.0,,,,90.0,71.0,9.1,20.0,0.24019,32.22,10.25765,14.0,256.66118020127,24.0,113.925,19.53,,3,,0.33,0.39,-0.14,,3.34,4.43,1.43,0.77,0.28,,7.0,12.0,,,,2.0,3.0,0.7844,,0.55,2.0,,,,,,2.0,1.0,6.0,4.0,,,4.0,,8.0,6.0,1.0,1.0,,0.7869,1.0,1.0,1.0,,,,,,,,,
14566620,home,Borussia Dortmund,Julian Brandt,julian-brandt,J. Brandt,M,10,186,9486,M,julianbrandt,226978,EUR,830995200,F,10,10,False,27.0,25.0,,,0.0,4.0,4.0,21.0,23.0,,3.0,,,,68.0,42.0,7.0,7.0,0.0631867,30.168,7.89297,7.0,134.07155513376,12.0,33.6,42.735,,0,,0.04,0.18,-0.02,,2.08,3.96,1.2,0.49,0.15,,6.0,7.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,,,2.0,1.0,1.0,1.0,,,1.0,,6.0,4.0,,,,,,,,,,,,,,,,
