match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_wasFouled,stat_challengeLost,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_totalOffside,stat_outfielderBlock,stat_keyPass,stat_dispossessed,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_shotOffTarget,stat_ownGoals
11409110,home,CF Estrela Amadora,André Luiz,andre-luiz,André Luiz,M,17,185,1296,M,1133282,EUR,1014422400,F,10,10,False,10.0,5.0,1.0,1.0,2.0,3.0,3.0,7.0,1.0,,,,,45.0,21.0,6.3,10.0,0.00124772,1,,André Luiz,,,1.0,1.0,3.0,,,,1.0,1.0,1.0,,1.0,,,3.0,0.3833,,,1.0,,,1.0,,,,,,1.0,1.0,
11409110,home,CF Estrela Amadora,Kikas,kikas,Kikas,F,98,176,231,M,869875,EUR,905990400,F,29,29,True,12.0,8.0,1.0,1.0,3.0,4.0,5.0,8.0,2.0,2.0,,,,45.0,19.0,7.2,6.0,0.0143755,1,,,,4.0,,6.0,1.0,2.0,1.0,,,,2.0,,,,,,0.1542,,,,,,,,,1.0,1.0,0.0794,,,
11409110,home,CF Estrela Amadora,Manuel Keliano,keliano-manuel,M. Keliano,M,42,185,351,M,1464131,EUR,1042675200,M,23,23,True,9.0,6.0,1.0,,4.0,5.0,2.0,4.0,,,,,,23.0,10.0,6.4,3.0,0.0009646,0,,Manuel Keliano,,,,2.0,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,
11409110,home,CF Estrela Amadora,Regis Ndo,regis-ndo,R. Ndo,F,77,181,274,M,1084705,EUR,990489600,F,7,7,True,4.0,2.0,,,2.0,3.0,1.0,2.0,,,,,,23.0,6.0,6.8,2.0,0.0765624,0,,,,2.0,,3.0,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
11409110,home,CF Estrela Amadora,Ronaldo Tavares,ronaldo-tavares,R. Tavares,F,9,192,337,M,828707,EUR,869529600,F,9,9,True,3.0,3.0,,,2.0,2.0,1.0,1.0,,,,,,14.0,5.0,6.2,2.0,0.00089023,0,,,,1.0,,3.0,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,
11409110,home,CF Estrela Amadora,Nkanyiso Shinga,shinga,Shinga,D,33,175,472,M,1410342,EUR,954374400,D,25,25,True,5.0,2.0,2.0,,2.0,2.0,,3.0,,1.0,,,,8.0,8.0,6.6,3.0,0.00052554,0,,Shinga,,1.0,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
11409110,home,CF Estrela Amadora,Edmilson Cambila,edmilson-cambila,E. Cambila,G,,183,13,M,1002419,EUR,1021507200,G,89,89,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409110,home,CF Estrela Amadora,Manuel Figueiredo,figueiredo-manuel,M. Figueiredo,M,,177,2,M,1469453,EUR,1013990400,M,68,68,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409110,home,CF Estrela Amadora,Alioune Ndour,alioune-ndour,A. Ndour,F,45,188,55,M,1025215,EUR,983577600,F,61,61,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409110,home,CF Estrela Amadora,Gustavo Henrique,gustavo-henrique,G. Henrique,F,,176,39,M,1066975,EUR,927504000,F,11,11,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409110,away,Boavista,João Gonçalves,joao-goncalves,J. Gonçalves,G,,188,61,M,987596,EUR,974246400,G,99,99,False,19.0,6.0,15.0,2.0,4.0,4.0,2.0,15.0,,6.0,,,,90.0,22.0,5.4,13.0,0.00028276,0,-2.7784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409110,away,Boavista,Pedro Malheiro,pedro-malheiro,P. Malheiro,D,79,179,415,M,1131249,EUR,980035200,D,79,79,False,65.0,55.0,6.0,2.0,42.0,46.0,13.0,19.0,1.0,3.0,,,,90.0,74.0,6.5,10.0,0.00456426,0,,,,,,2.0,3.0,,,3.0,3.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,
11409110,away,Boavista,Rodrigo Abascal,rodrigo-abascal,R. Abascal,D,26,190,156,M,846416,EUR,758505600,D,26,26,False,69.0,61.0,9.0,5.0,37.0,40.0,24.0,31.0,3.0,4.0,,,,90.0,83.0,6.5,12.0,0.0215481,0,,,,,2.0,1.0,2.0,,,2.0,,,,,,1.0,,1.0,,2.0,,,1.0,,,,,,,,,,1.0
11409110,away,Boavista,Filipe Ferreira,filipe-ferreira,F. Ferreira,D,20,178,34,M,143584,EUR,654393600,D,20,20,False,61.0,49.0,8.0,2.0,36.0,40.0,13.0,21.0,3.0,3.0,,,,82.0,68.0,6.2,12.0,0.00362575,0,,Filipe,Ferreira,1.0,,3.0,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,
11409110,away,Boavista,Salvador Agra,salvador-agra,S. Agra,M,11,166,97,M,587416,EUR,689817600,M,7,7,False,34.0,29.0,4.0,2.0,16.0,19.0,16.0,24.0,,9.0,,,,90.0,63.0,7.0,14.0,0.27316,1,,,,,,1.0,4.0,2.0,2.0,2.0,,,,,2.0,,,2.0,0.0275,9.0,3.0,,,1.0,1.0,,,1.0,,0.1912,,,
11409110,away,Boavista,Ibrahima Camará,ibrahima-camara,I. Camará,M,2,190,520,M,976145,EUR,917222400,M,6,6,False,14.0,10.0,3.0,,6.0,8.0,4.0,6.0,1.0,1.0,,,,60.0,20.0,6.3,7.0,0.00330837,0,,,,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,
11409110,away,Boavista,Sebastián Pérez,sebastian-perez,S. Pérez,M,42,176,396,M,158597,EUR,733363200,M,24,24,False,73.0,62.0,7.0,3.0,38.0,38.0,24.0,35.0,,6.0,,,,82.0,90.0,7.2,12.0,0.0272146,1,,,,2.0,2.0,3.0,13.0,,,,5.0,3.0,,True,7.0,1.0,1.0,1.0,0.0537,,,,,,,,,,,,,,
11409110,away,Boavista,Gaius Makouta,makouta-gaius,G. Makouta,M,42,180,299,M,847013,EUR,869788800,M,42,42,False,58.0,44.0,,,20.0,21.0,24.0,39.0,,9.0,,,,90.0,83.0,7.4,20.0,0.0209795,3,,,,2.0,4.0,8.0,14.0,6.0,5.0,,3.0,3.0,2.0,,2.0,1.0,1.0,1.0,0.1816,2.0,,,,1.0,2.0,,,1.0,,0.4632,,1.0,
11409110,away,Boavista,Bruno Onyemaechi,bruno-onyemaechi,B. Onyemaechi,D,70,182,5807,M,1134441,EUR,923097600,M,70,70,False,34.0,26.0,4.0,1.0,16.0,19.0,10.0,17.0,1.0,3.0,,,,90.0,58.0,6.6,14.0,0.00408515,1,,,,,2.0,4.0,6.0,2.0,,2.0,4.0,3.0,2.0,,,,,,0.0412,2.0,,,,,,,,,,,,1.0,
11409110,away,Boavista,Bruno Lourenço,bruno-lourenco,B. Lourenço,M,8,179,99,M,984810,EUR,886377600,F,8,8,False,12.0,11.0,,,2.0,2.0,9.0,10.0,,,,,,61.0,23.0,6.7,7.0,0.0108798,0,,,,,,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,1.0,2.0,,5.0,,,,,,,,,,,,,,,
11409110,away,Boavista,Róbert Boženík,robert-bozenik,R. Boženík,F,11,188,1028,M,912033,EUR,942883200,F,9,9,False,19.0,15.0,,,7.0,8.0,9.0,13.0,,3.0,,,,90.0,32.0,6.7,9.0,0.0754204,0,,,,3.0,1.0,7.0,4.0,1.0,1.0,,1.0,1.0,2.0,,1.0,1.0,,2.0,,2.0,1.0,,,2.0,1.0,,,,,,,,
11409110,away,Boavista,Ilija Vukotić,ilija-vukotic,I. Vukotić,M,8,191,158,M,891881,EUR,915667200,M,18,18,True,18.0,14.0,1.0,1.0,5.0,5.0,9.0,14.0,,2.0,,,,30.0,23.0,6.7,5.0,0.0519019,0,,Ilija,Vukotić,,2.0,,3.0,,,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,
11409110,away,Boavista,Martim Tavares,tavares-martim,M. Tavares,F,79,183,92,M,1136423,EUR,1068422400,F,59,59,True,7.0,6.0,1.0,,2.0,2.0,4.0,5.0,,2.0,,,,29.0,15.0,7.5,3.0,0.0237673,3,,,,1.0,,4.0,3.0,2.0,1.0,,,,1.0,,2.0,,,,0.4401,,,,,1.0,1.0,,,3.0,1.0,1.1598,,,
11409110,away,Boavista,Berna,berna,Berna,M,20,169,81,M,1133287,EUR,1063584000,M,80,80,True,5.0,4.0,,,2.0,2.0,2.0,4.0,,,,,,8.0,8.0,6.4,2.0,0.0284914,1,,Berna,,,1.0,,1.0,,,,,,,,,,1.0,,0.046,1.0,,,,,,,,,,,,,
11409110,away,Boavista,Jeriel De Santis,jeriel-de-santis,J. D. Santis,F,17,190,307,M,944825,EUR,1024358400,F,27,27,True,4.0,4.0,,,1.0,1.0,3.0,3.0,,,,,,8.0,4.0,6.7,,0.0140504,0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
11409110,away,Boavista,Tomé Sousa,sousa-tome,T. Sousa,G,1,190,105,M,1521209,EUR,1166227200,G,76,76,True,,,,,,,,,,,,,,,,,,,0,,Tomé Sousa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409110,away,Boavista,Gonçalo Miguel,goncalo-almeida,G. Miguel,D,17,181,26,M,1517733,EUR,1052179200,D,35,35,True,,,,,,,,,,,,,,,,,,,0,,Gonçalo Miguel,Cardoso de Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409110,away,Boavista,Masaki Watai,masaki-watai,M. Watai,M,11,168,73,M,926641,EUR,932256000,M,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409110,away,Boavista,Joel Silva,joel-silva,J. Silva,M,26,185,56,M,1393991,EUR,1044921600,M,16,16,True,,,,,,,,,,,,,,,,,,,0,,Joel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409110,away,Boavista,Tiago Machado,machado-tiago,T. Machado,F,23,185,33,M,1494437,EUR,1080864000,F,90,90,True,,,,,,,,,,,,,,,,,,,0,,Tiago,Machado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
