match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_bigChanceCreated,stat_totalClearance,stat_ownGoals,stat_wonContest,stat_fouls,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_penaltyFaced,stat_penaltyConceded
11450156,home,Pendikspor,Erdem Canpolat,Erdem Canpolat,,erdem-canpolat,E. Canpolat,G,1,194.0,88,M,1066726,EUR,987120000,G,1,1,False,26.0,23.0,6.0,3.0,22.0,23.0,1.0,3.0,7.0,1.0,1.0,1.0,90.0,32.0,6.2,3.0,0.0003639,0,-1.7868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450156,home,Pendikspor,Erdem Özgenç,,,erdem-ozgenc,E. Özgenç,D,22,177.0,9,M,60332,EUR,461980800,D,22,22,False,43.0,37.0,9.0,6.0,23.0,25.0,16.0,24.0,6.0,,,,90.0,82.0,7.5,15.0,0.112031,1,,True,2.0,6.0,2.0,1.0,3.0,6.0,6.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.014,2.0,,,,,,,,,,,,,
11450156,home,Pendikspor,Alpaslan Öztürk,,,alpaslan-ozturk,A. Öztürk,D,33,184.0,46,M,148857,EUR,742780800,D,33,33,False,44.0,30.0,8.0,1.0,21.0,26.0,9.0,19.0,5.0,,,,90.0,56.0,6.5,17.0,0.0045651,0,,,,1.0,,1.0,1.0,3.0,3.0,1.0,,1.0,,,1.0,1.0,,,1.0,,1.0,1.0,3.0,,,,,,,,,,,
11450156,home,Pendikspor,Joher Khadim Rassoul,Joher,Khadim Rassoul,joher-khadim-rassoul,J. K. Rassoul,D,89,187.0,111,M,800344,EUR,820368000,D,14,14,False,78.0,60.0,19.0,7.0,47.0,51.0,13.0,27.0,1.0,,,,90.0,90.0,6.3,19.0,0.0101936,0,,,,,,1.0,1.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,6.0,1.0,,,,,,,,,,
11450156,home,Pendikspor,Nuno Sequeira,,,nuno-sequeira,N. Sequeira,D,6,184.0,51,M,170117,EUR,651024000,D,6,6,False,37.0,27.0,6.0,3.0,16.0,18.0,11.0,28.0,4.0,,,,90.0,70.0,7.2,24.0,0.0110802,0,,,,9.0,,1.0,1.0,3.0,5.0,,1.0,2.0,,,3.0,2.0,2.0,1.0,,,,,3.0,,2.0,1.0,,,,,,,,
11450156,home,Pendikspor,Fredrik Midtsjø,,,fredrik-midtsjo,F. Midtsjø,M,,176.0,251,M,98198,EUR,745027200,M,18,18,False,47.0,35.0,5.0,1.0,18.0,23.0,18.0,25.0,12.0,,,,83.0,58.0,6.5,16.0,0.0745602,0,,,,1.0,1.0,,,7.0,3.0,2.0,2.0,1.0,,,1.0,2.0,2.0,1.0,1.0,,2.0,,,,,2.0,,,,,,,,
11450156,home,Pendikspor,İbrahim Akdağ,,,ibrahim-akdag,İ. Akdağ,M,14,179.0,11,M,847053,EUR,680054400,M,24,24,False,54.0,49.0,6.0,5.0,36.0,36.0,13.0,19.0,10.0,,,,90.0,71.0,6.9,9.0,0.00718908,1,,,,1.0,,2.0,1.0,4.0,3.0,1.0,,,,,2.0,2.0,1.0,2.0,,0.0185,,,,,,2.0,1.0,,,,,,,
11450156,home,Pendikspor,Halil Akbunar,,,halil-akbunar,H. Akbunar,M,77,170.0,140,M,217782,EUR,752803200,M,11,11,False,23.0,22.0,,,9.0,9.0,13.0,19.0,4.0,,,,84.0,44.0,6.5,11.0,0.0679933,2,,,,5.0,,2.0,,6.0,3.0,2.0,1.0,2.0,,,,,,3.0,1.0,0.0287,,,,,2.0,1.0,2.0,2.0,,,,,,
11450156,home,Pendikspor,Erencan Yardımcı,,,erencan-yardimci,E. Yardımcı,F,9,186.0,691,M,989168,EUR,1012780800,M,99,99,False,11.0,10.0,,,5.0,5.0,5.0,7.0,,,,,75.0,25.0,5.8,11.0,0.00424818,1,,,,1.0,,2.0,,9.0,1.0,,4.0,3.0,,,,,,2.0,,0.2019,,,,,1.0,2.0,,2.0,1.0,1.0,0.7331,,,
11450156,home,Pendikspor,Mame Thiam,,,mame-thiam,M. Thiam,F,17,185.0,1076,M,180981,EUR,718588800,M,27,27,False,24.0,14.0,,,5.0,6.0,9.0,20.0,6.0,,,,89.0,44.0,6.8,22.0,0.0109973,1,,,,2.0,,2.0,1.0,7.0,3.0,,3.0,2.0,,,1.0,,,4.0,1.0,0.7884,1.0,,1.0,,1.0,2.0,,2.0,,1.0,0.9863,1.0,,
