match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_wasFouled,stat_aerialLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_fouls,stat_expectedGoals,stat_keyPass,stat_totalOffside,stat_totalContest,stat_unsuccessfulTouch,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_goodHighClaim
12528117,home,Göztepe,Arda Özçimen,,,arda-ozcimen,A. Özçimen,G,1,202.0,62,M,964196,EUR,1010448000,G,1,1,False,18.0,11.0,10.0,3.0,0.0,8.0,10.0,3.0,8.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,90.0,24.0,6.4,7.0,0.00502935,0,0.0502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528117,home,Göztepe,Malcom Bokele,,,malcom-bokele,M. Bokele,D,26,193.0,545,M,1122632,EUR,950313600,D,26,26,False,61.0,50.0,7.0,2.0,0.0,18.0,19.0,35.0,48.0,2.0,4.0,4.0,7.0,,,,90.0,77.0,7.1,14.0,0.0840351,0,,6.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
12528117,home,Göztepe,Koray Günter,,,koray-gunter,K. Günter,D,22,185.0,219,M,138165,EUR,776995200,D,22,22,False,55.0,52.0,8.0,8.0,0.0,18.0,19.0,35.0,37.0,3.0,6.0,8.0,8.0,,,,90.0,73.0,7.6,3.0,0.0399972,3,,1.0,1.0,4.0,1.0,,2.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,0.1316,1.0,,,,,,,,,,,,,,
12528117,home,Göztepe,Furkan Bayır,,,furkan-bayir,F. Bayır,D,23,188.0,77,M,1003161,EUR,950054400,D,23,23,False,35.0,30.0,6.0,3.0,0.0,10.0,12.0,20.0,23.0,,4.0,4.0,4.0,,,,90.0,45.0,6.7,6.0,0.0190265,0,,,,4.0,,1.0,3.0,,,,3.0,2.0,,2.0,,,1.0,,,,,,,,,,,,,
12528117,home,Göztepe,Ogün Bayrak,,,ogun-bayrak,O. Bayrak,M,77,175.0,45,M,903999,EUR,907977600,M,77,77,False,34.0,30.0,1.0,1.0,0.0,10.0,10.0,22.0,29.0,,4.0,,5.0,,,,81.0,54.0,7.1,10.0,0.187335,0,,5.0,2.0,7.0,4.0,1.0,1.0,,,1.0,3.0,2.0,,,,3.0,,2.0,1.0,,,,,,,,,,,
12528117,home,Göztepe,Ahmed Ildız,,,ahmed-ildiz,A. Ildız,M,66,181.0,50,M,849329,EUR,849139200,M,8,8,False,44.0,36.0,1.0,,0.0,13.0,14.0,24.0,35.0,3.0,5.0,1.0,6.0,,,,89.0,58.0,7.0,16.0,0.0247528,1,,5.0,1.0,2.0,,,,,,1.0,2.0,1.0,,1.0,0.0278,1.0,,2.0,2.0,True,1.0,0.0141,,,,,,,,
12528117,home,Göztepe,Anthony Junior Dennis,,,dennis-anthony-junior,A. J. Dennis,M,30,180.0,461,M,1484438,EUR,1087776000,M,16,16,False,50.0,39.0,8.0,7.0,0.0,10.0,10.0,29.0,40.0,2.0,8.0,,8.0,,,,90.0,67.0,7.8,17.0,0.437047,1,,,,4.0,,,,1.0,,1.0,5.0,3.0,2.0,3.0,0.0243,1.0,,1.0,5.0,,,,1.0,1.0,1.0,1.0,,,,
12528117,home,Göztepe,Lasse Nielsen,,,lasse-nielsen,L. Nielsen,D,4,185.0,71,M,21547,EUR,568598400,M,24,24,False,32.0,26.0,4.0,2.0,1.0,8.0,11.0,20.0,31.0,5.0,8.0,,3.0,,,,90.0,67.0,7.5,18.0,0.579084,5,,10.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,2.0,0.5387,4.0,1.0,1.0,,,1.0,0.5085,,1.0,1.0,,2.0,,,
12528117,home,Göztepe,David Tijanič,,,david-tijanic,D. Tijanič,F,43,174.0,389,M,827369,EUR,869011200,F,43,43,False,39.0,36.0,,,0.0,7.0,7.0,34.0,39.0,1.0,4.0,1.0,3.0,,,,72.0,54.0,7.5,5.0,0.238614,2,,7.0,5.0,2.0,,2.0,2.0,,,1.0,1.0,1.0,,,0.1259,4.0,,,,,2.0,0.2581,,,,,1.0,,,
12528117,home,Göztepe,Kubilay Kanatsızkuş,,,kubilay-kanatsizkus,K. Kanatsızkuş,F,17,190.0,94,M,828953,EUR,859507200,F,9,9,False,11.0,5.0,,,0.0,,,5.0,12.0,4.0,5.0,,2.0,,,,72.0,20.0,8.0,9.0,0.215668,3,,1.0,,5.0,1.0,,2.0,1.0,,1.0,1.0,,,2.0,0.541,1.0,,,2.0,,2.0,0.5678,,,1.0,,,1.0,1.0,
