match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_challengeLost,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_totalOffside,stat_wonTackle,player_firstName,player_lastName,stat_accurateCross,stat_keyPass,captain,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_dispossessed,stat_lastManTackle,stat_ownGoals,stat_bigChanceCreated,stat_bigChanceMissed
10583890,home,Al-Shabab,Seung-gyu Kim,seung-gyu-kim,S. Kim,G,81,187.0,324,M,235686,EUR,654652800,G,18,18,False,18.0,15.0,4.0,1.0,15.0,16.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,90.0,25.0,7.5,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583890,home,Al-Shabab,Fawaz Al-Sagour,fawaz-al-sagour,F. Al-Sagour,D,27,176.0,240,M,818572,EUR,830217600,D,27,27,False,45.0,39.0,,,19.0,19.0,31.0,,1.0,,2.0,1.0,,,89.0,60.0,6.3,12.0,0,20.0,5.0,5.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
10583890,home,Al-Shabab,Iago Santos,iago-santos,I. Santos,D,4,188.0,76,M,584430,EUR,706492800,D,4,4,False,67.0,63.0,5.0,5.0,41.0,44.0,23.0,1.0,2.0,1.0,4.0,,,,90.0,74.0,7.3,4.0,1,22.0,,4.0,,,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10583890,home,Al-Shabab,Hassan Al Tambakti,hassan-al-tambakti,H. A. Tambakti,D,87,182.0,1188,M,881837,EUR,918518400,D,5,5,False,58.0,56.0,7.0,6.0,34.0,34.0,24.0,,5.0,2.0,8.0,1.0,,,90.0,65.0,7.5,2.0,0,22.0,,1.0,,,,1.0,,,4.0,,4.0,,,,,,,,,,,,,,,
10583890,home,Al-Shabab,Moteb Al-Harbi,moteb-al-harbi,M. Al-Harbi,D,24,171.0,848,M,1022679,EUR,950918400,D,24,24,False,46.0,43.0,2.0,1.0,23.0,24.0,23.0,,3.0,1.0,4.0,,,,90.0,62.0,7.0,7.0,0,20.0,1.0,4.0,2.0,3.0,1.0,1.0,,,3.0,1.0,2.0,,,,,,,,,,,,,,,
10583890,home,Al-Shabab,Grzegorz Krychowiak,grzegorz-krychowiak,G. Krychowiak,M,4,187.0,2715,M,76227,EUR,633571200,M,23,23,False,58.0,53.0,4.0,2.0,20.0,21.0,38.0,2.0,4.0,,10.0,1.0,,,90.0,66.0,7.1,6.0,3,34.0,1.0,3.0,1.0,,2.0,,3.0,,1.0,,,Grzegorz,Krychowiak,1.0,1.0,,,,,,,,,,,
10583890,home,Al-Shabab,Éver Banega,ever-banega,É. Banega,M,11,174.0,1194,M,31981,EUR,583545600,M,10,10,False,85.0,80.0,11.0,8.0,23.0,24.0,67.0,,1.0,,5.0,,,,89.0,98.0,7.6,12.0,1,58.0,6.0,,,1.0,,,,,1.0,,1.0,,,1.0,1.0,True,1.0,,,,,,,,,
10583890,home,Al-Shabab,Aaron-Salem Boupendza,aaron-salem-boupendza,A. Boupendza,F,9,180.0,1126,M,891419,EUR,839376000,M,9,9,False,15.0,12.0,1.0,,3.0,3.0,13.0,,2.0,,4.0,1.0,,,65.0,22.0,7.0,6.0,1,9.0,1.0,3.0,1.0,2.0,2.0,,1.0,,1.0,2.0,,,,,2.0,,,1.0,,,,,,,,
10583890,home,Al-Shabab,Cristian Guanca,cristian-guanca,C. Guanca,M,10,177.0,565,M,789438,EUR,733190400,M,8,8,False,44.0,33.0,2.0,1.0,7.0,8.0,40.0,,3.0,1.0,3.0,,,,90.0,62.0,6.9,21.0,2,26.0,4.0,6.0,,1.0,3.0,,,,,,,,,,3.0,,2.0,,6.0,3.0,,,,,,
10583890,home,Al-Shabab,Hattan Bahebri,hattan-bahebri,H. Bahbri,M,11,168.0,92,M,803052,EUR,711244800,M,11,11,False,35.0,29.0,1.0,1.0,10.0,11.0,25.0,,5.0,,5.0,,,,65.0,52.0,7.2,9.0,2,19.0,1.0,3.0,1.0,,,1.0,,2.0,3.0,1.0,,,,,,,1.0,,3.0,2.0,1.0,,,,,
10583890,home,Al-Shabab,Santi Mina,santi-mina,S. Mina,F,,182.0,384,,306498,EUR,818294400,F,77,77,False,13.0,11.0,1.0,1.0,4.0,4.0,10.0,1.0,2.0,2.0,,1.0,,,81.0,30.0,6.5,11.0,2,7.0,1.0,10.0,1.0,3.0,2.0,3.0,1.0,,,,,,,,,,1.0,1.0,,,,4.0,,,,
10583890,home,Al-Shabab,Nawaf Al-Abed,nawaf-al-abed,N. Al-Abed,M,,168.0,122,,144377,EUR,633312000,M,14,14,True,21.0,18.0,2.0,2.0,2.0,2.0,21.0,,1.0,,,1.0,,,25.0,27.0,6.6,5.0,1,17.0,2.0,4.0,2.0,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,1.0,,,,
10583890,home,Al-Shabab,Turki Al-Ammar,turki-al-ammar,T. Al-Ammar,M,7,170.0,151,M,965177,EUR,938044800,M,7,7,True,10.0,9.0,3.0,3.0,3.0,3.0,7.0,,2.0,,1.0,1.0,,,25.0,14.0,6.8,2.0,0,6.0,,,,1.0,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,
10583890,home,Al-Shabab,Fahad Al-Muwallad,fahad-al-muwallad,F. Al-Muwallad,M,,167.0,183,M,160909,EUR,779500800,F,90,90,True,5.0,4.0,,,,,5.0,,2.0,,1.0,1.0,,,9.0,10.0,6.4,3.0,0,4.0,,5.0,2.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,2.0,,,,
10583890,home,Al-Shabab,Nader Al Sharari,nader-abdullah-al-sharari,N. A. Sharari,D,4,184.0,534,M,923040,EUR,831513600,D,88,88,True,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,1.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10583890,home,Al-Shabab,Husain Al-Qahtani,husain-al-monassar,H. Al-Qahtani,M,52,177.0,32,M,893218,EUR,787881600,M,15,15,True,2.0,2.0,,,2.0,2.0,,,,,1.0,,,,1.0,3.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583890,home,Al-Shabab,Fawaz Al-Qarni,fawaz-al-qarni,F. Al-Qarni,G,,185.0,18,M,160929,EUR,702172800,G,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583890,home,Al-Shabab,Saeed Al-Rabiei,saeed-al-rabiei,S. Al-Rabiei,D,4,187.0,32,M,954639,EUR,746841600,D,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583890,home,Al-Shabab,Hussain Al-Sebyani,hussain-alsebyani,H. Alsebyani,M,16,168.0,15,M,1152012,EUR,993340800,D,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Hussain Alsebyani,,,,,,,,,,,,,,
